title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Notification,Notification Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Call Function,Bluetooth,Messaging Support,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Date & Time Display,Calendar,Alarm Clock,Speaker,Microphone,Gesture Control,Voice Control,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Water Resistance Depth,Maximum Operating Altitude,Talk time,Battery Type,Stand By Time,Other Features,Operating System,RAM,Number of Cores,Processor Name,Processor Speed,Internal Memory,Expandable Memory,Wi-Fi,GPS,Bluetooth Version,Third Party App Support,Other Connectivity Features,Display Type,Flash,Primary Camera,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Other Fitness Features,Compass,Chronograph,Language,Number of Buttons,Other Watch Functions,Audio Features,Supported Audio Format,Video Features,Supported Video Format,Speaker Volume,HD Recording,HD Playback,Other Multimedia Features,Width,Height,Thickness,Diameter,Weight,Other Dimensions,International Warranty,Compatible Operating System
JANROCK T800 Ultra Smartwatch Bluetooth Call Fitness Br...,₹649,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/2/i/b/1-96-android-ios-t800-ultra-smartwatch-bluetooth-call-fitness-original-imagqzznbx5kwh3m.jpeg?q=70,https://www.flipkart.com/janrock-t800-ultra-smartwatch-bluetooth-call-fitness-bracelet-magnetic-charging-g4/p/itm69441ab22e538?pid=SMWGQP52UYS7HWGU&lid=LSTSMWGQP52UYS7HWGUNOUGKN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_77&otracker=search&fm=organic&iid=en_7ebrRADclSHUVwYasLuHfZDwiOojZs9YqSslK-PHfHwhG8QOJJUlpbdbI9Ma6qNgUUi5-_31bZM2qN7HKooOpw%3D%3D&ppt=None&ppn=None&ssid=6wew70ljy80000001738368865936&qH=87968ec020b2016b,2025-02-01 01:14:31,"1 Smartwatch, Strap, 1 Wireless Charger",T800 Ultra Smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,T800 Ultra Smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,Silver,Square,Grey,Silicone,FREE SIZE,Yes,No,"Fitness & Outdoor, Health & Medical, Notifier, Watchphone",Metal,Men & Women,Android & iOS,Grey,,"Accelerometer, Gyroscope, Proximity Sensor",,yes,Vibrate,120 min,3,Yes,Wireless Charger,Yes,Yes,Yes,,10 m,BT Calling,100 pixel,48 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,yes,,Yes,,,,,,10 m,,,Lithium Ion,,,,,,,,,,,,4,,"Multi-functions: Step counting, distance measurement, calorie consumption management, sleep monitoring, time display, incoming call reminder, intelligent alarm clock, heart rate, blood pressure, blood oxygen, intelligent remote control camera, prevent the loss, information push (WeChat, QQ, SMS, Facebook, Twitter), event reminder.",HD,,,,Yes,"1.99 inch Large TFT screen with 320*386 pixels offers a very clear display with super bright colors., Bright Screen Time Setting: Support, Set in the App. Can set 5s, 10s, and 15s to automatically turn off the screen.",No,,Yes,,Multi Language,3,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:14:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:14:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹949,3.8,Data not available,Image not available,URL not available,2025-02-01 01:14:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:14:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_81&otracker=search&fm=organic&iid=en_UQNgDvGC7gw3A-P8T67Y4WaoRMe4-QXPT5NeoyBWCGHZu484r4fvKdbnjYTCxKqz8TuAwfb3TxCDxpix2eklfQ%3D%3D&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Multicolour,Rectangle,Black,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,Yes,Yes,No,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 280 Pixels,1.85 inch,No,Yes,Yes,Yes,Date and Time,No,Yes,1 Speaker,Yes,,Yes,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,1.5 m,,,Lithium Ion,600 Hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,,,,,,,No,No,,,,TFT,,,,Yes,High Brightness,No,100+ Workout Modes,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",,,,,,,,,37.28 mm,10.75 mm,44.17 mm,,42 g,,,
GETECH T10 Black Pro Edition smart watch with WiFi GPS ...,₹699,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/b/r/49-t10-android-ios-getech-yes-original-imah8jbyn6pwqzay.jpeg?q=70,https://www.flipkart.com/getech-t10-black-pro-smart-watch-wifi-gps-sim-card-4g-smartwatch/p/itm690ad193d39b3?pid=SMWH7UQEGDFPH933&lid=LSTSMWH7UQEGDFPH933CZCHYB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_85&otracker=search&fm=organic&iid=418120d1-539e-4287-9880-4e00d449aecf.SMWH7UQEGDFPH933.SEARCH&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,1 smartwatch,T10,T10 Black Pro Edition smart watch with WiFi GPS SIM card 4G,Sliver,Square,Black,Silicone,Free Size,Yes,Yes,Watchphone,ZINC Alloy,Men & Women,Android & iOS,Black,Clip on,Aacelerometer,Mobile,"All Calendar Reminder, Missed Call Notification","Ringer, Vibration",40 min,2 Year,Yes,Wrieless,Yes,Yes,Yes,Yes,20 m,All,320X320 pixel,49 mm,Yes,Yes,Yes,Yes,Date & Time,Yes,Yes,Yes,Yes,All,Yes,NA,NA,NA,NA,0 Months,50 m,3000 m,48 hr,Lithium Ion,72 hr,Yes,Mobile,512 MB,Dual core pro,SQ80,800,256 MB,1 GB,Yes,Yes,2.1,Hiwatch Pro,Bluetooth,AMOLED,NA,0.1 MP,NA,Yes,Raise to wake,No,Sleep Tracking,Yes,Yes,English,3,Basic,Yes,mp3,NA,AVI,80 dB,HD,HD,voice assistant,44 mm,49 mm,14 mm,44 mm,49 g,25 g Weight box,0 Months,
Sr Plaza T800 BT watch 2in Big Screen Sunlight Proof Di...,₹680,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/d/l/49-t800-ultra-4g-android-ios-neel-enterprises-yes-original-imagxye2newzkprp.jpeg?q=70,https://www.flipkart.com/sr-plaza-t800-bt-watch-2in-big-screen-sunlight-proof-display-music-play-insta-wa-notifier-smartwatch/p/itm91f68f03ed8e4?pid=SMWGXZT384GE3JXR&lid=LSTSMWGXZT384GE3JXR0OWCH4&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_89&otracker=search&fm=organic&iid=418120d1-539e-4287-9880-4e00d449aecf.SMWGXZT384GE3JXR.SEARCH&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,"Smart watch, Wireless Charger, User Manual,Smart watch Strap",T800 ULTRA S8,T800 BT watch 2in Big Screen Sunlight Proof Display Music Play Insta WA Notifier,,Square,Black,Silicone,Free Size,Yes,Yes,Watchphone,Aluminium,Men & Women,Android & iOS,Black,,"Accelerometer, Gyroscope, Proximity Sensor",,"Calendar Reminder, Missed Call Notification","Ringer, Vibration",60 min,3 Days,Yes,Wireless,Yes,Yes,Yes,Yes,,"Mute Calls, Reject Calls, Take Calls, Speed Dial",320 x 320 pixel,49 44,Yes,Yes,Yes,Yes,Date & Time,Yes,Yes,Yes,Yes,,,,,,,,,,72 hr,Lithium Ion,72 hr,,,,,,,,,,,,,,AMOLED,,,,Yes,"Additional Features are Blood oxygen and Blood Pressure Monitor, Multisports modes, Sedentary Reminder, Find Phone, Bluetooth, and many more. This smartwatch has a 400 mAh battery capacity with 2-3 days of normal usage and 7 days of standby time.",Yes,,,Yes,,3,,,,,,,,,,,,,,,,,
RJD RJD dz09 silver Fitness Smartwatch,"₹1,025",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/j19lhu80/smartwatch/d/z/k/dz09-silver-doodads-original-imaej8a6zrnf2zch.jpeg?q=70,https://www.flipkart.com/rjd-dz09-silver-fitness-smartwatch/p/itm8fc47f4587901?pid=SMWES373APGVCYHN&lid=LSTSMWES373APGVCYHNJ15H4X&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_93&otracker=search&fm=organic&iid=418120d1-539e-4287-9880-4e00d449aecf.SMWES373APGVCYHN.SEARCH&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,"1 smartwatch, 1usb, 1 manual",RJD dz09 silver,RJD dz09 silver Fitness,,Square,Black,Rubber,Regular,Yes,Yes,Fitness & Outdoor,Stainless Steel,Men & Women,Android,Black,,,,,,120 min,5 hours,Yes,USB Cable,Yes,Yes,Yes,,10 m,All Call Features Enabled,320x320 pixel,40 mm,Yes,,,,,Yes,Yes,,,,,,,,,,100 m,,6 hr,,,,,,,,,,,,,v3.0,,,,,,,,HD,,,,,,,Pedometer,,,,,,,,,,42 mm,12 mm,,60 g,,,Android
JOKIN T800 Ultra smartwatch Bluetooth Call Fitness Brac...,₹649,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/0/n/1-99-android-ios-t800-ultra-biggest-display-smart-watch-with-bt-original-imagppngk3nfwv7n.jpeg?q=70,https://www.flipkart.com/jokin-t800-ultra-smartwatch-bluetooth-call-fitness-bracelet-magnetic-charging-g4/p/itm3f3dd6ee2c869?pid=SMWGQMWQCG3TGCJP&lid=LSTSMWGQMWQCG3TGCJPIWLBBH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_97&otracker=search&fm=organic&iid=en_UQNgDvGC7gw3A-P8T67Y4WaoRMe4-QXPT5NeoyBWCGFmdtTUgqluraDoCeB1YJ8nEUcehCpsdXVrAiAO6-6qqQ%3D%3D&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,"1 Smartwatch, Strap, 1 Wireless Charger",T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,Silver,Square,Orange,Silicone,Free Size,Yes,No,"Fitness & Outdoor, Health & Medical, Notifier, Watchphone",Metal,Men & Women,Android & iOS,Orange,,"Accelerometer, Gyroscope, Proximity Sensor",,yes,Vibrate,120 min,3 days,Yes,Wireless Charger,Yes,Yes,Yes,,10 m,BT Calling,1080 pixel,49 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,yes,,Yes,,,,,,10 m,,,Lithium Ion,,,,,,,,,,,,4,,"Multi-functions: Step counting, distance measurement, calorie consumption management, sleep monitoring, time display, incoming call reminder, intelligent alarm clock, heart rate, blood pressure, blood oxygen, intelligent remote control camera, prevent the loss, information push (WeChat, QQ, SMS, Facebook, Twitter), event reminder.",HD,,,,Yes,"1.99 inch Large TFT screen with 320*386 pixels offers a very clear display with super bright colors., Bright Screen Time Setting: Support, Set in the App. Can set 5s, 10s, and 15s to automatically turn off the screen.",,,Yes,,Multi Language,3,,,,,,,,,,,,,,,,,
ANIRUDRA ENTERPRISES T800 Ultra Smartwatch Biggest Disp...,₹531,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/c/i/49-android-ios-ultra-8-real-screw-ephemeral-no-original-imagpb6gnzynv4g9.jpeg?q=70,https://www.flipkart.com/anirudra-enterprises-t800-ultra-smartwatch-biggest-display-bt-calling-wireless-charge-fitness-a249/p/itm26f9b47bff25a?pid=SMWGYYSCXVTPEHMF&lid=LSTSMWGYYSCXVTPEHMFP8QRG4&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_101&otracker=search&fm=organic&iid=en_UQNgDvGC7gw3A-P8T67Y4WaoRMe4-QXPT5NeoyBWCGEkS7Qwungl6l_TMuzu4nBxic4Rn4ROrc7SlkTJAnFhtw%3D%3D&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,"1 Smart Watch, 1 Wireless Charger",T800,T800 Ultra Smartwatch Biggest Display BT Calling Wireless Charge Fitness A249,,Square,"Orange, Multicolor",Fabric,Free Size,Yes,Yes,Watchphone,,Men & Women,Android & iOS,"Orange, Multicolor",,"Accelerometer, Gyroscope, Proximity Sensor",,,,,3 Days,,,No,Yes,,,,,380*380 pixel,44 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXOVICT T800 Ultra Pro Edition smart watch with WiFi G...,₹699,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/w/1/34-s-t-800ultra-android-ios-best-boost-yes-original-imah4f3qygejaphg.jpeg?q=70,https://www.flipkart.com/texovict-t800-ultra-pro-smart-watch-wifi-gps-sim-card-5g-smartwatch/p/itm96dfbaa9ec7e2?pid=SMWH35UDKUFTTHH2&lid=LSTSMWH35UDKUFTTHH20A3VQE&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_105&otracker=search&fm=organic&iid=418120d1-539e-4287-9880-4e00d449aecf.SMWH35UDKUFTTHH2.SEARCH&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,1,S T800-8,T800 Ultra Pro Edition smart watch with WiFi GPS SIM card 5G ultra watch,Black,Square,Black,Silicone,Free Size,No,Yes,Watchphone,Aluminium,Men & Women,Android & iOS,Black,Clip on,"Accelerometer, Gyroscope, Proximity Sensor",Mobile,"All Calendar Reminder, Missed Call Notification","Ringer, Vibration",40 min,2 year,Yes,Wireless,Yes,Yes,Yes,Yes,20 m,All,320X320 pixel,34 mm,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,All,Yes,NA,NA,NA,NA,1 Months,50 m,50 m,48 hr,Lithium,72 hr,cancellation,Mobile,768 MB,Dual core,SW60,800,256 MB,1 GB,Yes,Yes,2.1,Hiwatch Pro,Bluetooth,Ultra HD,NA,0.1 MP,NA,Yes,Raise to wake,Yes,Sleep Tracking,Yes,Yes,English,3,Barometer,cancellation,MP3,NA,AVI,80 dB,HD,HD,NA,44 mm,44 mm,14 mm,49 mm,100 g,cancellation,1 Months,
Clonezo PLUS_D20 MULTI FACES FITNESS TRACKER smart watc...,₹417,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/t/s/41-cldsw20-60-android-ios-clonezo-yes-original-imagsghxqdr4qkc5.jpeg?q=70,https://www.flipkart.com/clonezo-plus-d20-multi-faces-fitness-tracker-smart-watchs-boys-smartwatch/p/itm1ec8b8b8e8cd3?pid=SMWGSGHXXFZEMRYQ&lid=LSTSMWGSGHXXFZEMRYQT3IYDX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_109&otracker=search&fm=organic&iid=418120d1-539e-4287-9880-4e00d449aecf.SMWGSGHXXFZEMRYQ.SEARCH&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,"1 Smart band,1 User manual, 1 Charging Cord",CLDSW20-60,PLUS_D20 MULTI FACES FITNESS TRACKER smart watchs for boys,BLACK,Square,Black,Silicone,FREE SIZE,Yes,Yes,Fitness & Outdoor,Plastic,Men & Women,Android & iOS,Black,,Fingerprint,,,,,1 Day,Yes,,Yes,Yes,,,,,480 pixel,41 MM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,10 m,,,Lithium,,,,,,,,,,No,,4.1,,,OLED,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,
"PunnkFunnk EVO VISTA 1.39"" AMOLED Display, Fitness, Hea...","₹1,489",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/8/h/b/39-evo-vista-metal-golden-android-punnkfunnk-yes-original-imah8s5ch2byknx8.jpeg?q=70,https://www.flipkart.com/punnkfunnk-evo-vista-1-39-amoled-display-fitness-health-monitoring-music-notification-smartwatch/p/itm3cbbb06e08b38?pid=SMWH6KATWQ8EDHJT&lid=LSTSMWH6KATWQ8EDHJTNNQZ7V&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_113&otracker=search&fm=organic&iid=418120d1-539e-4287-9880-4e00d449aecf.SMWH6KATWQ8EDHJT.SEARCH&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,1 Smartwatch,Evo-vista-Metal-Golden,"EVO VISTA 1.39"" AMOLED Display, Fitness, Health Monitoring, Music & Notification",Golden,Round,Gold,Silicone,Regular Size,Yes,Yes,"Fitness & Outdoor, Health & Medical, Notifier, Safety & Security, Watchphone",HD Display,Men & Women,Android,Metal Gold,Magnetic Clip,Proximity Sensor,Android 5.0 and above; iOS 9.0 and above; support for Bluetooth 4.0| All smartphone,"Call Reminder, Call Notification, SMS, Whatsapp",Vibrarte,120 min,5 Days,Yes,Wireless Charging,Yes,Yes,Yes,Yes,10 m,"Mute call, Take Call, Reject Call",400 x 400 pixel,39 mm,Yes,Yes,Yes,Yes,"Get instant access to the current date, time, and day of the week on the main screen.",Yes,Yes,Yes,Yes,"Change Music, Answer Call",Yes,3 Month of Warranty,Contact -bellstartrading2012@gmail.com,Manufacturing Defects,Physical Damage,3 Months,67 m,100 m,10 hr,Lithium Polymer,72 hr,Multi-function Display,Android & iOS,1 GB,,Snapdragon,,1 GB,,No,No,V5.0,Wear Fit Pro,Smart Notifications,AMOLED,yes,,Operate your phone Camera with your Smartwatch,Yes,,Yes,"Heart Rate Monitoring, Step Counting",Yes,No,English & More,2,Bluetooth Connectivity: Syncs with smartphones via Bluetooth,,Mp3,NA,Mp3,100 dB,,,Musci controlhealth and fitnessMake call and received call,54 mm,41 mm,15 mm,,50 g,Standard,0 Months,
Noise Colorfit Icon 2 1.8'' Display with Bluetooth Call...,"₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/v/r/-original-imah76jcgq3y3srt.jpeg?q=70,https://www.flipkart.com/noise-colorfit-icon-2-1-8-display-bluetooth-calling-ai-voice-assistant-smartwatch/p/itm4972b80df3e9f?pid=SMWGEH7V3NRGVPQ9&lid=LSTSMWGEH7V3NRGVPQ9NF6ZOC&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_3_117&otracker=search&fm=organic&iid=en_UQNgDvGC7gw3A-P8T67Y4WaoRMe4-QXPT5NeoyBWCGEg1YFtDJ3uDw341EOi5bG2kq_AP3yy2sRFiYYh5EHoR2Vkv0XZFiOX7bbXdlao_f8%3D&ppt=None&ppn=None&ssid=q4wx12utn40000001738368923166&qH=87968ec020b2016b,2025-02-01 01:15:26,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-std-gld_blk,"Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant",Gold,Rectangle,Black,Silicone,Regular,Yes,Yes,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Glossy Black,Buckle,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",Vibration,,Upto 7 days,Yes,Magnetic Charger,Yes,Yes,Yes,Yes,10 m,"Reject Calls, Take Calls, Speed Dial",240 x 286 pixel,1.8 inch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Change Music, Answer Calls",Yes,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹699,3.8,Data not available,Image not available,URL not available,2025-02-01 01:15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/u/s/-original-imah8xv5bjyppg6q.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm41b5b7a847d77?pid=SMWH6PTYSTM6EEWP&lid=LSTSMWH6PTYSTM6EEWPDGY9ZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_4_121&otracker=search&fm=organic&iid=en__dryXWJFxIwvkMaNMtMLkorIS2ZuhFPzQDNVRrNmxYh0PzKn7MTTs3CAF14bpkLwRNtcHuQi7-UvglZ2KXretPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kwyc9ti8340000001738368979162&qH=87968ec020b2016b,2025-02-01 01:16:28,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Multicolour,Square,Silver,Stainless steel,Free Size,Yes,Yes,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,,"Real Heart rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,150 min,Upto 5 days,Yes,Magnetic Charging Cable,Yes,Yes,No,No,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",240x296 Pixel,2 inch,No,Yes,Yes,Yes,Date and Time,No,Yes,1 Speaker,Yes,Wrist to Screen Wake,Yes,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,1 m,,,Lithium Polymer,480 hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",,,,,,,,,No,v5.2,,,HD,,,,Yes,1000 Nits High Brightness,No,120+ Workout modes,No,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",,,,,,,,,48 mm,11 mm,39 mm,,50 g,,,
