title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Sensor,Compatible Device,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Stand By Time,Other Features,Call Function,Bluetooth,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Display Type,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Gesture Control,Voice Control,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Closure,Wi-Fi,Third Party App Support,Other Connectivity Features,Other Camera Features,Audio Features,Diameter,Maximum Operating Altitude,Talk time,Operating System,RAM,Internal Memory,Flash,Speaker Volume,International Warranty,Other Multimedia Features,Number of Cores,Supported Audio Format,Other Dimensions,Processor Name,Processor Speed,Compatible Operating System,Video Features,Supported Video Format,HD Recording,HD Playback,Primary Camera,Expandable Memory
Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display...,"₹1,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/b/e/-original-imahyz5wgsmcdca4.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-calling-pro-plus-46-5mm-1-83-display-bluetooth-calling-ai-voice-smartwatch/p/itm40cdb95cf283b?pid=SMWGGZ74YP5VGYEN&lid=LSTSMWGGZ74YP5VGYENMZOMUJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_369&otracker=search&fm=organic&iid=f3d8aa25-e7e3-4081-b18b-ef9326bf0b00.SMWGGZ74YP5VGYEN.SEARCH&ppt=None&ppn=None&ssid=980ikeh8z40000001738686763508&qH=87968ec020b2016b,2/5/2025 17:28,"1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card",BSW039,"Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice",Pink,Square,Pink,Silicone,Free Size,Yes,Yes,1 m,Fitness & Outdoor,,Women,Android & iOS,Pink,"Bluetooth Calling, SpO2, Heart Rate Sensor HRS3600, Accelerometer 3-Axis Sens, Barometer, Pedometer SC7A20",Android 5.0 & IOS 9.0 and Above,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibration & Ringer,Lithium Ion,120 minutes,Upto 5 Days,Yes,USB Cable With Metalic Charging Points - 2 Pin Magnetic Cable,,,Yes,Yes,No,,v5.0,,10 m,"Bluetooth Calling function, Dial Pad, Contacts, Call History, Recent Calls",240 x 286 Pixel,1.83 inch,IPS LCD,No,Yes,,,Yes,Yes,No,Pedometer with SC7A,Date and Time,No,No,Yes,Yes,English,1,• Buetooth Calling s,Yes,Yes,,No,46 mm,36.5 mm,8.5 mm,40 g,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defects,Physical & Water Damage,1 Year,Buckle,No,Limited Support,,,,,,,,,,,,,,,,,,,,,,,,,
Fastrack Revoltt Pro-1.97'' Super AMOLED Display|AOD|Wo...,"₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/2/m/-original-imah4nbwyp86pvfz.jpeg?q=70,https://www.flipkart.com/fastrack-revoltt-pro-1-97-super-amoled-display-aod-working-crown-bt-calling-fast-charge-smartwatch/p/itmc40e5a8e02685?pid=SMWH32R2VHEMQJBD&lid=LSTSMWH32R2VHEMQJBDHCFOXT&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_373&otracker=search&fm=organic&iid=f3d8aa25-e7e3-4081-b18b-ef9326bf0b00.SMWH32R2VHEMQJBD.SEARCH&ppt=None&ppn=None&ssid=980ikeh8z40000001738686763508&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",38151PP03,Revoltt Pro-1.97'' Super AMOLED Display|AOD|Working Crown|BT Calling|Fast Charge,,Square,Green,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Green,Heart Rate & SpO2,,"Call Notifications, Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifications, Other App Notification",Ring and Vibration,Lithium Polymer,120 min,Upto 5 Days,Yes,Pogo Pin Charging Cable,,"1.97"" AMOLED Display with 390 x 450 Pixel Resolution, Functional Crown, SingleSync BT Calling, AI Voice Assistant, 100+ Sports Modes and Watchfaces, Upto 5 Day Battery, In-bulit Games, IP68",Yes,Yes,No,No,v5.4,,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications, Quick Replies (Android)",390 x 450 Pixels,50 mm,AMOLED,Yes,Yes,,Yes,Yes,Yes,No,"24x7 HRM, Auto Stress, SpO2, Sleep Tracker, Women's Health, Activity Tracker, Breathe Exercise, 100+ Multisports",Yes,No,Yes,Yes,No,English,1,"Functional Crown, Calendar with Event Reminder, AI Voice Assistant, 100+ Sports Modes, Multiple Menu Styles, In-built Games, Stress Monitor, Alarm, Stopwatch, Timer, 100+ Watchfaces",Yes,Yes,No,Yes,39.4 mm,46.6 mm,13 mm,46 g,1 Year Limited Warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,1 Year,Buckle,No,,,Camera Control,Music Control,,,,,,,,,,Music Control,,,,,,,,,,,,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/f/b/-original-imah8mtvdugzm4yd.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itmfb17bcbb4e204?pid=SMWGMHUGERGB5YXD&lid=LSTSMWGMHUGERGB5YXD5XBFU7&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_377&otracker=search&fm=organic&iid=en_9UNdry7Sc0fGHx5MI1LpIRn7_Mm7amHIvjTjBaLbnvfEYbUVyQa2me_1HXgbOJNErPmg1gHaI4GqhjUtBZ1kxA%3D%3D&ppt=None&ppn=None&ssid=980ikeh8z40000001738686763508&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",,Rectangle,Beige,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Women,Android & iOS,Beige,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails",Vibrate,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,288 Hr,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",Yes,Yes,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",240 x 280 Pixels,1.69 Inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,60 Workout Modes,Date and Time,No,No,Yes,No,English,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Trail 2.01"" 3D Curved HD Display, Working Crown, ...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/v/l/-original-imahyxqdw9baxj7h.jpeg?q=70,https://www.flipkart.com/boult-trail-2-01-3d-curved-hd-display-working-crown-190-watch-faces-health-track-smartwatch/p/itm54546185fe74b?pid=SMWHYJMVCWNEYX9F&lid=LSTSMWHYJMVCWNEYX9FD1E5AM&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_381&otracker=search&fm=organic&iid=en_9UNdry7Sc0fGHx5MI1LpIRn7_Mm7amHIvjTjBaLbnvdSt-JfpnKOx2-6F8WK9Fg_jTzWSV5M6H1sacjg8mRs1w%3D%3D&ppt=None&ppn=None&ssid=980ikeh8z40000001738686763508&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Warranty Card, User Manual",Trail,"Trail 2.01"" 3D Curved HD Display, Working Crown, 190+ Watch Faces, Health Track",,Square,Black,Stainless steel,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Metal Black,"Real Heart Rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Polymer,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,"World Clock, Remote Camera, 190+ Watch Faces with Custom Watch Faces, 2.01 inch Display, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calories Count",Yes,Yes,No,No,v5.3,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 296 Pixel,51.054 mm,IPS HD,Yes,No,"3D Curved Glass, IPS Screen",Yes,Yes,Yes,No,120+ Workout Modes,Date and Time,No,No,Yes,No,English (Default),1,"Bluetooth Calling, 2.01inch with 240 x 296 Display Resolution, Working Crown, Complete Health Monitoring, Female Cycle Tracker, 190+ Cloud Watch Faces with Custom Watch Face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice Assistance, Weather Details, Find My Phone, Remote Camera Option, Other Functions : Alarm Clock, Stopwatch, Timer, DND, Flashlight & More",Yes,Yes,Raise to Wake,Yes,38.1 mm,48.1 mm,12.9 mm,49.5 g,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire-Boltt Brillia 51.3mm (2.05 inch) Largest AMOLED Di...,"₹1,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/o/k/-original-imah89cu8ztyxcxe.jpeg?q=70,https://www.flipkart.com/fire-boltt-brillia-51-3mm-2-05-inch-largest-amoled-display-bluetooth-calling-ai-assistant-smartwatch/p/itm58f27c91323e2?pid=SMWHFHUHGFYGYYVF&lid=LSTSMWHFHUHGFYGYYVFQB9K89&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_385&otracker=search&fm=organic&iid=f3d8aa25-e7e3-4081-b18b-ef9326bf0b00.SMWHFHUHGFYGYYVF.SEARCH&ppt=None&ppn=None&ssid=980ikeh8z40000001738686763508&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW215,"Brillia 51.3mm (2.05 inch) Largest AMOLED Display,Bluetooth Calling AI Assistant",Blue,Square,Blue,Silicone,Free Size,Yes,Yes,1 m,Fitness & Outdoor,,Men & Women,Android & iOS,Blue,"Sedentary Alert, Blood pressure /Oxygen, Sport Modes, Sleep Monitoring, 3-Axis Sensor, SC7A20",All Android & iOs compatible devices,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibrate,Lithium Ion,180 min,Without Bluetooth Calling Function 6 Days With Bluetooth Calling Function 2 Days | 15 Days Standby Mode,Yes,USB Cable,720 Hrs,,Yes,Yes,No,,v5.2,No,10 m,"Reject Calls, Take Calls",240 x 296 Pixel,51.308 mm,AMOLED,No,Yes,,Yes,Yes,Yes,,,,No,No,Yes,No,,2,,,Yes,,Yes,39 mm,9.6 mm,9.6 mm,60 g,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,Physical & Water Damage,1 Year,Buckle,No,,,,,,,,,,,,,,,,,,,,Android & iOS,,,,,,
"REDMI Watch 5 Active BT Calling 3 mic,2""HD Screen,18 da...","₹2,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/4/i/-original-imah4fzsmnzqhbh9.jpeg?q=70,https://www.flipkart.com/redmi-watch-5-active-bt-calling-3-mic-2-hd-screen-18-days-battery-hyperos-metal-body-smartwatch/p/itm3d1110790f515?pid=SMWH3Q9Z4HGZUF5G&lid=LSTSMWH3Q9Z4HGZUF5GOSXGGX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_389&otracker=search&fm=organic&iid=f3d8aa25-e7e3-4081-b18b-ef9326bf0b00.SMWH3Q9Z4HGZUF5G.SEARCH&ppt=None&ppn=None&ssid=980ikeh8z40000001738686763508&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Strap, Magnetic Charging Cable, User Manual",M2351W1,"Watch 5 Active BT Calling 3 mic,2""HD Screen,18 days battery,HyperOS,Metal body",,Square,Silver,Silicone,Free Size,Yes,Yes,50 m,Fitness & Outdoor,Zinc Alloy Metal,Men & Women,Android & iOS,Active Matte Silver,"Heart Rate Monitor, Proximity Sensor, Oximetry Sensor, Ambient Light Sensor, Accelerometer, Gyroscope, Barometric Pressure Sensor, Microphone, Magnetometer",All Android & iOS,Yes,"Vibration, Ring",Lithium Ion,120 min,Upto 18 Days,Yes,USB Cable,360 Hr,"5.08cm (2"") Large Dynamic Display (320 x 385), Bluetooth Calling with 3-Mic ENC for Clear Calls, First Smartwatch Powered by HyperOS, 140+ Workout Modes, Upto 18 Days of Battery Life - More than half a month, Hindi Language Support",Yes,Yes,No,Yes,v5.3,No,20 m,"Mute Call, Reject Call, Take Call, Speed Dial",320 x 385 Pixels,50.8 mm,LCD,Yes,Yes,HyperOS Backed Fluid UI,Yes,Yes,Yes,Yes,"General, Water Sports, Outdoor Activities, Training, Dance, Combat Sports, Ball Sports, Winter Sports, Recreational Sports, Card and Board Games",Yes,No,Yes,Yes,No,"English, Hindi",1,"Weather, Alarm, Reminder, Tasks",1,Yes,"Check the Weather, Set an Alarm, Remotely Control Your Home Smart Appliances",Yes,,,,,,,,,1 Year,Metal Clasp,No,Full Support,Alexa,,,,4000 m,5 Hr,"Android, iOS",,,,,,,,,,HyperOS,,,,,,,,
"Cult Active TR 1.52""HD Display,Stainless Steel Build,Wi...","₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/q/4/-original-imagygb2muhadumk.jpeg?q=70,https://www.flipkart.com/cult-active-tr-1-52-hd-display-stainless-steel-build-wireless-charging-bt-calling-smartwatch/p/itm2dca32d57fbd0?pid=SMWGXVSWZFEGTYGX&lid=LSTSMWGXVSWZFEGTYGXBAEL44&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_393&otracker=search&fm=organic&iid=f3d8aa25-e7e3-4081-b18b-ef9326bf0b00.SMWGXVSWZFEGTYGX.SEARCH&ppt=None&ppn=None&ssid=980ikeh8z40000001738686763508&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW10,"Active TR 1.52""HD Display,Stainless Steel Build,Wireless Charging, BT Calling",Silver,Round,Silver,Stainless steel,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Silver,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",Mobile Phones,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder","Vibration, Ringer",,120 min,Upto 7 Days,Yes,Magnetic Charger,,,Yes,Yes,No,,,No,10 m,"Reject Calls, Take Calls, Speed Dial, Save Contacts, Call History",360 x 360 Pixels,38.608 mm,HD,No,Yes,,Yes,Yes,Yes,,"Pedometer, Heart Rate Monitor, SpO2 (Blood Oxygen Monitor), Sleep Monitoring, Sedentary Reminders, 100 Sports Modes, Drink Water Reminder",Date & Time,Yes,No,Yes,,,,,Yes,Yes,,Yes,,,,,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,Physical & Water Damage,1 Year,,No,Limited Support,,,,,,,Android & iOS,,,,,,Enjoy Advanced Calling Feature With In-Built Mic & Speaker,,,,,,,,,,,,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Allo...","₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/e/d/-original-imagyu7946gxymfe.jpeg?q=70,https://www.flipkart.com/boult-crownr-pro-1-43-hd-amoled-bt-calling-zinc-alloy-frame-ip67-spo2-tracking-smartwatch/p/itm7ba6674fba3b4?pid=SMWGQ2R4BBCTHGPZ&lid=LSTSMWGQ2R4BBCTHGPZO3VPAL&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_10_397&otracker=search&fm=organic&iid=en_9UNdry7Sc0fGHx5MI1LpIRn7_Mm7amHIvjTjBaLbnvdrdxP8TQRVIEJimhWdgBxsmCR9Rb83TABDaVpF7ciQWEhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=980ikeh8z40000001738686763508&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Multicolour,Round,Silver,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Polymer,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.43inch 600 Nits High Brightness Display, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie's Count",Yes,Yes,No,No,v5.2,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",466 x 466 Pixels,36.32 mm,AMOLED,Yes,No,High Brightness,Yes,Yes,Yes,No,120+ Workout modes,Date and Time,No,No,Yes,No,English,2,"Bluetooth Calling, 1.43inch 600 Nits High Brightness with 466 x 466 display resolution & providing Always on display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",1 Speaker,Yes,Wrist Wake,Yes,47 mm,46 mm,13 mm,56.5 g,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹2,199",4,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_401&otracker=search&fm=organic&iid=en_z9hGK2tQ2FvCr3p7Dn7WUAgDdPOAlBaFUQfpqCpveIfuXSxwcnTKUke98vRLpvjMDkJiK0KAyVoBicHEcdhZWQ%3D%3D&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Multicolour,Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,600 Hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",Yes,Yes,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 280 Pixels,1.85 inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,100+ Workout Modes,Date and Time,No,No,Yes,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire-Boltt Talk Ultra 35.3mm (1.39) Round Color HD Disp...,"₹1,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/g/t/f/-original-imaghrejv9bptxgd.jpeg?q=70,https://www.flipkart.com/fire-boltt-talk-ultra-35-3mm-1-39-round-color-hd-display-bluetooth-calling-metal-body-smartwatch/p/itmfa67390c1f26f?pid=SMWGKVYJHWFGQ3Q6&lid=LSTSMWGKVYJHWFGQ3Q69FHHEV&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_11_405&otracker=search&fm=organic&iid=450ec44d-6734-4dda-8e86-11eef8c5c15f.SMWGKVYJHWFGQ3Q6.SEARCH&ppt=None&ppn=None&ssid=vp8oqdxo5s0000001738686792222&qH=87968ec020b2016b,2/5/2025 17:28,"1 Smartwatch, 1 Charging Cable, 1 Manual",BSW080,Talk Ultra 35.3mm (1.39) Round Color HD Display Bluetooth Calling & Metal Body,Gold,Round,Pink,Silicone,Regular,Yes,Yes,1 m,Fitness & Outdoor,,Women,Android & iOS,Pink,"Bluetooth Calling, Voice Assistance, Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously Accelerometer, Barometer, Gyro Sensor, Light Sensor.",,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Ring (Only in Bluetooth Calling Mode) and Vibration,Lithium Ion,120 min,Upto 7 Days,Yes,USB Cable With Metalic Charging Points | Charging clip mode,,,Yes,Yes,,No,v5.0,No,10 m,,240 x 240 Pixels,1.39 inch,LCD,No,Yes,,Yes,Yes,Yes,No,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking, Step Count, Calorie Count, Distance Measurement, 123 Sports Mode (Outdoor Run, Indoor Run, Climb, Cycling, Walking, Spinning, Yoga, Basketball, Football, Badminton, Free Training)",Date & Time,No,No,Yes,Yes,English,2,"1. Fire-Boltt Talk Ultra Bluetooth Calling Smartwatch with Metal Body
2.Supports Bluetooth Calling : Make seamless calls through the watch with bluetooth calling function
3.Large Round Display : 1.39 inch screen with High Resolution of 240 x 240 Pixels.
4. InBuilt Voice Assistance
5.360 Health Control : Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously
6. 123 Sports Modes - Enjoy each trek or boating or climbing with Talk Ultra, track all your sports activity on this smart watch
7.Music Player : Control your phone music playing and play the music on the watch with 0916 shrapnel independent speaker 
8.Enjoy seamless calling and talking through the watch with latest microphone 4015MIC
9.Contact Sync : Sync favourite contacts on your watch via your the app
10.Call Logs : Check missed calls and answered calls on the watch
11.Pedometer : Multiple sports modes selection, steps, calorie, distance record
12.Sedentary Reminders : Time to work out, change the unhealthy mode of life
13.Other Functions : Alarm clock, Stopwatch, Timer, Low Power Mode, DND, Flashlight & more.",Yes,Yes,Wrist Wake Function,Yes,46.6 mm,50.6 mm,10.4 mm,80 g,,,,,,Buckle,No,,"Compatible OS Android 4.4 or above , iOS 8.0 or above
Bluetooth Version:BT 5.0 or above",,,35.3 mm,,,,,,,,,,,,,,,,,,,,,
