Category,Title,Price,Case Size,Battery Capacity,Brand,Model,Operating System,Storage Capacity,Collection Date
Smart Watches,Fitness Tracker Smart Watch Bracelet Wristband Fitbit Style Activity Monitor NEW,$19.99/ea,N/A,N/A,Unbranded,Smart Watch,N/A,N/A,2025-01-28 17:23:52
Smart Watches,Apple Watch Series 9 45mm GPS + WiFi + Bluetooth Aluminum Case - Good,US $219.99/ea,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:23:33
Smart Watches,Smart Watch Sport Fitness Tracker Bluetooth Bracelet Message Call Reminder,$27.25,None,N/A,Unbranded,Smart Watch,N/A,N/A,2025-01-28 17:24:46
Smart Watches,ET550 Smartwatch 1.92inch Screen Heart Rate & Sleep Waterproof Bracelet,$41.20/ea,See description,N/A,Unbranded,See description,N/A,N/A,2025-01-28 17:24:47
Smart Watches,Samsung Galaxy Watch5 40mm R900N GPS - Good,$69.99,40mm,N/A,Samsung,Galaxy Watch5,Wear OS,16GB,2025-01-28 17:24:00
Smart Watches,Xiaomi Smart Band 9 Pro Global Version AMOLED 21 days Battery Life Sleep Monitor,US $82.95,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:23:32
Smart Watches,Waterproof Kids Smart Watch Anti-lost Safe GPS Tracker SOS Call A3GS,$10.36,8.5 * 8.5 * 6.3cm,N/A,Unbranded/Generic,electronic,N/A,N/A,2025-01-28 17:23:24
Smart Watches,Air Pump Blood Pressure Monitor Medical Grade Smartwatch Heart Rate Monitor,$102.50,18 mm,N/A,Unbranded,Smart Bracelet,N/A,N/A,2025-01-28 17:23:11
Smart Watches,Samsung Galaxy Watch6 40mm R930N GPS - Excellent,$111.99,40mm,N/A,Samsung,Galaxy Watch6,Wear OS,16GB,2025-01-28 17:23:09
Smart Watches,Google - Pixel Watch 3 - Smartwatch - LTE - Very Good,$249.99,N/A,N/A,Google,Google Pixel Watch,N/A,N/A,2025-01-28 17:23:56
Smart Watches,Verizon Care Smart Watch Black - New,$29.99,N/A,N/A,Verizon,Verizon Care Smart,N/A,N/A,2025-01-28 17:23:16
Smart Watches,Samsung Galaxy Active 2 Smartwatch 40mm Pink Gold - SM-R830NZDAXAR,$34.99,40 mm,N/A,Samsung,Samsung Galaxy Watch Active 2,Tizen,4 GB,2025-01-28 17:24:21
Smart Watches,made to look new Amazfit GTS 2 mini Smartwatch Women Multiple Sports Health Moni,US $29.99,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:24:05
Smart Watches,"Triacle TRILEGA1BK Smartwatch Black Used, Not Tested",$5.50,n/a,N/A,Triacle,TRIARENA1BK,n/a,N/A,2025-01-28 17:24:31
Smart Watches,Honor Band 9 NFC 1.57'' AMOLED Bluetooth Sport Bracelet Smartband Health Monitor,US $41.79,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:24:19
Smart Watches,Samsung Galaxy Gear S SM-R750 Curved Super AMOLED Smart Watch -Universal strap,US $99.95,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-28 17:23:34
Smart Watches,Garmin Vivoactive 4 Smartwatch Gps All Colors 0GB - Very Good,$99.00,45 mm,N/A,Garmin,Garmin Vivoactive 4,Android Wear,N/A,2025-01-28 17:23:13
Smart Watches,"TOZO 5 Smart Watch Answer/Make Call 1.43"" AMOLED 100+ Modes Sport Fitness Watch",$59.99,46 mm,N/A,TOZO,S5,N/A,N/A,2025-01-28 17:24:06
