Title,Price,Brand,Memory Size,Memory Type,Chipset/GPU Model,Connectors,Collection Date
GALAX galax geforce rtx 4070 d6 1click 2x xtreme tuner app control,764,GALAX,1,GDDR5,GeForce RTX  4070,VGA; DVI; HDMI,1/29/2025 22:26
EVGA GeForce RTX 3060,687.5,EVGA,1,GDDR5,GeForce RTX 3060,VGA; DVI; HDMI,1/29/2025 22:26
hd 7670 gaming 128bit computer pc gaming,69.9,EVGA,8,‎GDDR6,GeForce RTX 3060,VGA; DVI; HDMI,1/29/2025 22:26
visiontek radeon 6350 ddr3 i,81.5,EVGA,8,‎GDDR6,GeForce RTX 3060,DVI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3090 trinity 384bit 195 gbps 40,2245.2,ZOTAC,8,‎GDDR6,GeForce RTX  3090,DVI,1/29/2025 22:26
ZOTAC GeForce RTX 3060,497.5,ZOTAC,12,GDDR6,GeForce RTX 3060,DisplayPort; HDMI,1/29/2025 22:26
NVIDIA dell 38xnm nvidia quadro 4000 400 mhz pcie,189.7,NVIDIA,2,GDDR5,GeForce RTX 3060,DisplayPort; HDMI,1/29/2025 22:26
NVIDIA GeForce RTX 4060,852.3,NVIDIA,8,GDDR6,GeForce RTX 4060,DisplayPort; HDMI,1/29/2025 22:26
ASUS GeForce GTX 960,278.9,ASUS,2,GDDR6,GeForce GTX 960,DisplayPort,1/29/2025 22:26
ASUS asus tuf rtx 4090 40 384bit gdrr6x 21a dp,3783.7,ASUS,24,GDDR6,GeForce GTX 960,HDMI,1/29/2025 22:26
GeForce RTX 4070,1836.5,ASUS,24,GDDR6,GeForce RTX 4070,HDMI,1/29/2025 22:26
GeForce RTX 4070,1566.8,ASUS,11,GDDR5,GeForce RTX 4070,DisplayPort 1.4; HDMI 2.0b,1/29/2025 22:26
yeston radeon rx 550 1183mhz 512processors cards pciexpress 30,181.9,ASUS,11,GDDR5,GeForce RTX 4070,DisplayPort 1.4; HDMI 2.0b,1/29/2025 22:26
geforce gtx 750 ti d low profile,128.6,ASUS,11,GDDR5,GeForce RTX 4070,DisplayPort 1.4; HDMI 2.0b,1/29/2025 22:26
qthree gt 730 64bit ddr3 2x dpcomputer cards for,128.6,ASUS,11,GDDR5,GeForce RTX 4070,DisplayPort 1.4; HDMI 2.0b,1/29/2025 22:26
EVGA GeForce RTX 2080,1480,EVGA,11,GDDR6,GeForce RTX 2080,DisplayPort; DVI; HDMI,1/29/2025 22:26
gtx 1050 for pc d computer,196.9,EVGA,4,GDDR5,GeForce RTX 2080,DisplayPort; DVI; HDMI,1/29/2025 22:27
NVIDIA,128.6,EVGA,8,GDDR5,NVIDIA,DisplayPort; DVI; HDMI,1/29/2025 22:26
NVIDIA,146.2,EVGA,8,GDDR5,NVIDIA,DisplayPort; DVI; HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3080 trinity lhr 384bit 19 gbps 40,1776.4,ZOTAC,8,GDDR5,NVIDIA,DisplayPort; DVI; HDMI,1/29/2025 22:26
rx590 with quiet cooling heat dissipation vr ready,220.8,ZOTAC,8,GDDR5,NVIDIA,DisplayPort; DVI; HDMI,1/29/2025 22:26
ashata gt610 discrete pc desktop 64 bit with,51.7,ZOTAC,1,GDDR5,NVIDIA,HDMI,1/29/2025 22:26
gtx550ti 128bit fan desktop computer discrete gaming,128,ZOTAC,8,GDDR5,NVIDIA,HDMI,1/29/2025 22:26
ASUS asus radeon rx 7600 evo edition 40 8 gb,381.4,ASUS,8,GDDR6,NVIDIA,HDMI,1/29/2025 22:26
EVGA GeForce RTX 2080,1167.1,EVGA,8,GDDR6,GeForce RTX 2080,VGA,1/29/2025 22:26
128bit ddr5 automatic recognition memory low noise,146.9,EVGA,4,GDDR6,GeForce RTX 2080,VGA,1/29/2025 22:26
ASUS GeForce GTX 1650,2243244.3,ASUS,4,GDDR5,GeForce GTX 1650,VGA,1/29/2025 22:26
ZOTAC GeForce RTX 3050,244.8,ZOTAC,6,GDDR6,GeForce RTX 3050,VGA,1/29/2025 22:26
PNY pny geforce rtx 4080 super xlr8 gaming verto epicx rgb fan,2053.9,PNY,16,GDDR6,GeForce RTX  4080,VGA,1/29/2025 22:26
dpofirs hd6770 128bit ddr5 pci 20 computer 650mhz core,74.3,PNY,1,GDDR6,GeForce RTX  4080,VGA,1/29/2025 22:26
PNY pny geforce rtx 4070 xlr8 gaming verto epicx rgb fan,948.5,PNY,12,GDDR6,GeForce RTX  4070,VGA,1/29/2025 22:26
PNY pny geforce rtx 3050 6gb verto fan,244.8,PNY,6,GDDR6,GeForce RTX  3050,VGA,1/29/2025 22:26
PNY pny geforce rtx 4070 verto fan dlss 3 192bit 40,1030.4,PNY,12,GDDR6,GeForce RTX  4070,VGA,1/29/2025 22:26
qthree radeon rx 560 xt 1792sp128 bitsdpgaming,142.3,PNY,8,GDDR5,GeForce RTX  4070,DVI;HDMI,1/29/2025 22:26
qthree radeon rx 560 xt 1792sp128 bitsdpgaming,142.3,PNY,8,GDDR5,GeForce RTX  4070,DVI;HDMI,1/29/2025 22:26
qthree radeon rx 560 xt 1792sp128 bitsdpgaming,142.3,PNY,8,GDDR5,GeForce RTX  4070,DVI;HDMI,1/29/2025 22:26
qthree radeon rx 560 xt 1792sp128 bitsdpgaming,142.3,PNY,8,GDDR5,GeForce RTX  4070,DVI;HDMI,1/29/2025 22:26
PNY pny geforce rtx 3080 ti xlr8 gaming revel epicx rgb fan,1934.1,PNY,12,GDDR5,GeForce RTX  3080,DVI;HDMI,1/29/2025 22:26
ASUS GeForce RTX 3050,237.9,ASUS,6,GDDR6,GeForce RTX 3050,DVI;HDMI,1/29/2025 22:26
AMD sapphire pure amd radeon rx 7700 xt gaming dp,677.2,AMD,12,GDDR6,AMD Radeon  RX 7700,HDMI,1/29/2025 22:26
ASUS asus geforce rtx 4070 super evo white edition 40 dlss,1046,ASUS,12,GDDR6,GeForce RTX  4070,HDMI,1/29/2025 22:26
ASUS asus tuf gaming geforce rtx 5080 gddr7 gaming 50,6642.2,ASUS,16,GDDR6,GeForce RTX   5080,HDMI,1/29/2025 22:26
PNY pny geforce rtx 3050 verto fan,415.4,PNY,8,GDDR5,GeForce RTX  3050,DisplayPort; HDMI,1/29/2025 22:26
pusokei rx 580 gaming x 580 256bit computer,177.6,PNY,8,GDDR5,GeForce RTX  3050,DisplayPort; HDMI,1/29/2025 22:26
ASUS GeForce RTX 3060,593.2,ASUS,8,GDDR5,GeForce RTX 3060,DisplayPort; HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce gtx 1630 4go black,651.3,ZOTAC,8,GDDR6,GeForce RTX 3060,DisplayPort; HDMI,1/29/2025 22:26
PNY pny geforce rtx 4060 ti verto fan dlss 3,714.4,PNY,8,GDDR6,GeForce RTX  4060,DisplayPort; HDMI,1/29/2025 22:26
EVGA GeForce GTX 1080,960.8,EVGA,11,GDDR5,GeForce GTX 1080,VGA,1/29/2025 22:26
GeForce RTX  4070,1404.4,EVGA,11,GDDR5,GeForce RTX  4070,VGA,1/29/2025 22:26
gowenic 610 64bit ddr3 pci x16 20 gaming,64.7,EVGA,1,GDDR5,GeForce RTX  4070,VGA,1/29/2025 22:26
EVGA GeForce RTX 3080,1904.9,EVGA,12,GDDR6,GeForce RTX 3080,VGA,1/29/2025 22:26
AMD amd radeon rx 6950 xt,1159.6,AMD,12,GDDR6,AMD Radeon  RX 6950,DVI,1/29/2025 22:26
EVGA GeForce RTX 3080,1848.9,EVGA,12,GDDR6,GeForce RTX 3080,DVI,1/29/2025 22:26
ZOTAC GeForce RTX 3080,1383,ZOTAC,10,GDDR6,GeForce RTX 3080,DVI,1/29/2025 22:26
GeForce GTX 1080,278.9,ZOTAC,8,GDDR5,GeForce GTX 1080,DVI,1/29/2025 22:26
hd7670 128 bit pci x16 21 1000mhz pc gaming,76083.6,ZOTAC,12,GDDR5,GeForce GTX 1080,DisplayPort; HDMI,1/29/2025 22:26
EVGA GeForce GTX 950,354.1,EVGA,12,GDDR5,GeForce GTX 950,DisplayPort; HDMI,1/29/2025 22:26
1060 6gb 192bit gaming fans cooling for gaming pc,265,EVGA,12,GDDR5,GeForce GTX 950,DisplayPort; HDMI,1/29/2025 22:26
1060 6gb 192bit gaming fans cooling for gaming pc,265,EVGA,12,GDDR5,GeForce GTX 950,DisplayPort; HDMI,1/29/2025 22:26
zotac rtx3060 twin edge 12g 21 3xdp 14a rtx 3060 twin edge,501.1,EVGA,8,GDDR5,GeForce GTX 950,DisplayPort; HDMI,1/29/2025 22:26
rx590 256bit vr ready fans for directx 12 for opengl,215.9,EVGA,8,GDDR5,GeForce GTX 950,DisplayPort; HDMI,1/29/2025 22:26
ZOTAC GeForce RTX 4060,606.9,ZOTAC,8,GDDR5,GeForce RTX 4060,DisplayPort; HDMI,1/29/2025 22:26
GeForce RTX 4080,2294.4,ZOTAC,8,GDDR5,GeForce RTX 4080,DisplayPort,1/29/2025 22:26
EVGA GeForce RTX 3080,1234,EVGA,8,GDDR5,GeForce RTX 3080,DisplayPort,1/29/2025 22:26
ZOTAC zotac geforce rtx 3070 ti amp holo 19 gbps 40 gaming,996.3,ZOTAC,8,GDDR5,GeForce RTX  3070,DisplayPort,1/29/2025 22:26
sapphire radeon 112650520g pulse rx 580 d dp,632.8,ZOTAC,8,GDDR5,GeForce RTX  3070,HDMI,1/29/2025 22:26
GeForce RTX 4070,1008,ZOTAC,12,GDDR6,GeForce RTX 4070,HDMI,1/29/2025 22:26
EVGA GeForce RTX 3080,1234,EVGA,12,GDDR6,GeForce RTX 3080,VGA,1/29/2025 22:26
ZOTAC GeForce RTX 4060,578.2,ZOTAC,8,GDDR6,GeForce RTX 4060,VGA,1/29/2025 22:26
GALAX galax geforce rtx 4070 super 1click 2x v2 xtreme tuner app control,852.8,GALAX,8,GDDR5,GeForce RTX  4070,DisplayPort,1/29/2025 22:26
rx64004gd6 ga 4g64bit memory 20392321mhz core frequency,294.9,GALAX,8,GDDR5,GeForce RTX  4070,DisplayPort,1/29/2025 22:26
1060 6gb 192bit gaming fans cooling for gaming pc,306.5,GALAX,6,GDDR5,GeForce RTX  4070,DisplayPort; HDMI,1/29/2025 22:26
PNY pny geforce rtx 3070 ti xlr8 gaming uprising epicx rgb fan,2004.4,PNY,8,GDDR5,GeForce RTX  3070,DisplayPort; HDMI,1/29/2025 22:26
gtx 750ti 128bit direct x12 640sp gaming pci,114.9,PNY,4,GDDR5,GeForce RTX  3070,DisplayPort; HDMI,1/29/2025 22:26
ASUS GeForce GTX 1080,1862,ASUS,16,GDDR5,GeForce GTX 1080,VGA; HDMI,1/29/2025 22:26
yeston radeon r7 350 6hdmi 800mhz 512processors pciexpress 30 16,209.2,ASUS,16,GDDR5,GeForce GTX 1080,VGA; HDMI,1/29/2025 22:26
EVGA GeForce GTX 1060,449.7,EVGA,16,GDDR5,GeForce GTX 1060,VGA; HDMI,1/29/2025 22:26
ZOTAC zotac gaming geforce rtx 3060 amp white edition 192bit 15 gbps,688.8,ZOTAC,16,GDDR5,GeForce RTX  3060,VGA; HDMI,1/29/2025 22:26
ASUS asus tuf gaming nvidia geforce rtx 4080 super edition gaming,2450.1,ASUS,16,GDDR5,GeForce RTX  4080,VGA; HDMI,1/29/2025 22:26
ASUS asus tuf gaming nvidia geforce rtx 4070 edition gaming 40,1083.7,ASUS,4,GDDR5,GeForce RTX  4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
PNY pny geforce rtx 4070 verto fan dlss 3 192bit 40,1022.3,PNY,4,GDDR5,GeForce RTX  4070,DisplayPort; DVI; HDMI,1/29/2025 22:26
AMD AMD Radeon RX 6600,1098.8,AMD,4,GDDR5,AMD Radeon RX 6600,DisplayPort; DVI; HDMI,1/29/2025 22:26
PNY pny geforce rtx 4080 super verto fan dlss 3,1889.9,PNY,16,GDDR5,GeForce RTX  4080,HDMI*2,1/29/2025 22:26
PNY pny geforce gtx 1650 verto fan,251.6,PNY,4,GDDR6,GeForce GTX  1650,HDMI*2,1/29/2025 22:26
EVGA GeForce GTX 1070,755.8,EVGA,8,GDDR5,GeForce GTX 1070,VGA,1/29/2025 22:26
EVGA GeForce RTX 3080,1234,EVGA,10,GDDR6,GeForce RTX 3080,VGA,1/29/2025 22:26
hp nvidia quadro k5000 gfx cards c2j95aa,543.3,EVGA,4,GDDR6,GeForce RTX 3080,VGA,1/29/2025 22:26
GeForce GT 730,95.8,EVGA,4,GDDR6,GeForce GT 730,VGA,1/29/2025 22:26
ZEBRONICS NVIDIA ZEB-GT610 2 GB DDR3 Graphics Card,56.2,ZEBRONICS,2,DDR3,ZEB-GT610,HDMI,1/29/2025 2:36
