title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Resolution,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Power Consumption,HDMI,VGA,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Touch Response Time,Speakers,Headphone Jack,Inbuilt Speaker,Series,Backlight,Processor,HD Standard,Display Screen Coating,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Microphone Jack,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Other Power Features,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,DVI,3D,Maximum 3D Refresh Rate,Operating Humidity Range,OSD Languages Supported,Audio Jacks,Part Number
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...","₹15,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/d/t/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzr5hfmbk28.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-80-cm-wall-mountable-slim-gaming-monitor-zeb-ac32fhd-led/p/itm502967395ff52?pid=MONGD4AZBPZ24JGH&lid=LSTMONGD4AZBPZ24JGHESEKQA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_132&otracker=search&otracker1=search&fm=organic&iid=en_Z9hT6Lg1DGM77fUOptCab52TcyGpRuuZH0qlVF4ogKo5e7pLKiBfxke8MUiLJvFErBcL1kQ40uCnT20wNltfNPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,ZEB-AC32FHD LED,Black,81.28 cm (32 inch) LED Display,VA Panel,1920x1080 pixels,Full HD,Monitor-1 unit,Curved,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",16:9,500000:1 (Dynamic),178° (2D),178° (2D),12 ms,300 nits (2D),0.3637 mm,50 W (Standby),Yes,,715 mm,515 mm,8 mm,5 kg,Three year carry into service center,Manufacturing defect,Any physical damage or accessories,3 Year,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...","₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/t/m/zeb-pixigo-a16-zeb-kpm-2-full-hd-15-6-2024-zeb-pixigo-a16-zeb-original-imah8mhubfkxh5eg.jpeg?q=70,https://www.flipkart.com/zebronics-39-62-cm-15-6-inch-full-hd-ips-panel-180-degree-adjustable-stand-16-9-aspect-ratio-300nits-brightness-16-7m-colors-dual-input-type-c-mini-hdmi-built-in-speakers-portable-monitor-zeb-pixigo-a16-zeb-kpm-2/p/itmc6a4627a657b1?pid=MONH7BV6AG8FMXD3&lid=LSTMONH7BV6AG8FMXD3IV2K5K&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_133&otracker=search&otracker1=search&fm=organic&iid=2f9cee36-43a3-4eba-a726-8af059d6d83c.MONH7BV6AG8FMXD3.SEARCH&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,(Zeb-Pixigo A16 (Zeb-KPM 2)),Black,39.62 cm (15.6 inch) LED Display,IPS Panel,1920 x1080 pixels,Full HD,"Monitor - 1unit, Mini HDMI Cable - 1unit, Type C DP Cable - 1unit, Power Adapter - 1unit, User Manual - 1unit",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,,,,25 ms,300 nits (2D),,,,,35.5 mm,22.2 mm,1.7 mm,0.804 kg,1 year carry into service center,Any manufacturing defect,Any physical damage or accessories,,25 ms,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG 71.12 cm (28 inch) 4K Ultra HD LED Backlit IPS Panel PIP/PIB Multi-Tasking, HDR Support, Eye C...","₹23,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/w/9/q/-original-imagtthfsvczbzef.jpeg?q=70,https://www.flipkart.com/samsung-71-12-cm-28-inch-4k-ultra-hd-led-backlit-ips-panel-pip-pib-multi-tasking-hdr-support-eye-comfort-bezel-less-monitor-lu28r550uqwxxl/p/itm2dc20ee0ce06e?pid=MONFYGGAZBPTJ3QP&lid=LSTMONFYGGAZBPTJ3QPZWX9IM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_134&otracker=search&otracker1=search&fm=organic&iid=2f9cee36-43a3-4eba-a726-8af059d6d83c.MONFYGGAZBPTJ3QP.SEARCH&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,LU28R550UQWXXL,Dark Blue Grey,71.12 cm (28 inch) LED Backlit Display,IPS Panel,3840 x 2160 pixels,4K Ultra HD,"1 Monitor, Warranty Card",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:09,,,,4 ms,300 nits (2D),,,Yes,No,638.8 mm,479.3 mm,250.5 mm,5.8 kg,3 Years Warranty,"Defect Arising Out of Faulty, Defective Material or Workmanship are Covered in Warranty","Warranty does not Cover Any External Accessories (Such as Battery, Cable, Carrying Bag), Damage Caused to the Product due to Improper Installation by Customer, Normal Wear and Tear to Magnetic Heads, Audio, Video, Laser Pick-ups and TV Picture Tubes, Panel, Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock, Any Damage Caused due to Tampering of the Product by An Unauthorised Agent, Liability for Loss of Data, Recorded Images or Business Opportunity Loss",3 Year,,,,,,LED Backlit Backlight,,,,,,,No,,,,,,,,AC 100 - 240 V,,,,,,,,,,,Simple,-2 to 20 Degree,,75.0 x 75.0 mm mm,,,,,,,,,,638.8 mm,374 mm,64 mm,5 kg,,,,,,,
"Acer NITRO 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (Nitro VG270 M3,SRGB 99%,HD...","₹14,858",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/o/b/6/nitro-vg270-m3-srgb-99-hdr-10-2xhdmi-1xdp-stereo-speakers-180-hz-original-imagxphvsfpycjzj.jpeg?q=70,https://www.flipkart.com/acer-nitro-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-nitro-vg270-m3-srgb-99-hdr-10-2xhdmi-1xdp-stereo-speakers-180-hz-refresh-rate/p/itm38067f990343f?pid=MONGXPHVQGVFXNKP&lid=LSTMONGXPHVQGVFXNKPJGPT8P&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_135&otracker=search&otracker1=search&fm=organic&iid=2f9cee36-43a3-4eba-a726-8af059d6d83c.MONGXPHVQGVFXNKP.SEARCH&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,"Nitro VG270 M3,SRGB 99%,HDR 10,2xHDMI, 1xDP ,Stereo Speakers 180 Hz Refresh Rate",Black,68.58 cm (27 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"Monitor, Stand, Power cord, Manual, HDMI Cable",Flat,,180 Hz (Analog),16:9,,178° (2D),178° (2D),0.5 ms,250 nits (2D),0.311 mm,,"Yes, 1 x HDMI 2.0 Port",No,614 mm,453 mm,240 mm,4.8 kg,3 Years,Manufacturing Defects,Physical Damages,3 Year,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,Yes,NITRO,LED Backlit Backlight,,,Matte,99% sRGB,,"The Full HD resolution (1920 x 1080) with IPS Panel ensures a sharp and smooth gameplay experience, even at the highest settings, Support HDR 10 format and SRGB 99%, having wide view angle of 178 Degrees with 250 nits Brightness., The incredible 180Hz refresh rate means that even when the action heats up, your gameplay will be smooth and lag-free, 0.5MS Response time for for blur free gaming., Enabling smooth gameplay, Eliminating screen tearing, Minimizing lag and latency I With FreeSync, the monitor’s frames are synced with the graphics card’s frames, which eliminates screen tearing and delivers very smooth gaming experiences., Technology incorporates several features like Bluelight Shield PRO, Flickerless, Low Dimming, Comfyview, Monitor is Eye Safe Certified.",No,,,,,2,,2,100-240 (50/60HZ),,Yes,0,Yes,,2 x HDMI (2.0) 1 x Display (1.2) Ports with Inbox HDMI Cable I Audio Out I Integrated 2W x 2 Stereo Speakers,0 - 40° C,,,,,-5 to 20 degree,,,,,,No,,Yes,,,,,,,,,No,,20 - 85 %,,Audio Out,
"Lenovo L-Series 60.96 cm (24 inch) Full HD LED Backlit VA Panel with 72% NTSC, HDMI 1.4, VGA, Tilt Sta...","₹8,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/2/o/-original-imagxq4wkr5p4dra.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-60-96-cm-24-inch-full-hd-led-backlit-va-panel-72-ntsc-hdmi-1-4-vga-tilt-stand-home-office-ultraslim-monitor-l24e-40/p/itmbc671c7af0c36?pid=MONGXF42PKVPGZ44&lid=LSTMONGXF42PKVPGZ4421KN6J&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_136&otracker=search&otracker1=search&fm=organic&iid=2f9cee36-43a3-4eba-a726-8af059d6d83c.MONGXF42PKVPGZ44.SEARCH&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,L24e-40,Cloud Grey,60.96 cm (24 inch) LED Display,VA Panel,,Full HD,"1 Monitor, HDMI Cable, Power Cable, Stand, User Guide",Flat,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,4 ms,250 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,No,,No,L-Series,LED Backlit Backlight,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,VESA,,,,,Yes,,,,,,,,,,,,,,
"DELL S Series 68.58 cm (27 inch) Full HD IPS Panel with 5-Years warranty, 99% sRGB, Low Blue Light tec...","₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/t/u/-original-imagysfvjzxaegke.jpeg?q=70,https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_137&otracker=search&otracker1=search&fm=organic&iid=en_Z9hT6Lg1DGM77fUOptCab52TcyGpRuuZH0qlVF4ogKqFEW_UvVeAC16A5wWbMolDus3O0i1cNdzf5BVj1lX0MvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,S2721HNM / S2721HN,Grey,68.58 cm (27 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, HDMI Cable",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,178° (2D),178° (2D),4 ms,300 nits (2D),0.3114 mm,,"Yes, 2 x HDMI 1.4 Port",,,,,6.5 kg,5 Years Warranty,Manufacturing Defects,Physical Damage,5 Year,,No,Yes,No,S Series,,,1080p,Anti Glare,,,,No,,,,,,,,,,,,,,Audio Line-out,,,,,,-5 - 21 Degrees,,100 x 100 mm,VESA,Yes,,No,,No,Yes,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,7.6 kg,,,,,,,
"Lenovo L-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB, 1xHDMI1.4, 1xVGA, Tilt...","₹12,349",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/l/j/l27i-4a-full-hd-24-2023-67bekac1in-lenovo-original-imah5r6xc4hcpcra.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-1xhdmi1-4-1xvga-tilt-able-stand-3wx2-inbuilt-speakers-customization-artery-smart-display-monitor-l27i-4a/p/itm74ff808e8b852?pid=MONH5P8F9G6BGPVT&lid=LSTMONH5P8F9G6BGPVTEKIQRG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_138&otracker=search&otracker1=search&fm=organic&iid=en_Z9hT6Lg1DGM77fUOptCab52TcyGpRuuZH0qlVF4ogKqZl4RC1kiEoJjSo_duD4KJgDdNlljBCSiE-xFhuVjxcw%3D%3D&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,L27i-4A,Cloud Grey,68.58 cm (27 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, HDMI Cable, Power Cable, Warranty Booklet, Quick Setup Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,1 ms,300 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Yes,,Yes,L-Series,LED Backlit Backlight,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG M5 81.28 cm (32 inch) Full HD LED Backlit VA Panel with embedded TV Apps, PC-less productivity...","₹19,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/l3vxbbk0/monitor/8/o/2/wifi-netflix-youtube-prime-video-and-apple-tv-streaming-original-imagewmgzmhuhkah.jpeg?q=70,https://www.flipkart.com/samsung-m5-81-28-cm-32-inch-full-hd-led-backlit-va-panel-embedded-tv-apps-pc-less-productivity-dex-office-365-google-duo-app-iot-hub-built-in-speakers-ultrawide-game-view-smart-monitor-ls32cm500ewxxl/p/itmf37a817093719?pid=MONGEWMGWFVXZTDX&lid=LSTMONGEWMGWFVXZTDXUOWFWF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_139&otracker=search&otracker1=search&fm=organic&iid=2f9cee36-43a3-4eba-a726-8af059d6d83c.MONGEWMGWFVXZTDX.SEARCH&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,LS32CM500EWXXL,Black,81.28 cm (32 inch) LED Display,VA Panel,,Full HD,"Man Product, Stand, Adopter, Power Cable, Warrenty Card",Flat,,"60 Hz (Analog), 60 Hz (Digital)",,16:9 (Dynamic),,,4 ms,250 nits (2D),,,,No,,,,,3 Years Comprehensive Warranty on Product,"Defect Arising Out of Faulty, Defective Material or Workmanship are Covered in Warranty","Warranty Does Not Cover Any External Accessories (Such as Battery, Cable, Carrying Bag), Damage Caused to the Product Due to Improper Installation by Customer, Normal Wear and Tear to Magnetic Heads, Audio, Video, Laser Pick-ups and TV Picture Tubes, Panel, Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock, Any Damage Caused Due to Tampering of the Product by an Unauthorized Agent, Liability for Loss of Data, Recorded Images or Business Opportunity Loss",,,,,,M5,LED Backlit Backlight,,,,Black,,,,,,,,,,,,,Yes,2 Type Port,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,"Audio In, Audio Out",
DELL P-Series 60.96 cm (24 inch) Full HD LED Backlit IPS Panel with Ports: 1XHDMI | 2XDP 1.4 | 1XRJ45 ...,"₹15,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/o/o/p2425he-full-hd-24-2024-xrtkk-dell-original-imahy79fstyzsbyu.jpeg?q=70,https://www.flipkart.com/dell-p-series-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-ports-1xhdmi-2xdp-1-4-1xrj45-2xusb-3-2-gen1-type-c-3xusb-type-a-height-adjustable-stand-monitor-p2425he/p/itme067b244349c6?pid=MONHY2M8GBZSHYXG&lid=LSTMONHY2M8GBZSHYXGVKXDVZ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_140&otracker=search&otracker1=search&fm=organic&iid=2f9cee36-43a3-4eba-a726-8af059d6d83c.MONHY2M8GBZSHYXG.SEARCH&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,P2425HE,Black,60.96 cm (24 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, Stand Riser and Base, Cable Tie, Quick Setup Guide, Safety/Environmental and Regulatory Information, User Manual, Warranty Card",Flat,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,5 ms,250 Nits (2D),,,"Yes, 1",,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,No,No,No,P-Series,LED Backlit Backlight,,1080p,,,,,No,,,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo L-Series 55.88 cm (22 inch) Full HD LED Backlit IPS Panel with 99% sRGB, HDMI 1.4, VGA, 2X3W Sp...","₹7,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/y/i/l22i-40-full-hd-22-2023-67aekacbin-lenovo-original-imagxhhwprz7bxwn.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-99-srgb-hdmi-1-4-vga-2x3w-speakers-tilt-stand-home-office-use-ultraslim-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGXF42N5QQZCXE&lid=LSTMONGXF42N5QQZCXEQ357OC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_141&otracker=search&otracker1=search&fm=organic&iid=en_Z9hT6Lg1DGM77fUOptCab52TcyGpRuuZH0qlVF4ogKr67vyq1y-t5WA-MTpKIS6z52EMOhTa-BuVCVWrLrO51qV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,L22i-40,Cloud Grey,55.88 cm (22 inch) LCD Display,IPS Panel,,Full HD,"1 Monitor, HDMI Cable, Power Cable, Stand, User Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,4 ms,250 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Yes,,Yes,L-Series,LED Backlit Backlight,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,VESA,,,,,Yes,,,,,,,,,,,,,,
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...","₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/6/l/zeb-igm-102-zeb-n27a-full-hd-27-2024-zeb-igm-102-zeb-n27a-original-imah4awzey4fz6ey.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-ips-panel-300-nits-brightness-hdr10-99-srgb-1-x-dp-hdmi-3-5mm-built-in-speakers-anti-glare-display-gaming-monitor-zeb-igm-102-zeb-n27a/p/itmc0b0a3e21eaf1?pid=MONH3NVHAD6T4FG7&lid=LSTMONH3NVHAD6T4FG7HJYBWE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_142&otracker=search&otracker1=search&fm=organic&iid=en_Z9hT6Lg1DGM77fUOptCab52TcyGpRuuZH0qlVF4ogKqtFDQYtiUGG5NSvhmgqNw-VZD3Wny6dL4sSwRo5ZswUA891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,"ZEB-IGM 102,ZEB-N27A",Black,68.58 cm (27 inch) LED Display,IPS Panel,1920x1080 pixels,Full HD,"Monitor - 1U, Base - 1U, Stem - 1U, HDMI Cable - 1U, User Manual - 1U, Power Adapter - 1U",Flat,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",16:9,"1000000:1, 1000000:1 (Dynamic)","178° (2D), 178° (3D)","178° (2D), 178° (3D)",1 ms,"300 nits (2D), 300 nits (3D)",0.3114 mm,"48 W (Operational), 48 W (Standby)",Yes,,616 mm,442 mm,160 mm,3.8 kg,3 Year Carry into service center,Any manufacturing defect,Any Physical damage or accessories,,1 ms,"Yes, with 48 W Power Output Per Speaker",Yes,Yes,,,,1080p,,,,,,,,,,,,48,,,Yes,,,,,,,,,,,,,,,,,,,,,,616 mm,365 mm,12 mm,3.14 kg,,No,180 Hz,,,,
"Acer HA0 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with EcoDisplay, Mercury Free, Flicker Fre...","₹7,497",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/5/k/-original-imahfkddtejkcwtu.jpeg?q=70,https://www.flipkart.com/acer-ha0-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-ecodisplay-mercury-free-flicker-bluelight-shield-amd-free-sync-compatible-2x2w-inbuilt-speakers-tilt-able-stand-ultra-thin-monitor-ha240y/p/itm282bb444c7942?pid=MONFBEG6RFZ4VSA6&lid=LSTMONFBEG6RFZ4VSA6YEJBGD&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_143&otracker=search&otracker1=search&fm=organic&iid=2f9cee36-43a3-4eba-a726-8af059d6d83c.MONFBEG6RFZ4VSA6.SEARCH&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,HA240Y,White,60.45 cm (23.8 inch) LED Backlit Display,IPS Panel,1920 x 1080 pixels,Full HD,"Power Cord, HDMI Cable, Stand, 1 Monitor, VGA Cable",Flat,16.7 M Colors,"120 Hz (Analog), 120 Hz (Digital)",16:09,100000000:1,178° (2D),178° (2D),1 ms,250 nits (2D),,"24 W (Operational), 0.45 W (Standby)","Yes, 1",Yes,53.98 cm,40.52 cm,18.56 cm,,3 Years on Site,Manufacturing Defects Only,Physical Damage,3 Year,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,Yes,HA0,LED Backlit Backlight,,,,,,,,,,,,2,,2,AC 100 - 240 V,Power Consumption Off: 0.4 W,,,,,,,,,,,-5 to 15,,100 x 100 mm,VESA,,,,,,,,"Ultra-thin Display with Zero Frame Form Factor, Blue Light Shield and Flicker-less Technology, Comfy View Display, Milky White Stand with Geometric Cutting, Acer Vision Care, Eco Display, 7.0 Star Energy Certification, Mercury Free, 60 Hz Refresh Rate, 6 bits, Hi-FRC, SPK, External Power Adapter",53.98 cm,32.3 cm,3.41 cm,,No,No,,,,,
"ViewSonic 68.58 cm (27 inch) 4K Ultra HD IPS Panel with HDR10, 10 bit Color Depth, 3 Side Bezel Less,1...","₹21,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/5/a/b/-original-imah45nfmgjzbfjt.jpeg?q=70,https://www.flipkart.com/viewsonic-68-58-cm-27-inch-4k-ultra-hd-ips-panel-hdr10-10-bit-color-depth-3-side-bezel-less-104-srgb-tilt-eye-protech-comfort-viewing-2-x-hdmi-display-port-monitor-va2762-4k/p/itm36be81c38c824?pid=MONGUYF3AGBZSMQG&lid=LSTMONGUYF3AGBZSMQGNBN0VR&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_6_144&otracker=search&otracker1=search&fm=organic&iid=2f9cee36-43a3-4eba-a726-8af059d6d83c.MONGUYF3AGBZSMQG.SEARCH&ppt=None&ppn=None&ssid=uavp24pwsg0000001738524177091&qH=08b5411f848a2581,2025-02-02 20:22:58,VA2762-4K,Black,68.58 cm (27 inch) LCD Display,IPS Panel,,4K Ultra HD,"1 Monitor, 3-Pin Plug, HDMI Cable, Quick Start Guide",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:09,,,,4 ms,250 nits (2D),,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:22:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:22:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,3.7,Data not available,https://rukminim2.flixcart.com/image/300/300/l12h1u80/monitor/e/y/a/vga-led-monitor-sxga-17-1-e-mo-ao2-enter-original-imagcq6a82tskvw2.jpeg?q=90,URL not available,2025-02-02 20:22:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:22:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:23:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
