title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Backup,Power Supply,Chipset,Expandable Memory,RAM Frequency,Cache,RPM,Number of Cores,Expandable SSD Capacity,Supported Operating System,Mic In,HDMI Port,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Ethernet,Security Chip,Backlit Keyboard,Included Software,Additional Features,Domestic Warranty,Pointer Device,Battery Cell,OS Architecture,System Architecture,Inbuilt 4G LTE,Memory Slots,NFC Support,Wireless WAN,Face Recognition,Lock Port,Laptop Bag,EMMC Storage Capacity,RJ45,Refresh Rate,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,Read/Write Speed,Antivirus,Recovery Options,Other Accessories,International Warranty,TGP,Color Gamut,Certification,HDD Capacity
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2223AU Thin and Light Laptop,"₹37,190",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/g/i/-original-imah4qscphqxayfm.jpeg?q=70,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2223au-thin-light-laptop/p/itm2f070129053ed?pid=COMGZ7FRUHRF8AA3&lid=LSTCOMGZ7FRUHRF8AA3NGLN14&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_215&otracker=search&fm=organic&iid=db35b2e3-3265-4283-a6f9-ca7370aea91a.COMGZ7FRUHRF8AA3.SEARCH&ppt=None&ppn=None&ssid=aqyrp8yeww0000001738684800350&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2223AU,7W474PA#ACJ,15s- eq2223AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5500U,2.1GHz upto 4.0GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate,",No,39.62 cm (15.6 inch),1920 x 1080 pixel,"FHD, micro-edge,anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Realtek RTL8821CE 802.11b/g/n/ac (2x2),v5.0,358 x 242 x 17.9,1.69 kg,Not Available,HP True Vision 720p HD Camera,,Full-size island-style Natural Silver keyboard with numeric keypad,1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,,,,,,8 MB,,6,,Windows 11 Home,,1 x HDMI 1.4b,,,,,,,No,,41 Wh Li-ion Battery,1 Year,,3 Cell,64 bit,64 Bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹62,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/e/h/-original-imah3acv4wgg29mh.jpeg?q=70,https://www.flipkart.com/msi-thin-15-intel-core-i7-12th-gen-12650h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-1693in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGZW37ZX66DBHF&lid=LSTCOMGZW37ZX66DBHFGOYMTM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_216&otracker=search&fm=organic&iid=db35b2e3-3265-4283-a6f9-ca7370aea91a.COMGZW37ZX66DBHF.SEARCH&ppt=None&ppn=None&ssid=aqyrp8yeww0000001738684800350&qH=312f91285e048e09,2/5/2025 16:51,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B12UCX-1693IN,9S7-16R831-1693,Thin 15 B12UCX-1693IN,Thin 15,Cosmos Grey,Gaming Laptop,Gaming,No,Intel,Core i7,12th Gen,Yes,1 TB,16 GB,DDR4,12650H,1.7 GHz upto Max Turbo Frequency4.7 GHz,NVIDIA GeForce RTX 2050,SSD,Windows 11 Home,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD , 144Hz 45%NTSC IPS-Level",2x 2W Speaker,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.86 Kg,Not Available,HD type (30fps@720p),No,Blue Backlit Gaming Keyboard,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,120W,,,,,,,,,Yes,1x HDMI (4K @ 30Hz),,,,,,,,,,,,3 cell,,,,,,,,,,,,144 Hz,GDDR6,4 GB,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,4.7,Data not available,https://rukminim2.flixcart.com/image/300/300/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=90,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 16:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,"₹32,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/n/v/inspiron-3520-thin-and-light-laptop-dell-original-imagm5skpnwgkmuu.jpeg?q=70,https://www.flipkart.com/dell-intel-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-inspiron-3520-thin-light-laptop/p/itmbb62f4fcc7145?pid=COMGHQ3ZMNFBHGUG&lid=LSTCOMGHQ3ZMNFBHGUGDPT7TK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_217&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGHQ3ZMNFBHGUG.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, battery, adapter, cables and user manuals",Inspiron 3520,D560869WIN9B,Inspiron 3520,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,12th Gen,Yes,256 GB,8 GB,DDR4,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,SSD,Windows 11 Home,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,,Yes,Intel Wi-Fi 6 2x2 (Gig+),v5.2,,1.65 Kg,Not Available,HD,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,Upto 7 hours,,,,,,,,,Windows 11 Home,Yes,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year,,,,
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,"₹43,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/6/l/a324-51-thin-and-light-laptop-acer-original-imah4bj4pd52cz3c.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm7dda0a4d1d62a?pid=COMHY24RJH2YXVPG&lid=LSTCOMHY24RJH2YXVPGTVAAXW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_218&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMHY24RJH2YXVPG.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-51,UN.343SI.001,A324-51,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,No,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,Max turbo frequency at 4.4 Ghz,Intel Integrated UHD,SSD,Windows 11 Home,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, LED-backlit TFT LCD",Two built-in stereo speakers,Yes,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,2M With Privacy Camera Shutter,No,84-key Acer keyboard layout with US language,1 Year Domestic Warranty,Onsite,Manufacturing Defects,Physical Damage,,65 W,,,,,,,,,,1x HDMI Port,,,,,,,No,,,,Touchpad,2 cell,64 bit,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹27,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=70,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38F5SNKCO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_219&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMH2TPSM9V7V38F.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-41,UN.31ZSI.004,AL15-41,Aspire Lite,Steel Grey,Thin and Light Laptop,Processing & Multitasking,No,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,5300U,Upto 3.85 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 (Type A), 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 2 (Type C)",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Yes,Yes,Wi-Fi 5,Yes,360.40 x 239.30 x 19.9 mm,1.59 Kg,Not Available,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording",,"100-/101-/104-key keyboard with independent numeric keypad, international language support",1 Year Carry-in Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Th...,"₹31,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/k/i/vivobook-go-14-laptop-asus-original-imagzmvfu8yzbcud.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk321ws-thin-light-laptop/p/itmc5f8cb8e52c33?pid=COMGSHS5YSKJ7GQP&lid=LSTCOMGSHS5YSKJ7GQPGSQMIS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_220&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGSHS5YSKJ7GQP.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adapter, User Guide",E1404FA-NK321WS,90NB0ZS1-M00920,E1404FA-NK321WS,Vivobook Go 14,Silver,Thin and Light Laptop,Everyday Use,Yes,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7320U,Base Frequency 2.4 GHz Upto Max Turbo Frequency at 4.1 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type A, 1 x USB 3.2 Gen 1 Type A, 1 x USB 3.2 Gen 1 Type C",No,35.81 cm (14.1 inch),1920 x 1080 Pixels,"Full HD, Anti Glare Display, Aspect Ratio: 16:9, Refresh Rate: 60 Hz, 250nits Brightness",Built-in Speaker,Yes,Wi-Fi 6E (802.11 ax) (Dual Band) 1 x 1,v5.3,324.5 x 213.9 x 17.9 mm,1.38 kg,Not Available,720p HD Camera With Privacy Shutter,,Chiclet Keyboard with Numberpad Support,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Any Type Of Damage,Upto 6 Hours,"45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz Universal",,,5500 MHz,4 MB,,4,,Windows 11,Yes,1 x HDMI 1.4,,M.2 NVMe PCIe,Sonic Master,Sonic Master,,,,,"42WHrs, 3S1P",1 Year,Multi-Gesture Touchpad,3 Cell,64 bit,,,,,Wi-Fi 6E (802.11ax) (Dual Band) 1 x 1,,,No,,,,,,,,,,,,,,1 Year McAfee,,,,,,,
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...","₹67,750",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/o/h/inspiron-3530-thin-and-light-laptop-dell-original-imagx7z26ssh3f2c.jpeg?q=70,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm1e8ad2b18043a?pid=COMGUXC4UXUCH5BQ&lid=LSTCOMGUXC4UXUCH5BQX1CW07&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_221&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGUXC4UXUCH5BQ.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Battery, AC Adapter, User Guide, Manuals",Inspiron 3530,OIN353010031RINS1M,Inspiron 3530,"Inspiron 15 with Backlit Keyboard,",Platinum Silver,Thin and Light Laptop,"Entertainment, Everyday Use, Processing & Multitasking, Learning, Travel & Business",Yes,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,DDR4,1355U,1.3,NA Intel UHD Graphics,SSD,Windows 11 Home,2 x USB 3.2 Gen 1 (Type-C) | 1 x USB 2.0,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,Yes,,,Not Available,,,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,Up to 6 Hours,,,,2666 MHz,,,10,,Windows 11 Home,,1 x HDMI 1.4,,,,,,,,"Windows 11, Microsoft Office",,,,,64 bit,64Bit,,,,,,,,,,120 Hz,,,,,,,,,,,,One Touch,,,,,,
Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN-MB Th...,"₹12,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/s/t/nu14u3inc43bn-mb-thin-and-light-laptop-ultimus-original-imah3g6vbvtxtbvw.jpeg?q=70,https://www.flipkart.com/ultimus-intel-celeron-dual-core-n4020-4-gb-128-gb-emmc-storage-windows-11-home-nu14u3inc43bn-mb-thin-light-laptop/p/itmdaee780412998?pid=COMGY42BCY9BZJFR&lid=LSTCOMGY42BCY9BZJFRAUPQWD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_222&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGY42BCY9BZJFR.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adapter, Warranty Documents, User Manual",NU14U3INC43BN-MB,NU14U3INC43BN-MB,NU14U3INC43BN-MB,,Matt Black,Thin and Light Laptop,Entertainment,No,Intel,Celeron Dual Core,,No,,4 GB,DDR4,N4020,Max Frequency Up to 2.8 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"USB 3.0 x 1, USB 2.0 x 1",No,35.81 cm (14.1 inch),1366 x 768 Pixel,HD,Yes,Yes,,v4.2,,1.2 kg,Not Available,1 Mega Pixel,,,1 Year Onsite Warranty,Onsite,Battery & Adaptor warranty up to 6 months,Physical Damage,Upto 8 hrs,,,,,,,,,Windows 11 Home,,1 x Mini HDMI Port,,,,,,,No,,,1 Year,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,
Colorful P15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹73,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/8/k/-original-imah8wgsfzdgvuh9.jpeg?q=70,https://www.flipkart.com/colorful-p15-intel-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-23-hf76b16512e-g-ind-gaming-laptop/p/itm5378e14af26f5?pid=COMGZKFB6VY8RGFG&lid=LSTCOMGZKFB6VY8RGFGHSFEPU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_223&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGZKFB6VY8RGFG.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Warranty Card, Certificate of Conformity, Instruction manual, Silicon Thermal Pad",P15 23-HF76B16512E-G-IND,A10204900069,EVOL,P15,Gray,Gaming Laptop,Gaming,No,Intel,Core i7,12th Gen,Yes,512 GB,16 GB,DDR5,12650H,Max turbo frequency at 4.70 Ghz,NVIDIA GeForce RTX 4060,SSD,Windows 11 Home,"1 x USB 3.2 Gen1,1 x USB 3.2 Gen2, 1 x USB 3.2 Gen2 Type C ,1 x USB 2.0",No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,Quad HD LCD Display,High Deginition Speaker,Monaural microphone,Wireless 802.11 a/b/g,v5.3,360 X 249 X 25.9 mm,2.4 Kg,Not Available,1.0 Megapixel,,Illuminated Keyboard,2 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,Upto 3 Hours,,,Upto 64 GB,,,,,,,,1 x HDMI Port,,,,,,,,,,,,,,,,,,,,,,,,,GDDR6,8 GB,,,,,,,,,,,,,,,,
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...","₹50,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/h/w/-original-imaghzahgukpkyfu.jpeg?q=70,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-laptop-thin-light/p/itm23d84e15561c4?pid=COMGJ75HN66KHZYB&lid=LSTCOMGJ75HN66KHZYBRUEGSI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_224&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGJ75HN66KHZYB.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Battery, Adapter, Cables, User Manuals",New Inspiron 15 Laptop,D560866WIN9S|D560885WIN9S,Inspiron 3520,"Inspiron 15 with Backlit Keyboard,",Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 5.0 GHz",Intel Integrated Integrated,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Port, 1 x USB 2.0 Port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, WVA AG 120Hz 250 nits Narrow Border",Yes,Yes,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 x 235 x 21.0 mm,1.65 Kg,Not Available,HD,No,Backlit Keyboard,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,Upto 7 hours,,,16 GB,2666 MHz,12 MB,,10,,Windows 11 Home,Yes,1 x HDMI 1.4,NA,M.2 SATA,,Waves Maxx Audio Pro,Available,,Yes,,,1 Year,,"3-Cell Battery, 41WHr",64 bit,64 bit,,2,,,,Kensington Lock Port,No,,No,,,,,,No,No,No,No,,NA,McAfee,,,,,,,
HP Pavilion AMD Ryzen 5 Dual Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh1137AU Thin and Light...,"₹44,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/x/c/-original-imah4qscajjyf3xc.jpeg?q=70,https://www.flipkart.com/hp-pavilion-amd-ryzen-5-dual-core-5500u-8-gb-512-gb-ssd-windows-11-home-15-eh1137au-thin-light-laptop/p/itme2327928ac401?pid=COMHY8KVSJHQUACX&lid=LSTCOMHY8KVSJHQUACXS7JBSJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_225&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMHY8KVSJHQUACX.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-eh1137AU,A30YHPA,15-eh1137AU,Pavilion,Natural Silver,Thin and Light Laptop,Everyday Use,Yes,AMD,Ryzen 5 Dual Core,,Yes,512 GB,8 GB,DDR4,5500U,,AMD Radeon AMD,SSD,Windows 11 Home,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,,,,v5.0,,,Not Available,,,,1 Year Onsite Warranty,Onsite,Manufacturing Damage,Physical Damage,Upto 8 Hours and 45 Minutes,,,,,,,,,Windows 11,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,DDR4,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin and Light Lap...,"₹62,190",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/c/x/-original-imah5e3vemm3grga.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-15iru9-thin-light-laptop/p/itm726ac134d0530?pid=COMH44PGGJZMT3FE&lid=LSTCOMH44PGGJZMT3FEDD4ST8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_226&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMH44PGGJZMT3FE.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IRU9,83E6001JIN,15IRU9,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core 5,,Yes,512 GB,16 GB,DDR5,120U,Max Turbo Frequency 5.0 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1 x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.2",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, IPS 300nits Anti-glare, 45% NTSC, 60Hz",Yes,Yes,"Wi-Fi 6, 802.11ax 2x2",v5.2,359.3 x 235 x 17.9 mm,1.62 Kg,Not Available,FHD 1080p with Privacy Shutter,,"Backlit, English",1 Yr. Onsite + 1 Yr. Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,"₹21,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/6/g/-original-imagy3tzbj3xgvu4.jpeg?q=70,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_227&otracker=search&fm=organic&iid=6f74edbc-27af-4af3-907c-1ab19c12bc1b.COMGSYYSHRSUEGMG.SEARCH&ppt=None&ppn=None&ssid=79ytljep8w0000001738684860584&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",14M868,82XJ002LHA,14M868,Chromebook,Abyss Blue,Chromebook,Processing & Multitasking,No,MediaTek,MediaTek Kompanio 520,,No,,4 GB,LPDDR4X,Kompanio 520,,MediaTek Integrated ARM Mali-G52 2EE MC2,eMMC,Chrome,"1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.1a)",No,35.56 cm (14 Inch),1366 x 768 Pixel,"HD, TN 250nits Anti-glare, 45% NTSC",Yes,Yes,"Wi-Fi 6, 11ax 2x2",v5.1,325.9 x 221.8 x 18.6 mm,1.3 Kg,Not Available,HD 720p with Privacy Shutter,,"Non-backlit, English",1 Year Carry-in Warranty,Carry-In,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,
