title,price,collection_date,brand,model_name,screen_size,color,hard_disk_size,cpu_model,ram_memory,operating_system,special_feature
"Wireless Ergonomic Shape Mouse, 2.4GHz with Mini USB Receiver, Silent Click, Right Hand 2000DPI, 5 Buttons, Optocal Sensor, Compatible with PC, Mac, Laptop, EX-G, Lsize Blue (M-XGL30DBSKBU)",$21.99,2025-01-18 13:29:10,ELECOM,Ezbook S7MAX,136.0,Blue,256.0,,16.0,Windows 11,Wireless
"USB Type C Docking Station with 100W PD Charger - Supports 3 Displays | HDMI, DisplayPort, VGA, 100W PD Charging, 1Gbps Ethernet | for MacBook Pro/Air, XPS, and More (JCD543P)",$133.99,2025-01-18 13:29:10,j5create,Ezbook S7MAX,136.0,"Black, Grey",256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender, 15.6 FHD 1080P IPS Portable Monitor Fit for 13-17"" Laptop, Ultra-Thin Zero Frame Dual Monitor, Build-in Stand, Plug and Play Laptop Monitor Extender",$399.99,2025-01-18 13:29:28,Cevaton,Ezbook S7MAX,16.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender, 14"" 1080P FHD Triple Monitor for Laptop Extension- 315°Rotate Portable Dual Monitor Screen for 13.3-16.5"" Laptops Type-C/HDMI/USB-A Plug & Play for Wins/Mac/Chro",$258.99,2025-01-18 13:29:28,QGE,Ezbook S7MAX,14.0,,256.0,,16.0,Windows 11,HD Audio
"Upgraded 15.6"" Laptop Screen Extender,FHD 1080P IPS Triple Laptop Screen Extender,2 Detachable Screens Design Laptop Monitor Extender for 13""-17.3"" Laptops (Mac, Wins, Android, Dex)",$299.00,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptops, 15.6 Inch Laptop Computers with 36GB RAM 128GB EMMC+1024GB SSD, Celeron N5095 Quad-Core, Office 365 1-Year Subscription, 7000mAh Battery, WiFi 6, USB 3.2, HDMI, Type-C（Full-Function）","$1,099.99",2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"18.5"" Laptop Screen Extender 115% sRGB 100Hz Dual Monitors Stacked Folding Triple Monitor (Wins/Mac) 1080P Triple Portable Monitor for Laptop 90°/180° Rotation Black (No Driver Needed)",$469.99,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"2021 Apple MacBook Pro (14-inch, M1 Pro chip with 10‑core CPU and 16‑core GPU, 16GB RAM, 1TB SSD) - Silver",,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop 16-inch 8GB DDR 256GB SSD Portable Laptop,Expandable to 1TB Pentium Quad-core CPU up to2.6 GHz 9000mAh Battery Mini HDMI Interface USB3.0 Interface Dual-Band WiFi Webcam Slim laptops",$199.99,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"2019 Apple MacBook Pro with 2.4GHz Intel Core i9 (16-inch, 32GB RAM, 512GB SSD Storage) (QWERTY English) Space Gray (Renewed)",$569.99,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Windows 11 Laptop Computer, 12GB DDR5/1TB SSD, N95 Quad-Core, MS Office 2024, 15.6 inch 1920x1080 FHD Display, Dual Band WiFi, BT5.0, Fingerprint Unlock/Physical Camera Switch (Gray)",$299.00,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Surface Laptop (2024), Windows 11 Copilot+ PC, 13.8"" Touchscreen Display, Snapdragon X Plus (10 core), 16GB RAM, 512GB SSD Storage, Sapphire",$969.99,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"S6 Laptop Screen Extender | Silver | 15.6'' | FHD 1080P | 86% NTSC | Triple Laptop Monitor Extender | Working with Windows, Mac, DeX, Chrome, Desktop, Mini PC",$399.00,2025-01-18 13:29:28,Fagomfer,Ezbook S7MAX,156.0,,256.0,,16.0,Windows 11,HD Audio
"15.6 inch Laptop Screen Extender, Potable Screen for Laptop Only One USB-C Cable Connection, Compatiable with Win/Mac (M1,M2, M3), FHD 1080P, 360° Rotation",$275.00,2025-01-18 13:29:28,MT-VIKI,Ezbook S7MAX,156.0,,256.0,,16.0,Windows 11,HD Audio
"MacBook Pro 16.2"" with M4 Max Chip, Late 2024-16-Core / 40-Core, Silver, Standard Display, 64GB, 1TB SSD",,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"GINA 14 Inch HD Laptop Computer for School College Students Business, 8GB RAM, 256GB SSD, Dual-Core Intel Celeron, Thin Portable, Wi-Fi, Bluetooth 5.0, HDMI, USB 3.2, Webcam, Windows 11 Pro",$199.00,2025-01-18 13:29:28,Gina Joyfurno,14 Celeron Laptop,14.0,Gray,256.0,Celeron N,8.0,Windows 11 Pro,HD Audio
"2024 17.3Inch Laptop,FHD Display Laptop with Quad Core-12th Alder Lake N97(Up to 3.6GHz), 6000Mah Battery,16GB RAM 512GB ROM Business Laptop Computer.",$399.98,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"15.6"" Full HD Laptop, 12GB RAM, 512GB SSD, Expandable to 1TB, Intel N5095 Processor, Dual-Band WiFi, 178° Viewing Angle, Dual Speakers-Gray",$259.99,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptops, 15.6"" Laptops Computer, High Performance Quad-Core Celeron N5095 Processors, 12GB DDR4 1024GB SSD Computers Laptop, FHD 1920X1080 Screen, 2.4G/5G WiFi, Bluetooth 4.2, Type-C(Gray)",$169.99,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop, 15.6 inch Laptop Computer, 16GB LPDDR5 RAM, 512GB NVMe SSD, Quad-Core N100 Processor Win-11 Pro Laptops, FHD IPS Display, Long Lasting Battery, WiFi 6, BT 5.0, USB-C, Webcam",$289.00,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Windows 11 Laptops, 15.6 Inch Laptop with 20GB ROM 128GB EMMC+1024GB, Celeron N5095 Quad-Core, 1 Year Office 365, WiFi 6, HDMI, Type-C, USB 3.2, 7000mAh, BT5.2(Green)",$791.99,2025-01-18 13:29:28,Naclud,Naclud-S15,156.0,Green,1024.0,Celeron,20.0,Windows 11,Memory Card Slot
"15.6 Inch Laptops, 20GB DDR4, 128GB EMMC+1024GB SSD Storage, Expansion 4TB, Gray | Windows 11 Computer, Celeron N5095 Quad-Core, Office 365 1-Year, WiFi 6, HDMI, Type-C",$329.93,2025-01-18 13:29:28,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop, 16GB RAM 1152GB Storage, Laptop Computer with Celeron N5095 CPU(Up to 2.9GHz), FHD IPS 1200P Display, 38WH Battery, 2 Speakers, HDMI, 16 Inch Business Laptops.",$999.99,2025-01-18 13:29:28,jumper,Ezbook S7MAX,16.0,Gray,1.0,Celeron,16.0,Windows 11,HD Audio
"Laptop Screen Extender 14"" 1080P FHD IPS, Portable Monitor for Laptop 13-17"", Triple Monitor Extended for laptops with Dual Speakers, Plug-Play with Type-C/HDMI/USB-A for Wins/Mac/Chrome",$186.99,2025-01-18 13:29:28,ALLVIA,Ezbook S7MAX,14.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender, 14"" 1080P FHD Triple Monitor for Laptop Extension- 315°Rotate Portable Dual Monitor Screen for 13.3-16.5"" Laptops Type-C/HDMI/USB-A Plug & Play for Wins/Mac/Chro",$258.99,2025-01-18 13:29:45,QGE,Ezbook S7MAX,14.0,,256.0,,16.0,Windows 11,HD Audio
"2025 New Laptop Screen Extender, 14"" Portable Triple Monitor with Multifunction Base for Laptop up to 17.3"", 1080P/360° Rotation/Detachable/Plug & Play Compatible with Mac, Wins, Chrome",$299.00,2025-01-18 13:29:45,sharanix,Ezbook S7MAX,14.0,,256.0,,16.0,Windows 11,HD Audio
"14in Schools and Business Laptop, Intel Quad-Core N4120 CPU, 16GB RAM, 64GB eMMC, 256GB Micro SD, 1-Y Office 365, Webcam, HDMI, WiFi, Win 11 S(White)",$249.84,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"2024 17.3Inch Laptop,FHD Display Laptop with Quad Core-12th Alder Lake N97(Up to 3.6GHz), 6000Mah Battery,16GB RAM 512GB ROM Business Laptop Computer.",$399.98,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Computer, 14.1 inch Windows 11 Laptop with HD Display, 8GB RAM/128GB SSD, Intel N5095 Quad Core Notebook PC, Support 2.4G/5G Hz WiFi, BT,",$199.00,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"MacBook Pro 16.2"" with M4 Max Chip, Late 2024-16-Core / 40-Core, Silver, Standard Display, 64GB, 1TB SSD",,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"15.6"" Windows 11 Pro Laptop, MS Office 2024, 8GB RAM 256GB Storage, Intel Celeron N4000(up to 2.6GHz) 100% sRGB Screen, 2.4G/5G Dual Band WiFi, BT4.2, USB-A, Long Battery Life, Silver",$199.99,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"IdeaPad 3i Chromebook, 15.6” FHD Display, Intel Celeron N4500, 8GB RAM, 64GB eMMC, 1920x1080 px, 720p Camera, Chrome OS, Abyss Blue",$202.97,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"15.6 Inch Laptops, 20GB DDR4, 128GB EMMC+1024GB SSD Storage, Expansion 4TB, Gray | Windows 11 Computer, Celeron N5095 Quad-Core, Office 365 1-Year, WiFi 6, HDMI, Type-C",$329.93,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"15.6 Inch Laptops, Laptop Computer with 20GB RAM 128GB EMMC+1024GB SSD, Celeron N5095 Quad-Core, Windows 11 Computers, 7000mAh, WiFi 6, BT5.2, USB 3.2 * 3, HDMI, Type-C(Gray)",$329.99,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender Monitor Portable - 2.5K Triple Laptop Screen Extender, Plug and Play Multiple Screens Extended Fits 13-17.3 Inch Laptops Compatible with Mac, Windows, Chrome, Dex",$296.99,2025-01-18 13:29:45,Pitycbo,Ezbook S7MAX,141.0,,256.0,,16.0,Windows 11,HD Audio
"15.6 inch Laptop Screen Extender, Potable Screen for Laptop Only One USB-C Cable Connection, Compatiable with Win/Mac (M1,M2, M3), FHD 1080P, 360° Rotation",$275.00,2025-01-18 13:29:45,MT-VIKI,Ezbook S7MAX,156.0,,256.0,,16.0,Windows 11,HD Audio
"Inspiron 3530 Laptop - 15.6-inch FHD 120Hz Display, Intel Core i5-1334U Processor, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home, Migrate Services - Platinum Silver (Aluminum)",,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"15.6-inch Windows 11 Laptop, 16GB RAM, 512GB SSD, FHD IPS Display Laptop Computer, Intel N5095 Quad Core, 2.4/5G WiFi, BT4.2 Backlit and Fingerprint, Lightweight and Portable",$249.00,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Portable Monitor Touchscreen 14"" 1200P Portable Laptop Monitor FHD USB-C HDMI External Portable Screen Travel Monitor for Laptop/PC/Mac/Phone/Xbox Switch",$99.99,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender, 14"" FHD 1080P Triple Monitor for Laptop Extension- 315°Rotate Portable Dual Monitor Screen for 13.3""-16.5"" Laptops Type-C/HDMI/USB-A Plug & Play for Wins/Mac/Chro",$258.99,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Computer with MS Office 2024, 14.1 inch HD Display, 8GB RAM/128GB SSD, N5095 Quad Core Processor Notebook PC, Support 2.4G/5G Hz WiFi, BT",$199.00,2025-01-18 13:29:45,RIANIFEL,F14,141.0,Black,128.0,Celeron,8.0,Windows 11 Pro,"Webcam, Wifi, Camera Privacy Shutter Slider"
"15.6 Inch Laptops, 20GB RAM 128GB EMMC+1024GB SSD Expandable 4TB, Grey | Laptop Computer, Celeron N5095 Quad-Core",$329.99,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"15.6-inch Laptop Computer, DDR5 12GB RAM 512GB SSD, Intel Celeron N95 Processor(Up to 3.4GHz), Windows 11 Pro Laptop Computers with FHD IPS Display, WiFi 5, Bluetooth 5.0, Type-C, HDMI, USB 3.2",$289.00,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Computer 14 Inch, 12GB RAM 512GB SSD, Laptop with FHD 1920x1080 Display, Celeron N4000 CPU, 35.52WH Battery, 2 Speakers, 2.4/5G WiFi, BT4.0, Business Portable Laptops.",$859.99,2025-01-18 13:29:45,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop, 16GB RAM 1152GB Storage, Laptop Computer with Celeron N5095 CPU(Up to 2.9GHz), FHD IPS 1200P Display, 38WH Battery, 2 Speakers, HDMI, 16 Inch Business Laptops.",$999.99,2025-01-18 13:29:45,jumper,Ezbook S7MAX,16.0,Gray,1.0,Celeron,16.0,Windows 11,HD Audio
"15.6 inch Rose Gold Laptop 16G DDR4 RAM 512GB SSD Large FHD IPS Screen, Windows 11 PC High Speed Celeron N5095(2.0-2.9Ghz) Quad-Core CPU,Thin Light Business/Student Laptop Computer/Backlit KB",$369.90,2025-01-18 13:29:45,Nmybwo,HL1568,156.0,Rose Gold,512.0,Celeron N,16.0,Windows 11 Pro,Backlit Keyboard
"Laptop Screen Extender, 14"" 1080P FHD Triple Monitor for Laptop Extension- 315°Rotate Portable Dual Monitor Screen for 13.3-16.5"" Laptops Type-C/HDMI/USB-A Plug & Play for Wins/Mac/Chro",$258.99,2025-01-18 13:30:03,QGE,Ezbook S7MAX,14.0,,256.0,,16.0,Windows 11,HD Audio
"2025 New Laptop Screen Extender, 14"" Portable Triple Monitor with Multifunction Base for Laptop up to 17.3"", 1080P/360° Rotation/Detachable/Plug & Play Compatible with Mac, Wins, Chrome",$299.00,2025-01-18 13:30:03,sharanix,Ezbook S7MAX,14.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender, 15.6"" Triple Portable Monitor for Laptop, 1080P FHD IPS, Plug and Play, Laptop Extended Monitor for 15.6""-17.3"" Laptops, Compatible with Wins/Mac/Chrome, Grey",$329.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Portable Monitor, 15.6 Inch FHD 1080P HDMI USB C Second External Monitor for Laptop, Desktop, MacBook, Phones, Tablet, PS5/4, Xbox, Switch, Built-in Speaker with Protective Case",$85.99,2025-01-18 13:30:03,InnoView,Ezbook S7MAX,156.0,,256.0,,16.0,Windows 11,HD Audio
"Webcam Cover Slide[2-Pack], 0.023 Inch Ultra-Thin Metal Web Camera Cover for Macbook Pro, iMac, Laptop, PC, iPad Pro, iPhone 8/7/6 Plus, Protect Your Visual Privacy [Black]",$6.99,2025-01-18 13:30:03,CloudValley,KZ-02,2.0,Black-2 Pcs,256.0,,16.0,Windows 11,Indicator Light
2017 Brio 4K Webcam,$129.00,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"External Hard Drive 12TB USB3.0 3.5"" Desktop HDD Storage Compatible for Mac, PC, Desktop, Laptop, TV(Black) HD3512",$189.89,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Docking Station Dual Monitor 4K@120Hz, 9 in 1 USB C Hub with 2 HDMI, 1000Mbps LAN, Max 85W PD, 3 USB, SD Card Reader, USB C Dock Compatible with iPhone 15/Mac/Dell/HP/Surface/Steam Deck",$45.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Expansion 20TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP20000400)",$229.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"S2 Laptop Screen Extender, 14'' Laptop Monitor Extender Plug & Play, 1080P FHD Triple Portable Dual Monitor for 13-17'' Laptops, Compatible with Windows/Mac/Surface/Android/Switch",$220.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Adjustable Computer Stand with 360 Rotating Base, Ergonimic Foldable Laptop Riser for Desk Compatible with MacBook Pro/Air Notebook up to 16 Inches, Silver",$35.99,2025-01-18 13:30:03,AOEVI,Ezbook S7MAX,136.0,B-Silver,256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender Monitor Portable - 2.5K Triple Laptop Screen Extender, Plug and Play Multiple Screens Extended Fits 13-17.3 Inch Laptops Compatible with Mac, Windows, Chrome, Dex",$396.99,2025-01-18 13:30:03,Pitycbo,Ezbook S7MAX,141.0,,256.0,,16.0,Windows 11,HD Audio
External DVD Drive USB 3.0 Type-C USB Portable Player for Laptop CD DVD +/-RW Disk Drive CD ROM Burner Writer CD/DVD Burner Reader Compatible with Desktop Windows Linux OS Apple MacBook,$22.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Webcam with Microphone-Computer Camera with Privacy Shutter for PC/Mac/Laptop/MacBook,USB 1080P Webcam Plug and Play,Low-Light Correction and Autofocus",$26.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Bluetooth Keyboard for Mac, Compact Wireless Keyboard Compatible with MacBook Pro/Air, iMac, iMac Pro, Mac Mini, Mac Pro Laptop and PC, Dark Black",$24.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"USB C Hub 7 in 1 Multiport Adapter with 4K HDMI Dongle, 100W PD, SD/TF Card Reader, 3 USB-A, USBC Docking Station for MacBook Mac Pro/Air, Dell, HP, ASUS, Acer and Other Type C Laptops",$11.69,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Portable Monitor, 15.6'' FHD 1080P USB-C HDMI Travel Laptop Monitor, HDR IPS Ultra-Slim Gaming Monitor with Kickstand & Speakers, External Monitor for Laptop PC MAC Phone PS4/5 Xbox Switch",$69.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"External cd/dvd drive for laptop,CD Burner Clamshell Portable Reader Writer Optical disk Drive,Dvd player for Laptop +/-RW usb 3.0 with Carrying Case,External dvd drive for PC Windows Linux Mac",$29.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"USB 3.0 Universal Laptop Docking Station Dual HDMI Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and HDMI/DVI/VGA, Gigabit Ethernet, Audio, 6 USB Ports)",$89.95,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"48Gbps USB C to HDMI 2.1 Adapter for macOS, Supports 8K 60Hz / 4K 240Hz HDR, Thunderbolt 4 to HDMI 2.1, HDMI 2.1 to USB C Adapter, Compatible with Thunderbolt 5 Laptops",$24.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop, 16GB RAM 1152GB Storage, Laptop Computer with Celeron N5095 CPU(Up to 2.9GHz), FHD IPS 1200P Display, 38WH Battery, 2 Speakers, HDMI, 16 Inch Business Laptops.",$999.99,2025-01-18 13:30:03,jumper,Ezbook S7MAX,16.0,Gray,1.0,Celeron,16.0,Windows 11,HD Audio
"Wireless Ergonomic Shape Mouse, 2.4GHz with Mini USB Receiver, Silent Click, Right Hand 2000DPI, 5 Buttons, Optocal Sensor, Compatible with PC, Mac, Laptop, EX-G, Lsize Blue (M-XGL30DBSKBU)",$21.99,2025-01-18 13:30:03,ELECOM,Ezbook S7MAX,136.0,Blue,256.0,,16.0,Windows 11,Wireless
"Laptop Screen Extender, 14"" 1080P FHD Triple Monitor for Laptop Extension- 315°Rotate Portable Dual Monitor Screen for 13.3-16.5"" Laptops Type-C/HDMI/USB-A Plug & Play for Wins/Mac/Chro",$258.99,2025-01-18 13:30:17,QGE,Ezbook S7MAX,14.0,,256.0,,16.0,Windows 11,HD Audio
"Wireless Ergonomic Shape Mouse, 2.4GHz with Mini USB Receiver, Silent Click, Right Hand 2000DPI, 5 Buttons, Optocal Sensor, Compatible with PC, Mac, Laptop, EX-G, Lsize Blue (M-XGL30DBSKBU)",$21.99,2025-01-18 13:30:17,ELECOM,Ezbook S7MAX,136.0,Blue,256.0,,16.0,Windows 11,Wireless
"Ultra-Slim USB Wired Keyboard with Number Keypad for Apple Mac Pro, MacBook Pro/Air, iMac, Mac Mini, Laptop Computers, Windows Desktop PC Laptops, Silver (SLIMKEYPROA)",$39.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Wired Keyboard for Mac, with Dual Interface (USB and Type-C), Numeric Keypad for MacBook Pro/Air, iMac, iMac Pro, Mac Mini, Mac Pro Laptop, Silver",$25.98,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"External CD/DVD Drive for Laptop – 7-in-1USB Portable CD/DVD Player Burner, High-Speed External Disk Drive with SD/TF Card Reader, 4 USB 3.0 Ports, Compatible with Windows 11/10, Linux, Mac (7 IN 1)",$29.99,2025-01-18 13:30:17,APPINESSEY,Ezbook S7MAX,136.0,,256.0,,16.0,"Windows 11/10/8/7, Linux, Mac OS","7-in-1 Multifunction, Plug & Play"
"Mac Mini Stand,ABS Vertical Holder Desktop Stand - Universal Fit for All Mac Mini Models, Mac Mini 2010-2024 M1 M2 M4 Pro,Compatible with Laptop and Mini PC (Gray)",$9.99,2025-01-18 13:30:17,AFOOYO,Ezbook S7MAX,136.0,Gray,256.0,,16.0,Windows 11,HD Audio
"Universal Laptop Docking Station, 4K Dual Monitor, DisplayPort or HDMI, Windows Mac or ChromeOS Laptops, USB-C or USB 3.0, Adds 2 Displays, Ethernet, Audio, 6 USB Ports",$105.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Wireless Mouse for Laptop, Bluetooth Mouse for Macbook Pro/Air/Mac/iPad/Chromebook/Computer -Rechargeale Dual Mode(USB 2.4Ghz + Bluetooth 5.2+ Bluetooth 3.0) Silent Cordless Mouse with USB C Adapter",$14.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"AV Access KVM Switch Dock 2 Monitors 2 Laptops, 4K KVM Switch Dual Monitor, 2 USB-C MST Ports, 60W PD for Each PC, 1G Ethernet, EDID Emulation, 2K@144Hz, 1080P@240Hz, Ideal for Home Office & Gaming",$279.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Wireless Bluetooth Mouse, LED Rechargeable Ergonomic Mouse with Muitl Mode 2.4G Wireless USB +BT1+BT2, Portable Bluetooth Mouse for Mac Laptop PC Computer, Tilt Wheel 4-Way Scrolling Mice",$19.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop, 16GB RAM 1152GB Storage, Laptop Computer with Celeron N5095 CPU(Up to 2.9GHz), FHD IPS 1200P Display, 38WH Battery, 2 Speakers, HDMI, 16 Inch Business Laptops.",$999.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,16.0,Gray,1.0,Celeron,16.0,Windows 11,HD Audio
"Laptop, 4GB RAM 320GB Storage, Office 365 One Year, Laptop Computer with Celeron N4100 CPU, FHD 1080P Display, 2.4G+5G WiFi, BT4.0, 35.52WH Battery, 2 Speakers, Protable Laptops 14 Inch.",$459.99,2025-01-18 13:30:17,jumper,Ezbook S5 Laptop,14.0,Space Gray,320.0,Celeron N,4.0,Windows 11,Lightweight
"Laptop Screen Extender, 14"" FHD 1200P IPS External Portable Monitor for Laptop, Plug & Play Dual Screen Monitor for 14""-17"" Laptops, Compatible with Mac, Wins, Chrome, Android, Dex",$129.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"LS03 Aluminum Laptop Stand, Ergonomic Detachable Computer Stand, Riser Holder Notebook Stand Compatible with Air, Pro, Dell, HP, Lenovo More 10-15.6"" Laptops, Silver",$17.99,2025-01-18 13:30:17,BESIGN,Ezbook S7MAX,136.0,B-Silver,256.0,,16.0,Windows 11,HD Audio
"Portable Monitor 15.6-inch 1080P USB-C HDMI Ultra Slim Travel Monitor with Kickstand for Laptop, PC, Mac Phone, PS, Xbox, Swich Gaming Monitor IPS Slim Zero Bezel",$59.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Webcam Cover Slide[2-Pack], 0.023 Inch Ultra-Thin Metal Web Camera Cover for Macbook Pro, iMac, Laptop, PC, iPad Pro, iPhone 8/7/6 Plus, Protect Your Visual Privacy [Black]",$6.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Portable Monitor, 15.6 Inch FHD 1080P HDMI USB C Second External Monitor for Laptop, Desktop, MacBook, Phones, Tablet, PS5/4, Xbox, Switch, Built-in Speaker with Protective Case",$85.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Presentation Clicker with Volume Control,USB Type-c Black Clicker for Powerpoint Presentations RF 2.4GHz USB Slide Advancer Control for PowerPoint, Mac, Computer, Laptop",$19.79,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"14"" Laptop Screen Extender, FHD 1080P IPS Triple Portable Monitor for Laptop, HDMI/USB-A/Type-C Plug and Play for Windows, Mac, Android, Chrome, Switch & PS5, Work with 13.3”-17” Laptops",$249.99,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"4K Docking Station Triple Monitor with 100W Power Delivery, USB-C Dock for Thunderbolt and USB-C Windows and Mac M1 M2 M3, Driver Required (3X HDMI, DisplayPort, 1x USB-C, USB 3.0, SD Card)",$228.95,2025-01-18 13:30:17,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
