Category,Title,Price,Case Size,Battery Capacity,Brand,Model,Operating System,Storage Capacity,Collection Date
Smart Watches,"KARDENA® CARE PRO 4 inkl. SOS, EKG, 9 Vitalmessungen, Schlafanalyse, Puls, App","€ 219,95",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:18
Smart Watches,NOVO Smartwatch Masculino Feminino Smartwatch Relógio LED Relógio Impermeável Sem Fio,"EUR 5,89",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:33
Smart Watches,Smartwatch Damen Herren mit Telefonfunktion Armbanduhr für iPhone Samsung Huawei,"€ 69,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:58:40
Smart Watches,Smart Fitness monitor de pressão arterial monitor de saúde relógio tela sensível ao toque,"EUR 5,24",1.44inch,N/A,Unbranded,as the picture shows,N/A,N/A,2025-01-27 11:59:46
Smart Watches,"Smartwatches Masculinos, Smartwatch Militar Responder/Fazer Chamada, 100+ Relógio Esportivo Fitness","EUR 31,43",1.39 Inches,370mAh,IOWODO,Tactical Smart Watch,Android Wear,Flash 128MB,2025-01-27 11:58:20
Smart Watches,Smartwatch Samsung Galaxy Watch FE monitor de saúde - prata novo,"EUR 124,88",40 mm,N/A,Samsung,Samsung Galaxy Watch FE,Wear OS,16 GB,2025-01-27 11:59:16
Smart Watches,"Smartwatch feminino com diamantes (responder/fazer chamada), registro fitness, toque-","GBP 39,99",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:32
Smart Watches,Kinder Smartwatch 4G mit Telefonfunktion Wasserdicht 360° GPS Tracker Anruf SOS,"€ 99,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:19
Smart Watches,"Denver Bluetooth Smartwatch SW-164 Weiß ""wie neu""","€ 16,55",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:34
Smart Watches,Pulseira inteligente Bluetooth relógio esportivo monitor de frequência cardíaca pressão arterial,"EUR 5,93",18 mm,N/A,Unbranded/Generic,115,Android Wear,N/A,2025-01-27 11:58:53
Smart Watches,Kinder Smartwatch mit Telefonfunktion Armbanduhr Smart Watch SOS Sim Karte Uhr,"€ 89,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:57:19
Smart Watches,Original KOSPET TANK M3 Ultra Smartwatch Herren GPS Smartwatches Wasserdicht,"€ 135,99",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:57:44
Smart Watches,"Smartwatch militar masculino Xiaomi Mibro A2 1,39"" 2ATM com alça de silicone e tecido","EUR 36,19",1.39 inch HD touch screen,350mAh,mibro,XPAW015,"Android, iOS - Apple",/,2025-01-27 11:58:38
Smart Watches,Smartwatch masculino meninas crianças chamada telefone GPS SOS relógio impermeável rastreador de cartão SIM-,"US $13,89 por unidade",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:59:44
Smart Watches,Smartwatch militar masculino (recebimento/discagem de chamadas) rastreador tático robusto fitness,"EUR 47,62","1.43"" screen",N/A,SGNics,KC86-AP-B,N/A,N/A,2025-01-27 11:58:26
Smart Watches,Smartwatch Damen Frauen mit Telefonfunktion Armbanduhr für iPhone Samsung Huawei,"€ 99,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:59:53
Smart Watches,"Denver Smartwatch SWC-156 ""gut""","€ 8,07",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:14
Smart Watches,Smartwatches femininos compatíveis com telefones iPhone e Android,"EUR 13,33",40 mm,N/A,Unbranded,L2,Compatible with iOS & Android,N/A,2025-01-27 12:00:16
Smart Watches,Smart Watch with Earbuds TWS Bluetooth 2 In 1 HIFI 9D Sound Sports Smartwatch,"€ 31,55",As described,N/A,Unbranded,Smart Watch,"Android 7.0 and above, ios 12 and above",N/A,2025-01-27 12:00:21
Smart Watches,Kinder Telefonuhr Smartwatch GPS LBS Uhr SOS SIM Wasserdicht Kids Armbanduhr,"€ 10,79",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:50
Smart Watches,Smartwatch Herren Damen mit Telefonfunktion Armbanduhr Sportuhr für Android IOS,"€ 119,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:57:01
Smart Watches,"Novo Smartwatch Ultra HD de 1,85 polegadas GPS Track Bluetooth Call 710 mAh bateria Reino Unido","EUR 35,67",52 mm,N/A,Unbranded,Smart Watch,N/A,N/A,2025-01-27 11:57:32
Smart Watches,Montre Connectée Smart Intelligente Homme Femme Sport Android Samsung Bracelet,"EUR 14,99",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:59:59
Smart Watches,Samsung Galaxy Watch S3 Frontier 46mm Black Smartwatch - Very Good Condition,"EUR 55,88",46 mm,N/A,Samsung,Samsung Gear S3 Frontier,Tizen,4 GB,2025-01-27 11:58:39
Smart Watches,Smartwatch Damen Herren für Android iOS Fitnessuhr Pulsuhr Schrittzähler Elegant,"€ 99,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:56:51
Smart Watches,Bluetooth SMARTWATCH GPS Pulsuhr Fitness Tracker Armbanduhr Schrittzähler Herz,"€ 34,99",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:30
Smart Watches,Smartwatch masculino HW20 ECG+PPG à prova d'água Bluetooth chamada frequência cardíaca,"EUR 29,72",/,N/A,Unbranded,/,N/A,N/A,2025-01-27 11:57:00
Smart Watches,"Smartwatch para Android e iOS, monitor de pressão arterial, monitor de frequência cardíaca, Sle","EUR 17,10",0,N/A,Unbranded,Smart Watch,N/A,N/A,2025-01-27 12:00:22
Smart Watches,Smartwatch Huawei Watch Fit 2 preto meia-noite compatível com Android + iOS,"EUR 47,56",46 mm,N/A,Huawei,Huawei Watch FIT 2,N/A,N/A,2025-01-27 12:00:32
Smart Watches,Smartwatch Samsung Galaxy Gear S SM-R750A curvo super AMOLED – Preto,"EUR 21,91",44 mm,N/A,Samsung,Samsung Galaxy Gear,Tizen,N/A,2025-01-27 11:59:41
Smart Watches,RELÓGIO INTELIGENTE RASTREADOR FITNESS FREQUÊNCIA CARDÍACA MASCULINO FEMININO RELÓGIOS ESPORTIVOS PARA IOS ANDROID,"EUR 8,10",18mm,N/A,Unbranded,Smart Bracelet,Android Wear,N/A,2025-01-27 12:00:18
Smart Watches,Samsung Galaxy Watch 6 Smartwatch 44 MM R940,"€ 109,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:35
Smart Watches,Smart Watch Fitness Tracker Waterproof Compatible with Samsung Galaxy Phones,$79.99/ea,1.69 inch,N/A,Unbranded,Q23,N/A,N/A,2025-01-27 11:58:39
Smart Watches,Lote de monitor de atividade de prazer sanguíneo frequência cardíaca relógio rastreador fitness esportes EUA,"EUR 7,48",N/A,N/A,Unbranded,N/A,N/A,N/A,2025-01-27 11:59:21
Smart Watches,Für Samsung Smartwatch Herren 1.53'' Taktisch Militär Bluetooth Anruf Blutdruck,"€ 27,92",N/A,N/A,Unbranded,N/A,N/A,N/A,2025-01-27 11:58:06
Smart Watches,Smartwatch Herren Telefonfunktion Armbanduhr Sportuhr für iPhone Samsung Huawei,"€ 89,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:58:33
Smart Watches,"Smartwatch 2024 masculino/feminino, smartwatch à prova d'água Bluetooth iPhone Samsung","EUR 27,20",50 mm,N/A,COLMI,Samsung iPhone,N/A,N/A,2025-01-27 11:57:10
Smart Watches,Smartwatch impermeável masculino feminino smartwatch chamada Bluetooth para iPhone Samsung Reino Unido-,"GBP 16,29",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 12:00:03
Smart Watches,"Relógio fitness 1,14"" com frequência cardíaca (BPM) + ECG + pressão arterial/oxigênio (SPO2)","EUR 38,02",Not Available,N/A,Unbranded,T1S,N/A,N/A,2025-01-27 11:57:05
Smart Watches,Smartwatch 2024 masculino/feminino impermeável smartwatch Bluetooth iPhone Samsung,"EUR 22,85",N/A,N/A,Unbranded,HW20,N/A,N/A,2025-01-27 11:59:41
Smart Watches,"Novo Smartwatch Huawei Watch D PRETO 1.64"" AMOLED GPS IP68 Bluetooth iOS Android-","US $269,00",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:58:05
Smart Watches,Smartwatch Z79 max 2.1 polegadas IPS tela grande Bluetooth chamada - reprodutor de música,"EUR 17,83",44 mm,N/A,Z79 max,Z79 max,N/A,N/A,2025-01-27 12:00:01
Smart Watches,Smartwatch Bluetooth 2024 Fitnessuhr mit Telefonfunktion Fitnesstracker Sportuhr,"€ 54,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:58:50
Smart Watches,"Zebalaze Beyond 3 Pro Smartwatch GPS 2.15"" HD Anrufe Nachrichten SpO2 Schwarz","EUR 56,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:58:26
Smart Watches,"HUAWEI WATCH FIT 3 Smartwatch 1.82"" AMOLED Bluetooth Chamada Ultra-Fina HarmoyOS","EUR 155,23",1.82 inches,N/A,Huawei,HUAWEI WATCH FIT 3,HarmonyOs,N/A,2025-01-27 12:00:40
Smart Watches,Novo Smartwatch ECG Monitoramento de Saúde com Rastreador de Fitness,"EUR 38,06",1.96,N/A,Unbranded,N/A,N/A,N/A,2025-01-27 11:59:55
Smart Watches,Relógio esportivo Fit,"EUR 1,90",40 mm,N/A,Unbranded,Unknown,N/A,N/A,2025-01-27 12:00:22
Smart Watches,KOSPET TANK M2 Smartwatch Herren mit Telefonfunktion Fitnessuhr Sprachassisten,"EUR 49,99",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:58:32
Smart Watches,"KARDENA® CARE PRO 4 Light, SOS, EKG, 9 Vitalmessungen, Schlafanalyse, Puls, App","€ 189,95",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:57:33
Smart Watches,Smartwatch fitness rastreador frequência cardíaca pressão arterial masculino feminino BT relógios esportivos,"EUR 21,16",1.3 inch,200mAh,Unbranded,Smart Watch,N/A,N/A,2025-01-27 11:56:59
Smart Watches,Smartwatch pulseira frequência cardíaca oxigênio pressão arterial fitness rastreador atividade esporte,"EUR 19,04",N/A,N/A,Unbranded,Smart Watch,N/A,N/A,2025-01-27 11:56:49
Smart Watches,Smartwatch 2025 masculino/feminino impermeável smartwatch Bluetooth iPhone Samsung,"EUR 28,57",22 mm,N/A,IOWODO,Smart Bracelet,Android /iOS - Apple,64MB,2025-01-27 11:57:21
Smart Watches,Samsung Galaxy Active2 40mm 44mm Black Smartwatch - Excellent Condition,"EUR 59,45",40 mm / 44 mm,N/A,Samsung,Samsung Galaxy Watch Active2,Tizen,N/A,2025-01-27 12:00:35
Smart Watches,"IMIKI SF1 smartwatch con cinturino magnetico, display AMOLED da 2,01'' Bluetooth","€ 32,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:57:06
Smart Watches,Smartwatch Damen Herren mit Telefonfunktion Armbanduhr für iPhone Samsung Huawei,"€ 109,90",N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 11:58:19
