title,price,promo,coupon,product_url,collection_date,brand,screen_size,color,hard_disk_size,cpu_model
"SANSUI Monitor 22 inch IPS Panel 1080p FHD 75Hz Computer Monitor with HDMI VGA, Ultra-Slim Bezel Ergonomic Tilt Eye Care LED Display for Home Office (ES-22F1 HDMI Cable Included)",$76.99,"Mon, Feb 3",$10.00 off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjQ0NDY3NTU1NzgyNjc5OjE3MzczODU2MTA6c3BfYXRmX25leHQ6MzAwNTkxODYwMDA3NTAyOjowOjo&url=%2FSANSUI-Computer-Ultra-Slim-Ergonomic-ES-22F1%2Fdp%2FB0B49JWRBZ%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385610%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-20 16:06:54,SANSUI,22 Inches,FHD 1080p,16:9,Matte
"SANSUI Monitor 27 Inch IPS 100Hz Computer Monitor, Built-in Speakers HDR 110% sRGB FHD HDMI RTS/FPS Tilt Adjustable VESA Compatible, for Game and Office (HDMI Cable Included)",$90.99,"Fri, Jan 31",No coupon,https://www.amazon.com/SANSUI-Computer-Speakers-Adjustable-Compatible/dp/B0D8BKHM75/ref=sr_1_19?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-19,2025-01-20 16:06:54,SANSUI,27 Inches,FHD 1080p,16:9,Matte
"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",$67.99,"Fri, Jan 31",No coupon,https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_20?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-20,2025-01-20 16:06:54,Sceptre,20 Inches,HD+,16:9,Matte
"Sceptre Curved 24-inch Gaming Monitor 1080p R1500 98% sRGB HDMI x2 VGA Build-in Speakers, VESA Wall Mount Machine Black (C248W-1920RN Series)",$95.83,"Thu, Jan 30",No coupon,https://www.amazon.com/Sceptre-Curved-Monitor-Speakers-C248W-1920RN/dp/B07KXSR99Y/ref=sr_1_21?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-21,2025-01-20 16:06:54,Sceptre,24 Inches,FHD 1080p,16:9,Glossy
"Samsung 27' T35F Series FHD 1080p Computer Monitor, 75Hz, IPS Panel, HDMI, VGA (D-Sub), AMD FreeSync, Wall Mountable, Game Mode, 3-Sided Border-Less, Eye Care, LF27T350FHNXZA",$109.99,"Thu, Jan 30",No coupon,https://www.amazon.com/SAMSUNG-27-inch-Border-Less-FreeSync-LF27T350FHNXZA/dp/B08FF3JQ28/ref=sr_1_22?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-22,2025-01-20 16:06:54,SAMSUNG,27 Inches,FHD 1080p,16:9,Flat
"SANSUI Monitor 27 Inch 100Hz USB Type-C Computer Monitor, FHD 1920X1080P,Frameless Eye Care PC Office Monitor with HDMI, Adaptive Sync, HDR, VESA(100x100mm)（ES-27F2C HDMI Cable Included）",$99.99,"Tue, Feb 4",No coupon,https://www.amazon.com/SANSUI-Frameless-Ergonomic-Compatible-ES-27F2C/dp/B0D259JHS6/ref=sr_1_23?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-23,2025-01-20 16:06:54,SANSUI,27,FHD 1080p,16:9,Matte
"SAMSUNG 32-Inch Odyssey G50D Series QHD Fast IPS Gaming Monitor, 1ms, VESA DisplayHDR 400, 180Hz, AMD FreeSync, Adjustable Stand, Eye Saver Mode, LS32DG502ENXZA, 2024",$270.17,"Fri, Jan 31",No coupon,https://www.amazon.com/SAMSUNG-DisplayHDR-FreeSync-Adjustable-LS32DG502ENXZA/dp/B0CZPLQZ8P/ref=sr_1_24?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-24,2025-01-20 16:06:54,SAMSUNG,32 Inches,QHD Wide 1440p,16:9,Glossy
"Samsung 24” FT45 Series FHD 1080p Computer Monitor, 75Hz, IPS Panel, HDMI, DisplayPort, USB Hub, Ultra Thin Bezels, Ergonomic Design, Height Adjustable Stand, 3 Year Warranty, LF24T454FQNXGO, Black",$131.99,"Thu, Jan 30",No coupon,https://www.amazon.com/SAMSUNG-Computer-DisplayPort-Adjustable-LF24T454FQNXGO/dp/B08WGLL83S/ref=sr_1_25?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-25,2025-01-20 16:06:54,SAMSUNG,24 Inches,FHD 1080p,16:9,Flat
"Acer SH242Y G0bih 23.8"" IPS Full HD (1920 x 1080) Ultra-Thin Gaming Office Monitor | Adaptive-Sync Support (FreeSync Compatible) | Up to 120Hz Refresh | 1ms (VRB) | Adjustable Stand | HDMI & VGA Ports",$99.99,"Thu, Jan 30",No coupon,https://www.amazon.com/SH242Y-G0bih-Ultra-Thin-Adaptive-Sync-Compatible/dp/B0DFVTVLPH/ref=sr_1_26?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-26,2025-01-20 16:06:54,acer,23.8 Inches,FHD 1080p,16:9,Glossy
"CRUA 30Inch Ultrawide Curved Monitor, 21:9 WFHD(2560x1080P) VA Computer Monitor, 99% sRGB 100HZ 1500R PC Monitors Support FreeSync, Wall-Mounted, with HDMI/DP Display Port-Black",$149.99,"Fri, Jan 31",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjQ0NDY3NTU1NzgyNjc5OjE3MzczODU2MTA6c3BfbXRmOjMwMDI3MTc3MzcyNjgwMjo6MDo6&url=%2FCRUA-30Inch-Ultrawide-Curved-Monitor%2Fdp%2FB0CYZ5ZX6V%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385610%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-20 16:06:54,CRUA,29.5 Inches,FHD 1080p Ultra Wide,21:9,Matte
"GAMEPOWER T50 27 Inch 1500R Curved Gaming Monitor, 200Hz 1080p Display, Full HD, 0.5ms Response Time, VA Panel, FreeSync, HDR, 125% sRGB, RGB Backlight, Dual Speakers, Zero Frame, HDMI/DP",$135.99,"Tue, Feb 4",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjQ0NDY3NTU1NzgyNjc5OjE3MzczODU2MTA6c3BfbXRmOjMwMDU5MDMzODY4MzQwMjo6MDo6&url=%2FGAMEPOWER-T50-Response-Refresh-Lighting%2Fdp%2FB0CVRYDQ2P%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385610%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-20 16:06:54,Game Power,27 Inches,FHD 1080p,16:9,Matte
LG 24GS60F-B Ultragear 24-inch IPS Gaming Monitor FHD (1920x1080) 180Hz 1ms AMD FreeSync G-Sync Compatible HDR10 HDMI DisplayPort Black,$109.99,No promotion,No coupon,https://www.amazon.com/LG-24GS60F-B-Ultragear-Compatible-DisplayPort/dp/B0CYQGRTHX/ref=sr_1_29?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-29,2025-01-20 16:06:54,LG,24 Inches,FHD 1080p,16:9,Matte
"Acer Nitro 27"" WQHD 2560 x 1440 PC Gaming IPS Monitor | AMD FreeSync Premium | Up to 240Hz Refresh | Up to 0.5ms | DisplayHDR 400 | sRGB 99% | 1 x Display Port 1.4 & 2 x HDMI 2.1 | XV272U W2bmiiprx",$266.67,No promotion,No coupon,https://www.amazon.com/acer-Monitor-FreeSync-DisplayHDR-W2bmiiprx/dp/B0C1T35BCF/ref=sr_1_30?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-30,2025-01-20 16:06:54,acer,27 Inches,QHD Wide 1440p,16:9,Glossy
"SAMSUNG Viewfinity S65UA Series 34-Inch Ultrawide QHD Curved Monitor, 100Hz, USB-C, HDR10 (1 Billion Colors), Height Adjustable Stand, TUV-certified Intelligent Eye Care (LS34A654UBNXGO),Black",$329.99,"Fri, Jan 31",No coupon,https://www.amazon.com/SAMSUNG-Viewfinity-TUV-Certified-Intelligent-LS34A654UBNXGO/dp/B0BLT79X2G/ref=sr_1_31?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-31,2025-01-20 16:06:54,SAMSUNG,34 Inches,QHD Ultra Wide 1440p,21:9,Matte
"24 Inch Gaming Monitor with 165hz/144hz, IPS 1ms, FHD 1080p and HDR 10 | PC Computer Monitor with 105% sRGB, Bluelight Filter, 2 HDMI & 1 DP Port, Support Freesync and VESA",$89.99,"Tue, Feb 4",No coupon,https://www.amazon.com/Viewedge-Monitor-Computer-Bluelight-Freesync/dp/B0CSS9X886/ref=sr_1_32?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-32,2025-01-20 16:06:54,Viewedge,24 Inches,FHD 1080p,16:9,Glossy
"Acer K202Q bi 19.5-inch Professional HD+ (1600 x 900) Monitor, 75Hz Refresh Rate, VESA Mountable, VisionCare Technologies, BlueLight Filter & Flickerless Technology (HDMI Port & VGA Port),Black",$59.99,"Fri, Jan 31",No coupon,https://www.amazon.com/Professional-VisionCare-Technologies-Flickerless-Technology/dp/B0C4C69HG7/ref=sr_1_33?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-33,2025-01-20 16:06:54,acer,19.5 Inches,HD+,16:9,Glossy
"AOC Q27G4XN 27"" Gaming Monitor, 2K QHD 2560x1440, 180Hz 1ms, Adaptive-Sync, Height Adjustable, 2X HDMI 2.0, 1x Display Port, Xbox/PS5/Switch Ready, 3-Year Zero-Bright-dot",$159.99,"Mon, Feb 3",No coupon,https://www.amazon.com/AOC-Q27G4XN-Adaptive-Sync-Adjustable-Zero-Bright-dot/dp/B0CPHW5JQY/ref=sr_1_34?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-34,2025-01-20 16:06:54,AOC,27 Inches,QHD Wide 1440p,16:9,Glossy
Acer Nitro 23.8 Inch WQHD 2560 x 1440 ZeroFrame Design PC Gaming Monitor | AMD FreeSync | Up to 180Hz Refresh | Up to 0.5ms (G to G) | 1 x Display Port 1.4 and 2 x HDMI 2.0 Ports | VG240YU Mbiipx,$149.99,"Tue, Feb 4",No coupon,https://www.amazon.com/ZeroFrame-Monitor-FreeSync-Refresh-Display/dp/B0DJ9WTN3N/ref=sr_1_35?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-35,2025-01-20 16:06:54,acer,23.8 Inches,QHD Wide 1440p,16:9,Glossy
"ASUS TUF Gaming 27” 1440P HDR Monitor (VG27AQ3A) – QHD (2560 x 1440), 180Hz, 1ms, Fast IPS, 130% sRGB, Extreme Low Motion Blur Sync, Speakers, Freesync Premium, G-SYNC Compatible, HDMI, DisplayPort",$199.00,"Fri, Jan 31",No coupon,https://www.amazon.com/ASUS-Gaming-1440P-Monitor-VG27AQ3A/dp/B0BZR9TMBJ/ref=sr_1_36?dib=eyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8&dib_tag=se&keywords=monitor&qid=1737385610&sr=8-36,2025-01-20 16:06:54,ASUS,27 Inches,QHD Wide 1440p,16:9,Matte
SANSUI Monitor 24 inch 100Hz USB Type-C Computer Monitor丨FHD 1080P PC Monitor丨HDMI丨FreeSync丨HDR丨Earphone Jack丨 Ergonomic Tilt for Home and Office,$79.99,"Fri, Jan 31",10% off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjQ0NDY3NTU1NzgyNjc5OjE3MzczODU2MTA6c3BfYnRmOjMwMDQ5Njk5NjMwMTYwMjo6MDo6&url=%2FSANSUI-Computer-Monitor%25E4%25B8%25A8FHD-Monitor%25E4%25B8%25A8HDMI%25E4%25B8%25A8FreeSync%25E4%25B8%25A8HDR%25E4%25B8%25A8Earphone-Ergonomic%2Fdp%2FB0D22TVRWH%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385610%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-20 16:06:54,SANSUI,24,FHD 1080p,16:9,Matte
"AYY Portable Monitor 15.6 Inch Full HD 1080P IPS 60Hz 30ms Response Ultra-Thin Monitor with Magnetic Case USB Type-C Mini-HDMI, Adjustable Stand, Built-in Speakers Ideal for Gaming/Travel",$59.99,"Thu, Jan 30",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNjQ0NDY3NTU1NzgyNjc5OjE3MzczODU2MTA6c3BfYnRmOjMwMDYzMDg1Mjc5MzgwMjo6MDo6&url=%2FAYY-15-6-Inch-Ultra-Thin-Mini-HDMI-Adjustable%2Fdp%2FB08SQ6N19W%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.pKrrcJK7Tjgqr114LYFVdLdszzkUPg0bSsv4R06ztmjHJFXEa3YZF-Ca3FgCpB3Ytn6884XsVoZARfdyvfSh_h0BY6hvSN_HZTs4OIca7ow1BKSwqjby8eqneZKEDcv4RHTktaFh7ohTv8g8C51MI2qjZ-LfW6ruUpFagftHFOeCS95DoiF1L5EpzJFUybcJ_CSpaxkhk5R_drxpVv5v6rOIRcVp7IAGQx8fxNXMSQY.1pzV9TR9fNgA2hpDhsK1HI6llftAmRb3d4-62Allic8%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385610%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-20 16:06:54,AYY,15.6 Inches,FHD 1080p,16:9,Glossy
"Single Monitor Arm Holds to 28.6 lbs, Ultrawide Monitor Stand for 35 inch Screens, Fully Adjustable Monitor Mount with Premium Aluminum&Gas Spring, C-Clamp & Grommet Base, VESA 75x75 or 100x100mm",$79.00,No promotion,No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMzk0MTkxOTAxOTU5MTUwOjE3MzczODU2Mjg6c3BfYXRmX25leHQ6MzAwNTU0NTIyODI2MTAyOjowOjo&url=%2FMonitor-Ultrawide-Adjustable-Aluminum-100x100mm%2Fdp%2FB0DB1FB32Q%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.KzlizDcPIbhNlsuEwQ-hgwurIDBIi3-oyKBRTWvFWTp0jh0Ctaz193IyJNM_6KQPYHyuP4mEMK4g7QsXLa9yIYzvZrMIwt19x-Nz4OKgMUorByz4TG73npt7YW0jmtkMlNnWRjjgW1LtzJME9IQXPyLidYcpF7la32e68v_Ihu72uVEn70Y5mddigZ2dU8yj60e4KgWHEMaHRE_XBWh5zXWaP-RZPlpASdunRPIa-hg.iCjlMuUYVOdTkqM-PMBhkMRvRj1OArHUVXcQnO4BgG8%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385628%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-20 16:07:10,NearHub,Data not available,Data not available,Data not available,Data not available
"CRUA 30Inch Ultrawide Curved Monitor, 21:9 WFHD(2560x1080P) VA Computer Monitor, 99% sRGB 100HZ 1500R PC Monitors Support FreeSync, Wall-Mounted, with HDMI/DP Display Port-Black",$149.99,"Fri, Jan 31",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMzk0MTkxOTAxOTU5MTUwOjE3MzczODU2Mjg6c3BfYXRmX25leHQ6MzAwMjcxNzczNzI2ODAyOjowOjo&url=%2FCRUA-30Inch-Ultrawide-Curved-Monitor%2Fdp%2FB0CYZ5ZX6V%2Fref%3Dsr_1_34_sspa%3Fdib%3DeyJ2IjoiMSJ9.KzlizDcPIbhNlsuEwQ-hgwurIDBIi3-oyKBRTWvFWTp0jh0Ctaz193IyJNM_6KQPYHyuP4mEMK4g7QsXLa9yIYzvZrMIwt19x-Nz4OKgMUorByz4TG73npt7YW0jmtkMlNnWRjjgW1LtzJME9IQXPyLidYcpF7la32e68v_Ihu72uVEn70Y5mddigZ2dU8yj60e4KgWHEMaHRE_XBWh5zXWaP-RZPlpASdunRPIa-hg.iCjlMuUYVOdTkqM-PMBhkMRvRj1OArHUVXcQnO4BgG8%26dib_tag%3Dse%26keywords%3Dmonitor%26qid%3D1737385628%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-20 16:07:10,CRUA,29.5 Inches,FHD 1080p Ultra Wide,21:9,Matte
