title,price,promo,coupon,product_url,collection_date,brand,model_name,screen_size,operating_system,memory_storage_capacity,battery_capacity,battery_cell_composition,shape
"Smart Watch for Men Women(Answer/Make Calls), 1.85"" HD Touch Screen Fitness Watch with Sleep Heart Rate Monitor, 112 Sports Modes, IP68 Waterproof Activity Trackers Compatible with Android iOS, Black",$19.99,"Thu, Jan 30",No coupon,https://www.amazon.com/Fitness-Waterproof-Activity-Trackers-Compatible/dp/B0DQKWHWTN/ref=sr_1_42?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-42,2025-01-20 17:57:12,aycy,Answer/Make Calls,1.85 Inches,Either Wear OS or Tizen,Data not available,Data not available,Lithium Polymer,Rectangular
"Military Smart Watch for Men(Answer/Dial Calls),100 Sports Modes, 5ATM Waterproof Fitness Watch with Heart Rate/SpO2/Blood Pressure for Android and iOS,1.39''HD DIY Screen Smartwatch Black",$55.99,"Thu, Jan 30",25% off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MDEyNTM3NDA4MzE3NDk5OjE3MzczOTIyMzA6c3BfbXRmOjMwMDYwODQ0MTAzNjEwMjo6MDo6&url=%2FMilitary-Waterproof-Fitness-Pressure-Smartwatch%2Fdp%2FB0BYRMQ3NJ%2Fref%3Dsr_1_43_sspa%3Fdib%3DeyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392230%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-20 17:57:12,SUNKTA,Data not available,1.39 Inches,Android,128 MB,400 Milliamp Hours,Lithium Polymer,Round
"Military Smart Watch for Men with Blood Pressure (Answer/Make Call), Rugged Tactical Smartwatch for Android and iPhone, 10 ATM Waterproof Outdoor Sports Fitness Tracker with Heart Rate, Sleep Monitor",$55.99,"Thu, Jan 30",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MDEyNTM3NDA4MzE3NDk5OjE3MzczOTIyMzA6c3BfbXRmOjMwMDE5NjE1ODMxOTgwMjo6MDo6&url=%2FRgthuhu-Military-Tactical-Smartwatch-Waterproof%2Fdp%2FB0BW47XT5H%2Fref%3Dsr_1_44_sspa%3Fdib%3DeyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392230%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-20 17:57:12,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"Smart Watch for Women Alexa Built-in, 1.95"" Fitness Tracker with Answer/Make Calls, IP68 Waterproof/Heart Rate/Sleep Tracker/100 Sport Modes, Fitness Watch Compatible Android iOS",$35.95,"Fri, Jan 31",$5.00 off coupon applied,https://www.amazon.com/TOOBUR-Fitness-Tracker-Waterproof-Compatible/dp/B0C4GN5QZ1/ref=sr_1_45?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-45,2025-01-20 17:57:12,TOOBUR,IDW16,1.95 Inches,Android 6.0+ / iOS 9.0+,Data not available,Data not available,Lithium Polymer,Rectangular
"Samsung Galaxy Watch FE 40mm Bluetooth AI Smartwatch w/Fitness Tracking, BIA Sensor, Personalized HR Zones, Heart Rate Tracker, Sleep Monitor, 2024, Black [US Version, 1Yr Manufacturer Warranty]",$169.99,"Thu, Jan 30",No coupon,https://www.amazon.com/SAMSUNG-Bluetooth-Smartwatch-Personalized-Manufacturer/dp/B0D3216K2G/ref=sr_1_46?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-46,2025-01-20 17:57:12,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"Amazfit Balance Smart Watch 46mm with Body Composition & Health Analysis, Sleep Recovery, GPS, Alexa Built-In, Bluetooth Calling, 14-Day Battery Life, 150+ Sports Modes, for Android iPhone, Black",$159.99,"Thu, Jan 30",No coupon,https://www.amazon.com/Amazfit-Balance-Fitness-Composition-Bluetooth/dp/B0C7GGYS7M/ref=sr_1_47?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-47,2025-01-20 17:57:12,Amazfit,Data not available,46 Millimeters,Zepp OS 4,4 GB,Data not available,Lithium Polymer,Round
"Amazfit T-Rex 3 Rugged/Military Smart Watch 48mm, GPS (with Privacy), Offline Maps, Long Battery Life,328 Feet Water-Resistant, 170 Fitness/Sport Modes, AI, Voice Control, for Android or iPhone, Lava",$234.99,"Thu, Jan 30",No coupon,https://www.amazon.com/Amazfit-Military-Privacy-Offline-Water-Resistant/dp/B0DHZDCF6W/ref=sr_1_48?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-48,2025-01-20 17:57:12,Amazfit,Data not available,1.5 Inches,Zepp OS 4.0,26 GB,Data not available,Lithium Polymer,Round
"Smart Watches for Women [Make Call/Answer/400+Watch Face] Android & iPhone Compatible, 1.27"" Fitness Tracker 24/7 Heart Rate Sleep Steps SpO2 Monitor, IP68 Waterproof Valentines Gifts,3 Bands (20mm)",$49.99,"Thu, Jan 30",$20.00 off coupon applied,https://www.amazon.com/Watches-Android-Compatible-Waterproof-Valentines/dp/B0DFY9VGW9/ref=sr_1_49?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-49,2025-01-20 17:57:12,Data not available,Data not available,1.27 Inches,iPhone & Android,128 MB,250 Milliamp Hours,Lithium Polymer,Round
"SAMSUNG Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health, Fitness, Running, Sleep Cycles, GPS Fall Detection, Bluetooth, US Version, SM-R860NZDAXAA, Pink Gold",$149.00,No promotion,No coupon,https://www.amazon.com/Samsung-Galaxy-Watch-Smartwatch-Detection/dp/B096BK7W5M/ref=sr_1_50?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-50,2025-01-20 17:57:12,Data not available,Data not available,1.2 Inches,watchOS 4,16 GB,247 Milliamp Hours,Lithium Ion,"Heart,Irregular"
"Smart Watch, 1.91""HD Screen Smartwatch for Women Men (Answer/Make Call), 2025 Fitness Trackers Heart Rate/Sleep Monitor, SpO2, Pedomete IP68 Waterproof,110+ Sport Modes Smart Watches for Android IOS",$29.99,"Thu, Jan 30",$5.00 off coupon applied,https://www.amazon.com/Smartwatch-Fitness-Trackers-Pedomete-Waterproof/dp/B0DFCT6TQD/ref=sr_1_51?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-51,2025-01-20 17:57:12,Dyurwa,T60,1.91 Inches,Android Wear 1.4,Data not available,Data not available,Lithium Polymer,Rectangular
"Amazfit Bip 3 Pro Smart Watch, Step Tracking, Heart Rate Monitor, Blood Oxygen Measurement, GPS, 14-Day Battery Life, Sleep Quality Analysis, Customizable Watch Faces (Black)",$59.99,"Fri, Jan 31",No coupon,https://www.amazon.com/Amazfit-Tracking-Measurement-Analysis-Customizable/dp/B09X1NN4YS/ref=sr_1_52?dib=eyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY&dib_tag=se&keywords=smart+watch&qid=1737392230&sr=8-52,2025-01-20 17:57:12,Amazfit,Data not available,1.69 Inches,Amazfit OS,2300 MB,Data not available,Lithium Ion,Square
"BENIO Smart Watch, Health Fitness Tracker Watch for Men Women IP68 Waterproof, Multi-Sport Mode Activity Tracker, Heart Rate/SpO2/Sleep/Stress Pedometer Step Calorie Counter for Android & iPhone",$23.09,"Tue, Feb 4",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MDEyNTM3NDA4MzE3NDk5OjE3MzczOTIyMzA6c3BfYnRmOjMwMDQ0MDQxODMwNDIwMjo6MDo6&url=%2FBENIO-Waterproof-Multi-Sport-Activity-Pedometer%2Fdp%2FB0DBHG6NSQ%2Fref%3Dsr_1_53_sspa%3Fdib%3DeyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392230%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-20 17:57:12,BENIO,Data not available,1.39 Inches,BENIO Fit APP,Data not available,240 Milliamp Hours,Lithium Polymer,Round
"Smart Watches for Men, Bluetooth Call Military Smart Watch, Waterproof Fitness Tracker with Heart Rate/Blood Oxygen/Sleep Monitor/124 Sports Modes, Tactical Watch for Android Phones & iPhone (Black)",$39.99,"Thu, Jan 30",10% off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MDEyNTM3NDA4MzE3NDk5OjE3MzczOTIyMzA6c3BfYnRmOjMwMDYxODMwODc3NTYwMjo6MDo6&url=%2FWatches-Bluetooth-Military-Waterproof-Tactical%2Fdp%2FB0DF71FLHG%2Fref%3Dsr_1_54_sspa%3Fdib%3DeyJ2IjoiMSJ9.3A6SpGMXMAIz_z0naWAnhkOz5SFA8dIdRIcQSKLdlduesBUe1QwyhP7amJck2WHM8Iwey8ibyIJnQ_6pLc-0TQA3fJcKSAkQknFREp0Ma8BeOjIeA9N7PqYkJuBsPFEJakPWQh-aXJ72EgJOnchiMHNbPa0ngSZG076xlqMKXvalH1u3EmZOb_gl2_S6fX-pL7b2MHGpKpVcHqRIKWXz-WjSPkKnAbPI9wJp4SsBdF4.ln1YRtN0yiS5wHB5hDguYKveN_3YoIyXXn9UFyUoILY%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392230%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-20 17:57:12,Data not available,Data not available,1.52 Inches,with most iOS 9.0 and Android 6.0 and above,128 MB,410 Milliamp Hours,Lithium Polymer,Round
"Smart Watches for Men, Bluetooth Call Military Smart Watch, Waterproof Fitness Tracker with Heart Rate/Blood Oxygen/Sleep Monitor/124 Sports Modes, Tactical Watch for Android Phones & iPhone (Black)",$39.99,"Thu, Jan 30",10% off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxOTAzODE1NTYxNTc4NDIxOjE3MzczOTIyNDE6c3BfYXRmX25leHQ6MzAwNjE4MzA4Nzc1NjAyOjowOjo&url=%2FWatches-Bluetooth-Military-Waterproof-Tactical%2Fdp%2FB0DF71FLHG%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392241%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-20 17:57:23,Data not available,Data not available,1.52 Inches,with most iOS 9.0 and Android 6.0 and above,128 MB,410 Milliamp Hours,Lithium Polymer,Round
"Military Smart Watches for Men(Answer/Make Calls) with LED Flashlight,530mAh Large Battery,1.43’’ AMOLED Heart Rate/Sleep Monitor 5ATM Waterproof Smartwatch for Android iOS,100+Sport Modes,3 Straps",$76.99,"Thu, Jan 30",40% off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxOTAzODE1NTYxNTc4NDIxOjE3MzczOTIyNDE6c3BfYXRmX25leHQ6MzAwNjIyMTc2MTUzMTAyOjowOjo&url=%2FMilitary-Watches-Flashlight-Waterproof-Smartwatch%2Fdp%2FB0D6Z4Q45N%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA%26dib_tag%3Dse%26keywords%3Dsmart%2Bwatch%26qid%3D1737392241%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-20 17:57:23,LIGE,EF5 3 Straps,1.43 Inches,Data not available,Data not available,530 Milliamp Hours,Lithium Polymer,Round
"Smart Watches for Women [Make Call/Answer/400+Watch Face] Android & iPhone Compatible, 1.27"" Fitness Tracker 24/7 Heart Rate Sleep Steps SpO2 Monitor, IP68 Waterproof Valentines Gifts,3 Bands (20mm)",$49.99,"Thu, Jan 30",$20.00 off coupon applied,https://www.amazon.com/Watches-Android-Compatible-Waterproof-Valentines/dp/B0DFY9VGW9/ref=sr_1_51?dib=eyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA&dib_tag=se&keywords=smart+watch&qid=1737392241&sr=8-51,2025-01-20 17:57:23,Data not available,Data not available,1.27 Inches,iPhone & Android,128 MB,250 Milliamp Hours,Lithium Polymer,Round
"Fossil Men's Gen 6 44mm Stainless Steel and Silicone Touchscreen Smart Watch, Color: Black (Model: FTW4061V)",$147.36,"Thu, Jan 30",No coupon,https://www.amazon.com/Fossil-Stainless-Steel-Silicone-Touchscreen/dp/B09B2YNGSN/ref=sr_1_52?dib=eyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA&dib_tag=se&keywords=smart+watch&qid=1737392241&sr=8-52,2025-01-20 17:57:23,Fossil,Data not available,44 Millimeters,"Android,Ios",8 GB,Data not available,Lithium Ion,Round
"Amazfit Bip 3 Pro Smart Watch, Step Tracking, Heart Rate Monitor, Blood Oxygen Measurement, GPS, 14-Day Battery Life, Sleep Quality Analysis, Customizable Watch Faces (Black)",$59.99,"Fri, Jan 31",No coupon,https://www.amazon.com/Amazfit-Tracking-Measurement-Analysis-Customizable/dp/B09X1NN4YS/ref=sr_1_53?dib=eyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA&dib_tag=se&keywords=smart+watch&qid=1737392241&sr=8-53,2025-01-20 17:57:23,Amazfit,Data not available,1.69 Inches,Amazfit OS,2300 MB,Data not available,Lithium Ion,Square
"Smart Watch, 1.91""HD Screen Smartwatch for Women Men (Answer/Make Call), 2025 Fitness Trackers Heart Rate/Sleep Monitor, SpO2, Pedomete IP68 Waterproof,110+ Sport Modes Smart Watches for Android IOS",$29.99,"Thu, Jan 30",$5.00 off coupon applied,https://www.amazon.com/Smartwatch-Fitness-Trackers-Pedomete-Waterproof/dp/B0DFCT6TQD/ref=sr_1_54?dib=eyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA&dib_tag=se&keywords=smart+watch&qid=1737392241&sr=8-54,2025-01-20 17:57:23,Dyurwa,T60,1.91 Inches,Android Wear 1.4,Data not available,Data not available,Lithium Polymer,Rectangular
"Google Pixel Watch 2 (Previous Model) with the Best of Fitbit - Heart Rate Tracking, Stress Management, Safety Features - Android Smartwatch - Matte Black Aluminum Case - Obsidian Active Band - WI-FI",$239.99,"Thu, Jan 30",No coupon,https://www.amazon.com/Google-Pixel-Watch-Best-Fitbit/dp/B0CCQ7DNQL/ref=sr_1_55?dib=eyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA&dib_tag=se&keywords=smart+watch&qid=1737392241&sr=8-55,2025-01-20 17:57:23,Data not available,Data not available,1.61 Inches,Android,32 GB,3E+2 Milliamp Hours,Lithium Ion,Round
"Garmin Forerunner 55, GPS Running Watch with Daily Suggested Workouts, Up to 2 weeks of Battery Life, Black - 010-02562-00",$165.49,"Thu, Jan 30",No coupon,https://www.amazon.com/Garmin-Forerunner-Running-Suggested-Workouts/dp/B092RCLKHN/ref=sr_1_56?dib=eyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA&dib_tag=se&keywords=smart+watch&qid=1737392241&sr=8-56,2025-01-20 17:57:23,Garmin,"Forerunner 55, Black",1.04 Inches,Data not available,Data not available,Data not available,Lithium Polymer,Heart
"Smart Watch,Answer/Make Call,HD Smart Watch for Women Men,Fitness Tracker with 100+ Sport Modes, IP68,Heart Rate/Sleep Monitor, Spo2, Pedometer, Activity Tracker for Android iOS (Pink)",$23.99,"Thu, Jan 30",No coupon,https://www.amazon.com/DIVElink-Fitness-Tracker-Pedometer-Activity/dp/B0DDTJS7RM/ref=sr_1_57?dib=eyJ2IjoiMSJ9.QFKZsom6mE7jNgyIZi0LMSdsBhhWced1WPra-p5MxeJZlGc2QMopb7sOYsC_MjtwAZLVI4osrdQxqFWRchNFAtxnJI7nNrH3rOvLJMoMq3sk5voJtu0tu65xd4BNGMWAtjQX3GOKQ-M2hiIsATTYvTuRNVsx-lOaxOywR_Jnmc3I3aFBPSh241nH_89KGQJ-JfhjO45PY2vhj6mVx-lHOMurhsk_YWS2xYWfyfV52yo.6nqNQuAMg5hOIEZN-lQfamVChVn8CCEQVA6oXBuMamA&dib_tag=se&keywords=smart+watch&qid=1737392241&sr=8-57,2025-01-20 17:57:23,DIVElink,Data not available,1.23 Inches,RTOS,Data not available,3E+2 Milliamp Hours,Lithium Polymer,Round
