title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Processors and Cores,GPU Manufacturing Process,Bus Standard,Model ID,Part Number,Memory,Graphics Technologies Supported,DVI and HDMI Interface,Other Interface,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,Power Supply Required,Shader,Cooling and Heatsink,3D Support,VGA/D-SUB Output,Mini HDMI,HD Content Support,Supported OS,Dimensions,Weight,Memory Bandwidth,Maximum Resolution,Software Included,Additional Features,RAMDAC Clock Speed,Other System Requirements
ZEBRONICS NVIDIA GT730 4 GB DDR3 Graphics Card,"₹2,748",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/k/3/g/gt730-zebronics-original-imah6y8ejd9m5bwu.jpeg?q=70,https://www.flipkart.com/zebronics-nvidia-gt730-4-gb-ddr3-graphics-card/p/itm98812b52228f0?pid=GRCG92VDHGPFASRY&lid=LSTGRCG92VDHGPFASRYP0TXK0&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_81&otracker=search&fm=organic&iid=en_w2ecq08W34EykjzukF9YpuAtzuRThN3HtDO8YLFqpBIAwfCnIH-RGpTCwKmDqPukcPtbcK8JzxXKw_kO3EPSfg%3D%3D&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,Pack of 1,ZEBRONICS,NVIDIA GT730,144 MHz,,,SERIAL,GT730,1234,"64-bit, 4 GB DDR3 Memory with 1333 MHz",Microsoft DirectX v11,"0 x DVI Output Out, No x Dual Link DVI Out, 1 x HDMI Output Out","1 x Display Port Out, 0 x Mini Display Port Out",1,1,DAMAGES,1,450 W,Clock speed of 1333 MHz,yes,Yes support,1xVGA DSub Output,0 x Mini HDMI Output,HDTV Support,windows10/11,50 x 50 x 50 mm,2 g,,,,,,
"Zorbes NVIDIA Graphics Card Bracket, GPU Stand,Graphics...",₹594,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/j/y/n/graphics-card-bracket-gpu-stand-graphics-card-gpu-brace-zorbes-original-imahywmbhhhsdjzh.jpeg?q=70,https://www.flipkart.com/zorbes-nvidia-graphics-card-bracket-gpu-stand-graphics-brace-1-gb-ddr3/p/itm77be3283e7180?pid=GRCGTCECBQ9RUGJH&lid=LSTGRCGTCECBQ9RUGJHARHZG7&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_85&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCGTCECBQ9RUGJH.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nVIDIA NVIDIA PCI Express Multiplier Riser Card for Min...,"₹2,364",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l22724w0/graphics-card/5/3/c/pci-express-multiplier-riser-card-for-mining-device-nvidia-original-imagdhzjaf58zzmb.jpeg?q=70,https://www.flipkart.com/nvidia-pci-express-multiplier-riser-card-mining-device-16-gb-gddr5-graphics/p/itm6db132f9e2ab4?pid=GRCGDHZJRHGTV4FM&lid=LSTGRCGDHZJRHGTV4FM5AAEPP&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_89&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCGDHZJRHGTV4FM.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,NA,nVIDIA,NVIDIA NVIDIA and ATI,120 MHz,,,3.0,PCI Express Multiplier Riser Card for Mining Device,4 port Riser Card Converter,"64-bit, 16 GB GDDR5 Memory",,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,
Inno3D NVIDIA GeForce RTX 3050 TWIN X2 8 GB GDDR6 Graph...,"₹20,371",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/r/s/d/geforce-rtx-3050-twin-x2-inno3d-original-imagvh5bffc7r8pg.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-3050-twin-x2-8-gb-gddr6-graphics-card/p/itm0b52810f27369?pid=GRCGVH5BG3GAWEJK&lid=LSTGRCGVH5BG3GAWEJK5JK5JN&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_93&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCGVH5BG3GAWEJK.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,Graphic Card,Inno3D,NVIDIA GEFORCE RTX 3050,1777 MHz,2560 CUDA Cores,,PCI-E 4.0,GeForce RTX 3050 TWIN X2,N30502-08D6-1711VA41,"128-bit, 8 GB GDDR6 Memory",,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,HDCP Support,"Windows 10, Linux, FreeBSDx86",120 x 222 mm,,,7680x4320 (Digital),,,,
ZEBRONICS NVIDIA Gt610 2Gb graphics card 2 GB DDR3 Grap...,"₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/x/n/q/zebronics-gt610-2gb-graphics-card-c-computer-original-imah4nhnctazw6wu.jpeg?q=70,https://www.flipkart.com/zebronics-nvidia-gt610-2gb-graphics-card-2-gb-ddr3/p/itmf90c3c8d31ae1?pid=GRCH4NMY8ZAHGYBT&lid=LSTGRCH4NMY8ZAHGYBTOER7VD&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_97&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCH4NMY8ZAHGYBT.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,1 graphics_card,ZEBRONICS,NVIDIA zebronics,1000 MHz,,,Pcie 2.0,Gt610 2Gb graphics card,gt 610,"64-bit, 2 GB DDR3 Memory",,,,NA,not working,damage,by service center,,,,,,,,,,,,,,,,
ASUS NVIDIA GeForce GT 730 2 GB GDDR5 Graphics Card,"₹7,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ks99aq80/graphics-card/p/9/g/geforce-gt-730-asus-original-imag5v72yeytvtjn.jpeg?q=70,https://www.flipkart.com/asus-nvidia-geforce-gt-730-2-gb-gddr5-graphics-card/p/itm31b8ed5c3e5b6?pid=GRCG5V72GVXHAZ5B&lid=LSTGRCG5V72GVXHAZ5BZK4RTG&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_101&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCG5V72GVXHAZ5B.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,1 x Graphics Card,ASUS,NVIDIA GeForce GT 730,903 MHz,384 CUDA Cores,,PCI Express 2.0,GeForce GT 730,GT730-SL-2GD5-BRK,"63-bit, 2 GB GDDR5 Memory",,,,1 Year,Manufacturing Defect,Physical Damage and Burnt,Service Center,,,,,,,,,,,,,,,,
ASRock AMD Radeon RX 7700 XT 12 GB GDDR6 Graphics Card,"₹40,749",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/j/w/v/-original-imah5yvzxrkzuhhe.jpeg?q=70,https://www.flipkart.com/asrock-amd-radeon-rx-7700-xt-12-gb-gddr6-graphics-card/p/itmf217fdbeed5a6?pid=GRCH4JRXSKRJYRSV&lid=LSTGRCH4JRXSKRJYRSVQPCI9J&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_105&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCH4JRXSKRJYRSV.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,"1 Graphics Card, Quick Installation Guide",ASRock,AMD Radeon OpenGL 4.6,2584 MHz,,,PCI Express 4.0 x16,RX 7700 XT,90-GA4QZZ-00CANF,"192-bit, 12 GB GDDR6 Memory",,,,3 Years Warranty,Manufacturing Defects,Physical Damages,On-site,750 W,,,,,,,,,,,,,,,
nVIDIA NVIDIA GEFORCE RTX 2060 Twin X2 6 GB GDDR6 Graph...,"₹34,500",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/w/b/h/geforce-rtx-2060-twin-x2-nvidia-original-imaggp8wzkntghdg.jpeg?q=70,https://www.flipkart.com/nvidia-geforce-rtx-2060-twin-x2-6-gb-gddr6-graphics-card/p/itmdd14f00f164e7?pid=GRCGGP8WAUWWNY9Z&lid=LSTGRCGGP8WAUWWNY9Z2M4FYG&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_109&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCGGP8WAUWWNY9Z.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,Set of 1,nVIDIA,NVIDIA NVIDIA GEFORCE RTX 2060 Twin X2,1680 MHz,,,PCI-E 3.0 X16,GEFORCE RTX 2060 Twin X2,N20602-06D6-1710VA15L,"192-bit, 6 GB GDDR6 Memory",,,,3 year manufacturer warranty,Manufacturing defects,Physical damage and burns,Off Site,,,,,,,,,,,,,,,,
ASRock AMD Radeon RX6600XT CLD 8 GB GDDR6 Graphics Card,"₹39,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l2m78280/graphics-card/i/g/8/rx6600xt-cld-asrock-original-imagdxa2skgpfdkc.jpeg?q=70,https://www.flipkart.com/asrock-amd-radeon-rx6600xt-cld-8-gb-gddr6-graphics-card/p/itm9ddad0e0ac7a3?pid=GRCGDUZMNX5Q8UV8&lid=LSTGRCGDUZMNX5Q8UV8K63KBC&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_113&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCGDUZMNX5Q8UV8.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,"1 Graphic Card, Quick guide",ASRock,AMD Radeon Radeon RX 6600 XT,2000 MHz,2048 Stream Processor,,PCI Express 4.0,RX6600XT CLD,RX6600XT,"128-bit, 8 GB GDDR6 Memory with 16000 MHz",Open GL Optimization v4.6,1 x HDMI Output Out,3 x Display Port Out,3 Years Warranty,Manufacturing Defects,Physical Damages,Carry-in,500 W,,,,,,HDCP Support,,269 x 132 x 41 mm,640 g,256 Gbps,7680 x 4320 (Digital),,"0 dB Silent Cooling, 4GB 64-bit GDDR6, Striped Axial Fan, Hardware Raytracing",2000 MHz,
"Mebako NVIDIA PCI Express Riser Card V014 Pro, GPU Rise...",₹902,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/j/v/b/pci-express-riser-card-v014-pro-gpu-riser-adapter-card-pcie-x1-original-imagz3qgf2furf5h.jpeg?q=70,https://www.flipkart.com/mebako-nvidia-pci-express-riser-card-v014-pro-gpu-adapter-pcie-x1-x16-extender-2-gb-ddr2-graphics/p/itm2b5b753db1400?pid=GRCGZ3QGFZUPAK7Y&lid=LSTGRCGZ3QGFZUPAK7Y3HXUKM&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_3_117&otracker=search&fm=organic&iid=854fa05c-3fb8-4041-ac85-0070d3854a6e.GRCGZ3QGFZUPAK7Y.SEARCH&ppt=None&ppn=None&ssid=p9o07spvb40000001738364169392&qH=ae2a487734c75ca2,2025-01-31 23:56:10,"1 x 60cm USB 3.0 Cable, 1 x SATA to 6Pin Power Cable, 1 x PCI-E 16X Riser Board, 1 x PCI-E 1X Riser Card.",Mebako,NVIDIA GeForce 210,500 MHz,,,PCI Express,"PCI Express Riser Card V014 Pro, GPU Riser Adapter Card PCIE X1 to X16 Extender",PCI Express Riser Card V014 Pro,"64-bit, 2 GB DDR2 Memory",,,,1 Month Warranty,Manufacture Defect Only,"Product External Damage, Burned, Liquids",Product Replacement Warranty,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:56:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:56:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹99,999",4.4,Data not available,https://rukminim2.flixcart.com/image/300/300/l37mtu80/graphics-card/k/9/r/battle-ax-colorful-original-imagedpfkt5a6kzz.jpeg?q=90,URL not available,2025-01-31 23:56:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:56:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEBRONICS NVIDIA GT730 4 GB DDR3 Graphics Card,"₹2,748",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/k/3/g/gt730-zebronics-original-imah6y8ejd9m5bwu.jpeg?q=70,https://www.flipkart.com/zebronics-nvidia-gt730-4-gb-ddr3-graphics-card/p/itm98812b52228f0?pid=GRCG92VDHGPFASRY&lid=LSTGRCG92VDHGPFASRYP0TXK0&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_121&otracker=search&fm=organic&iid=en_ariYc3AEekAtynyrlW1HfIYB81rw4WEjoE8ivi2TZ1WUUDNRIMm0KWTRWfiacYRlcPtbcK8JzxXKw_kO3EPSfg%3D%3D&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,Pack of 1,ZEBRONICS,NVIDIA GT730,144 MHz,,,SERIAL,GT730,1234,"64-bit, 4 GB DDR3 Memory with 1333 MHz",Microsoft DirectX v11,"0 x DVI Output Out, No x Dual Link DVI Out, 1 x HDMI Output Out","1 x Display Port Out, 0 x Mini Display Port Out",1,1,DAMAGES,1,450 W,Clock speed of 1333 MHz,yes,Yes support,1xVGA DSub Output,0 x Mini HDMI Output,HDTV Support,windows10/11,50 x 50 x 50 mm,2 g,,,,,,
ZOTAC NVIDIA RTX 3060 Ti Twin Edge OC LHR 8 GB GDDR6 Gr...,"₹31,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kwtkxow0/graphics-card/u/2/h/rtx-3060-ti-twin-edge-oc-lhr-zotac-original-imag9ez5qgsrzgcp.jpeg?q=70,https://www.flipkart.com/zotac-nvidia-rtx-3060-ti-twin-edge-oc-lhr-8-gb-gddr6-graphics-card/p/itm87a529c3916e7?pid=GRCG9EZ6GZTVUTBG&lid=LSTGRCG9EZ6GZTVUTBGXWIN7W&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_125&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCG9EZ6GZTVUTBG.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geforce NVIDIA 3060 12 GB GDDR6X Graphics Card,"₹60,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/p/u/3060-geforce-original-imah4syfrqawgamk.jpeg?q=70,https://www.flipkart.com/geforce-nvidia-3060-12-gb-gddr6x-graphics-card/p/itm98c61bdac58b7?pid=GRCGG9QKKHJTFMSG&lid=LSTGRCGG9QKKHJTFMSGXOJO1I&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_129&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCGG9QKKHJTFMSG.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASRock AMD Radeon RX6500XT PGD 4 GB GDDR6 Graphics Card,"₹20,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l2m78280/graphics-card/o/r/v/rx6500xt-pgd-asrock-original-imagdxayfp2svavs.jpeg?q=70,https://www.flipkart.com/asrock-amd-radeon-rx6500xt-pgd-4-gb-gddr6-graphics-card/p/itme1ff4493695dd?pid=GRCGDUZMTRDG2TKR&lid=LSTGRCGDUZMTRDG2TKRUQTTVC&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_133&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCGDUZMTRDG2TKR.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,"1 Graphic Card, Quick guide",ASRock,AMD Radeon Radeon RX 6500 XT,2365 MHz,1024 Stream Processor,,PCI Express 4.0 x4,RX6500XT PGD,RX6500XT,"64-bit, 4 GB GDDR6 Memory with 18000 MHz",Open GL Optimization v4.6,1 x HDMI Output Out,1 x Display Port Out,3 Years Warranty,Manufacturing Defects,Physical Damages,Carry-in,400 W,,,,,,HDCP Support,,240 x 129 x 42 mm,459 g,144 Gbps,7680 x 4320 (Digital),,"0 dB Silent Cooling, 4GB 64-bit GDDR6, Striped Axial Fan, Hardware Raytracing",2365 MHz,
Inno3D NVIDIA GEFORCE RTX 3090 iChill Frostbite 24 GB G...,"₹2,03,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0lbrm80/graphics-card/m/k/s/geforce-rtx-3090-ichill-frostbite-inno3d-original-imagcbrbamx8x4ea.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-3090-ichill-frostbite-24-gb-gddr6x-graphics-card/p/itm0dd6562560662?pid=GRCGCBN3AJC2FWQB&lid=LSTGRCGCBN3AJC2FWQBCRMDR6&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_137&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCGCBN3AJC2FWQB.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC 1...,"₹49,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/e/e/b/geforce-rtx-4060-ti-ventus-2x-black-16g-oc-msi-original-imah78mjqpr3sxja.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4060-ti-ventus-2x-black-16g-oc-16-gb-gddr6-graphics-card/p/itm06298d6dd99b8?pid=GRCH77HEWAA7D9GJ&lid=LSTGRCH77HEWAA7D9GJMK8BME&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_141&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCH77HEWAA7D9GJ.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,1 (GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC ),MSI,NVIDIA NVIDIA GeForce RTX 4060 Ti,2625 MHz,,,PCI Express Gen 4 x16 (uses x8),GeForce RTX 4060 Ti VENTUS 2X BLACK 16G OC,16GB GDDR6,"128-bit, 16 GB GDDR6 Memory",,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,199 x 41 x 120 mm,595 g,,,,Good Quality Product,,
Inno3D NVIDIA GeForce RTX 2060 Super Twin X2 OC 8 GB GD...,"₹44,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/q/q/n20602-06d6-1710va15l-geforce-original-imagfwczaukxds3s.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-geforce-rtx-2060-super-twin-x2-oc-8-gb-gddr6-graphics-card/p/itm52537437f3499?pid=GRCFH4HNCHVXZWFT&lid=LSTGRCFH4HNCHVXZWFTSHTWRR&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_145&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCFH4HNCHVXZWFT.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,Graphic Card,Inno3D,NVIDIA GEFORCE RTX 2060,1665 MHz,2176 CUDA Cores,,PCI-E 3.0 X16,GeForce RTX 2060 Super Twin X2 OC,N206S2-08D6X-1710VA15L,"256-bit, 8 GB GDDR6 Memory",,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,220 x 113 x 5 mm,1200 g,14 Gbps,,,,,
srigs NVIDIA gt730ddr3 4 GB DDR3 Graphics Card,"₹3,488",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/r/g/z/zeb-gt-4gd3-srigs-original-imagregsxkhcz6nj.jpeg?q=70,https://www.flipkart.com/srigs-nvidia-gt730ddr3-4-gb-ddr3-graphics-card/p/itm8b0a78baecd25?pid=GRCGRK4BHFTHAPGR&lid=LSTGRCGRK4BHFTHAPGREYWOLW&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_149&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCGRK4BHFTHAPGR.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,1 graphics card,srigs,NVIDIA gt 730,1600 MHz,,,pcie 2.0,gt730ddr3,zebgt730,"128-bit, 4 GB DDR3 Memory",,,,1 YEAR,MANUFACTURING DEFECTS,"PHYSICAL DAMAGE, BURNT, BEND, BROKEN, ALTERED, MODIFIED, SHORT-CIRCUIT",CARRY IN GPU TO SERVICE CENTRE,,,,,,,,,,,,,,,,
"Verilux NVIDIA Card for Key M 2230, 2242, 2260, 2280 Si...",₹536,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/s/g/7/card-for-key-m-2230-2242-2260-2280-size-m-2-ssd-support-pcie-x4-original-imagzry59zgxjjgt.jpeg?q=70,https://www.flipkart.com/verilux-nvidia-card-key-m-2230-2242-2260-2280-size-m-2-ssd-support-pcie-x4-x8-x16-256-mb-gddr5-graphics/p/itmaab7e6563fb65?pid=GRCGE895GZZZ5SZC&lid=LSTGRCGE895GZZZ5SZCOWUATX&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_153&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCGE895GZZZ5SZC.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,Pack of 1 graphic card,Verilux,NVIDIA 210,612 MHz,,,3.0,"Card for Key M 2230, 2242, 2260, 2280 Size M.2 SSD, Support PCIe x4 x8 x16",Support PCIe x4 x8 x16 Slot,"128-bit, 256 MB GDDR5 Memory",,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4060 Ti Ventus 2X Black 8G OC 8 ...,"₹1,06,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/0/g/j/geforce-rtx-4060-ti-ventus-2x-black-8g-oc-msi-original-imagt5y4umhbtzzr.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4060-ti-ventus-2x-black-8g-oc-8-gb-gddr6-graphics-card/p/itm56e5e8e9f7587?pid=GRCGT5Y5SXBSXSJF&lid=LSTGRCGT5Y5SXBSXSJFTHKLU1&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_4_157&otracker=search&fm=organic&iid=262e5753-18e3-45af-b8e2-5ed0f1708776.GRCGT5Y5SXBSXSJF.SEARCH&ppt=None&ppn=None&ssid=k2yhp0cd340000001738364264726&qH=ae2a487734c75ca2,2025-01-31 23:57:54,Graphic Card and Manual,MSI,NVIDIA GeForce RTX 4060 Ti,2580 MHz,,,PCI Express Gen 4 x16 (uses x8),GeForce RTX 4060 Ti Ventus 2X Black 8G OC,GeForce RTX 4060 Ti Ventus 2X Black 8G OC,"128-bit, 8 GB GDDR6 Memory",,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹31,499",3.8,Data not available,https://rukminim2.flixcart.com/image/300/300/kwtkxow0/graphics-card/u/2/h/rtx-3060-ti-twin-edge-oc-lhr-zotac-original-imag9ez5qgsrzgcp.jpeg?q=90,URL not available,2025-01-31 23:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:57:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-31 23:59:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
