title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Operating System,Number of Cores,Processor Name,Processor Speed,Internal Memory,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Third Party App Support,Other Connectivity Features,Display Resolution,Display Size,Display Type,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Number of Buttons,Other Watch Functions,Speaker,Microphone,Voice Control,Width,Height,Thickness,Weight,Domestic Warranty,Notification,Notification Type,Other Features,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Chronograph,Language,Audio Features,Gesture Control,Other Multimedia Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Talk time,Stand By Time,Dial Color,Maximum Operating Altitude,RAM,Flash,Supported Audio Format,Other Dimensions,International Warranty,Diameter,Expandable Memory,Video Features,Primary Camera,Speaker Volume,Supported Video Format,HD Recording,HD Playback,Compatible Operating System
"Noise Crew Go with 1.39"" Display, BT Calling with Metal...","₹1,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/f/6/-original-imah759hrk24uyjw.jpeg?q=70,https://www.flipkart.com/noise-crew-go-1-39-display-bt-calling-metal-strap-7-days-battery-life-smartwatch/p/itm0e03c14e438f7?pid=SMWGZW3CCRQGAWW7&lid=LSTSMWGZW3CCRQGAWW7EFOBHP&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_8_317&otracker=search&fm=organic&iid=en_WTnq1g2Vlv9ooU9kCGadpJi-PSpqoPXf7xmh5myWwm-NjBVaD6f-07cuNxXy5DJEpL1D63jAbQcFaY_GGqZbAUhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=ozkvtobxps0000001738113959418&qH=87968ec020b2016b,1/29/2025 2:25,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-crewgo-meshmtl-gld_gld,"Crew Go with 1.39"" Display, BT Calling with Metal Strap and 7 Days Battery Life",Round,Gold,Stainless steel,Regular,Yes,Yes,1 m,Fitness & Outdoor,Metal,Women,Android & iOS,Gold Link,,"Heart Rate, Accelerometer",,,,Up to 7 Days,Yes,,,,,,,Yes,Yes,,,,v5.3,,10 m,,,,240 x 240 pixel,35.306 mm,TFT,,Yes,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,,,,,,1 Year,Yes,,,,,,,,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",,,Gold,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹2,299",3.5,Data not available,Image not available,URL not available,1/29/2025 2:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_321&otracker=search&fm=organic&iid=en_ayseeEVF4U_jxTpB1y0s4p5RC856tNp1bki3hPPpXpbhyRNjZSXtV4l1Hc7xmi8Z8TuAwfb3TxCDxpix2eklfQ%3D%3D&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",,,240 x 280 Pixels,1.85 inch,TFT,No,Yes,Yes,Yes,100+ Workout Modes,Date and Time,No,No,Yes,,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,Yes,High Brightness,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,600 Hr,Multicolour,,,,,,,,,,,,,,,
Yash Enterprises T800 ULTRA Smart Watch No sim card Ope...,₹750,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/6/k/x/50-t800-smartwatch-android-ios-ghostcreation-yes-original-imah6u2vyhxnqujf.jpeg?q=70,https://www.flipkart.com/yash-enterprises-t800-ultra-smart-watch-no-sim-card-opetion-smartwatch/p/itm2ff7305205ddf?pid=SMWH6XHT74WZVRHZ&lid=LSTSMWH6XHT74WZVRHZMOCUKY&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_325&otracker=search&fm=organic&iid=41315bfa-c6c6-4663-81ee-eaa8ba2ed805.SMWH6XHT74WZVRHZ.SEARCH&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,1,T800 Ultra Smart Watch 28,T800 ULTRA Smart Watch No sim card Opetion Smartwatch NO sim card,Square,Black,Silicone,Free Size,Yes,Yes,10 m,Fitness & Outdoor,METAL,Men & Women,Android & iOS,black,buckle,smartwatch 1,android and ios,Lithium Ion,40 min,4 year,Yes,wireless,android,3,snapdragon,4,4 GB,Yes,Yes,Yes,Yes,Yes,5.3,Yes,40 m,smartwatch,yes,bluetooth,320x320 pixel,50 mm,AMOLED,Yes,Yes,Yes,Yes,smartwatch,date and time,Yes,Yes,Yes,3,,,,Yes,,,,,,all,all,,,Yes,smartwatch,Yes,Yes,bluetooth,,touch,,,,,,72 hr,72 hr,SILVER,10 m,4 GB,,,,,,2 GB,,,,,,,
"Noise Pro 5 1.85 AMOLED Always-on Display, DIY Watch fa...","₹2,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/x/2/-original-imah2ftumhbzd3ky.jpeg?q=70,https://www.flipkart.com/noise-pro-5-1-85-amoled-always-on-display-diy-watch-face-sos-technology-bt-calling-smartwatch/p/itmf3996f6037087?pid=SMWGSGT48J5TMHYN&lid=LSTSMWGSGT48J5TMHYN9S6BFC&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_329&otracker=search&fm=organic&iid=41315bfa-c6c6-4663-81ee-eaa8ba2ed805.SMWGSGT48J5TMHYN.SEARCH&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitpro5-44mm-std-blk_blk,"Pro 5 1.85 AMOLED Always-on Display, DIY Watch face, SoS Technology, BT Calling",Rectangle,Black,Silicone,Regular,Yes,Yes,1.5 m,Fitness & Outdoor,Metal + Polycarbonate,Men & Women,Android & iOS,Black,,"Heart Rate, SpO2, Accelerometer",,,,Upto 7 days,Yes,,,,,,,Yes,Yes,,,,,,10 m,,,,390 x 450 pixel,46.99 mm,AMOLED,,Yes,Yes,Yes,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,
SAMSUNG Watch6 Bluetooth,"₹21,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/z/p/-original-imahfa7xekwfg7cc.jpeg?q=70,https://www.flipkart.com/samsung-watch6-bluetooth/p/itmd0c36140466ad?pid=SMWGRV9XHBFNHK3W&lid=LSTSMWGRV9XHBFNHK3WRAIXJD&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_333&otracker=search&fm=organic&iid=41315bfa-c6c6-4663-81ee-eaa8ba2ed805.SMWGRV9XHBFNHK3W.SEARCH&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,"Smartwatch, Wireless charger, Quick Setup Guide",SM-R940,Watch6 Bluetooth,Round,Silver,"Rubber, Silicone",44mm,Yes,Yes,50 m,Fitness & Outdoor,Aluminum,Men & Women,Android,Silver,Pin Buckle,"Accelerometer, Gyro, Barometer, Ambient Light Sensor, Compass",Android Smartphones & Tablets,Lithium Ion,,Up to 40 hours,Yes,Wireless Charger,Wear OS,2,Exynos W930,1.4 GHz,16 GB,Yes,Yes,Yes,Yes,Yes,v5.3,Yes,10 m,"Answer, Reject, Silent Calls, Speed Dial",,,480 x 480 Pixel,1.47 inch,Super AMOLED,Yes,Yes,Yes,Yes,Personalized HR Zones,Yes,Yes,Yes,Yes,2,,Yes,Yes,Yes,44.4 mm,42.8 mm,9 mm,33.3 mm,1 Year,Yes,"Text, Vibrate, Ring",,"Mode Switch, Angle Change, Zoom-in/out",Yes,,,Yes,Multi Language,Voice Recording,"Answer Calls, Dismiss alerts & calls, Quick Launch",,,,,,,,Silver,,2 GB,,,,,,,,,,,,,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","₹1,198",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/f/m/-original-imagrf4gvgfjj8jf.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itme4d41a7681606?pid=SMWGPHT4WMGGHGGC&lid=LSTSMWGPHT4WMGGHGGC7NH1PB&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_337&otracker=search&fm=organic&iid=en_ayseeEVF4U_jxTpB1y0s4p5RC856tNp1bki3hPPpXpYWwlOxeZ2RQAm5d77glTi7NIlpkMWAGLtPLUIpKqMzaQ%3D%3D&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Orange,,"Real Heart rate, SPO2, Pedometer",,Lithium Polymer,150 min,Upto 5 Days,,,,,,,,Yes,Yes,No,,No,v5.2,,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",,,240 x 283 Pixel,49.53 mm,TFT,No,Yes,Yes,Yes,100+ Workout modes,Date and Time,No,No,Yes,,,Yes,Yes,,,6 mm,,,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.95inch 900 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie's count",,Yes,,,No,"English (default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,,,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",,,,,,,,,,,,,,,,,,
"Boult Drift BT Calling 1.69"" HD Display, 140+ Watchface...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/v/o/-original-imagysbhces2vkrk.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-1-69-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itmc86093ba5f54b?pid=SMWGMH4RUBYE7SHF&lid=LSTSMWGMH4RUBYE7SHFJEOYVO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_341&otracker=search&fm=organic&iid=en_ayseeEVF4U_jxTpB1y0s4p5RC856tNp1bki3hPPpXpbVtKtLPACryuFzqxnOz4c-AhBTIwxCgn9atTfQnu-qVg%3D%3D&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling 1.69"" HD Display, 140+ Watchfaces, Complete Health Monitoring",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Sand Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",,,240 x 280 Pixels,1.69 Inch,TFT,No,Yes,Yes,Yes,60 Workout Modes,Date and Time,No,No,Yes,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year,"Social Media, Messages, Incoming Calls, Emails",Vibrate,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",,Yes,High Brightness,No,No,English,,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,288 Hr,,,,,,,,,,,,,,,,
"Noise Halo 2 1.43"" AMOLED, Rotating Axe-Cut Bezel, Stai...","₹5,174",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/a/u/-original-imah4fkrcjxqdvnm.jpeg?q=70,https://www.flipkart.com/noise-halo-2-1-43-amoled-rotating-axe-cut-bezel-stainless-steel-build-bt-calling-smartwatch/p/itm8914ab85dd055?pid=SMWH2TWHYCFZBAFT&lid=LSTSMWH2TWHYCFZBAFTA5T01P&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_345&otracker=search&fm=organic&iid=41315bfa-c6c6-4663-81ee-eaa8ba2ed805.SMWH2TWHYCFZBAFT.SEARCH&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-halo2-std-gld_blu,"Halo 2 1.43"" AMOLED, Rotating Axe-Cut Bezel, Stainless Steel Build, BT Calling",Round,Blue,Silicone,Regular,Yes,Yes,1 m,Fitness & Outdoor,Metal,Men & Women,Android & iOS,Gold Blue,,"Heart Rate, SpO2, Accelerometer",,,,Up to 7 Days,Yes,,,,,,,Yes,Yes,,,,,,10 m,,,,466 x 466 pixel,37.084 mm,AMOLED,,Yes,Yes,Yes,,Yes,,,Yes,1,,Yes,Yes,,,,,,1 Year,Yes,,,,,,,,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",,,Gold,,,,,,,,,,,,,,,
PunnkFunnk T800 ultra Series 8 smart watch with AI assi...,₹664,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/u/n/49-fl-t800-grey-fg-new-android-ios-tunifi-yes-original-imah5f6gdzzedfhu.jpeg?q=70,https://www.flipkart.com/punnkfunnk-t800-ultra-series-8-smart-watch-ai-assistant-bluetooth-calling-fitness-smartwatch/p/itmde5c565789f10?pid=SMWHYYMEDHSCZEPP&lid=LSTSMWHYYMEDHSCZEPPRG2FKC&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_349&otracker=search&fm=organic&iid=41315bfa-c6c6-4663-81ee-eaa8ba2ed805.SMWHYYMEDHSCZEPP.SEARCH&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,1 smartwatch,Fl_ T800 Grey-FG New,"T800 ultra Series 8 smart watch with AI assistant, bluetooth calling and fitness",Rectangle,Grey,Silicone,2 Inch Large Sunlight Proof Display,Yes,Yes,0.5 m,"Fitness & Outdoor, Health & Medical",Stainless Steel Super Amoled display,Men,Android & iOS,Grey,yes,Fitness Health sports tracker,,Lithium Polymer,100 min,2 Days Max after all things used but Normal 5 Days Battery run Proper,Yes,Wireless Charger,Android and ios,,,,2 GB,Yes,Yes,No,No,No,5,No,10 m,"Take Calls, Reject, Missed Calls, Dial Pad, Contacts",HI watch & hry fine,App and Bluetooth,300X300 pixel,49 mm,AMOLED,Yes,Yes,Yes,Yes,"Heart rate, Blood pressure, Blood oxygen, Time display, Step counting,Calories Distance, with game",Yes,No,Yes,Yes,3,"Heart rate, Blood pressure, Blood oxygen, Time display, Step counting,Calories Distance,, BT call?Play music?Messages reminder?Pedometer?Distance?Calories?Sleep monitoring?Heart rate?Calendar?Raise-to-wake?Intelligent
voice?Call records?SMS?Alarm?Remote camera?Dial?Phone book?Calculator?Clock?Ringtone settings,body temperature monitor
Waterproof: IP67 Waterproof",Yes,Yes,Yes,,,,,3 Months,"Call reminder, SMS Reminder, Health and fitness reminder, App notifications, Alarm and calendar reminder",vibrate and ringing,"Best watch: Recognized for its outstanding performance and user satisfaction., Fashion watch: Combines style with functionality for a trendy look., Luxury watch: A premium timepiece crafted with high-quality materials and superior design.",remote Sutter,Yes,"Sunlight Proof display, 2 Inch Large Display, All words & apps clearly view no small app no small word, Amoled display",No,No,English,Noise Cancellation,"Make Calls, Answer Calls, Mute Rejects Calls, Missed calls show, Contacts",Music controlMaking and receiving calls:health and fitnessApp Notifications,3 month warranty,3 month warranty,Manufacturing Defects,Physical Damage,1 hr,50 hr,Gold,10 m,768 MB,yes,Mp3,,0 Months,,,,,"Low 40 dB, Medium 60 dB, High 100 dB",,,,
"Fire-Boltt Astra Luxury Stainless Steel Smart Watch, Bl...","₹1,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/g/t/-original-imagz4d64vna6rku.jpeg?q=70,https://www.flipkart.com/fire-boltt-astra-luxury-stainless-steel-smart-watch-bluetooth-calling-1-28-display-smartwatch/p/itmc963e4695d332?pid=SMWGVSJFPAYBFXGK&lid=LSTSMWGVSJFPAYBFXGK4UHPAT&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_353&otracker=search&fm=organic&iid=41315bfa-c6c6-4663-81ee-eaa8ba2ed805.SMWGVSJFPAYBFXGK.SEARCH&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,"1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card",BSW143,"Astra Luxury Stainless Steel Smart Watch, Bluetooth Calling with 1.28 Display",Round,Gold,Stainless steel,Free Size,Yes,Yes,1 m,Fitness & Outdoor,"Zinc alloy, vacuum plating",Men & Women,Android & iOS,Gold Black,Buckle,"Bluetooth Calling, Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously Accelerometer, Barometer, Gyro Sensor, Light Sensor.",,Lithium Ion,120 min,Upto 7 Days,Yes,USB Cable,,,,,,Yes,Yes,,,,v5.0,,10 m,"Reject Calls, Silent Calls, Answer Calls",,,240 x 295 Pixel,32.512 mm,TFT,Yes,Yes,Yes,Yes,"Automatic Motion Recognition
360 Health Cover – SpO2, Heart Rate & Sleep Monitoring, Breathe Monitoring
Smart Alarm, Sedentary Reminder Notifications",Yes,No,No,Yes,,,,,,43.8 mm,13 mm,13 mm,50 g,,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibration,"1.28"" Round Display
Luxury Stainless Steel Smartwatch
Single BT Connection for faster secure and low power consumption use
Bluetooth Calling Smartwatch to make and receive calls on the go
Inbuilt Speaker & Mic for HD Calling experience with a microphone
AI Voice Assistant for on the go commands and ease of work
120+ sports modes in built for best in class fitness goals
Classic Dial Finish with stylish stainless steel bands for sleek look and feel
360 Health Cover with this smartwatch 
Track your heart rate with latest chipset, it can svae upto 7 days data for future comparisiion
Track your SpO2 levels with Cyclone Pro for best health
Manage your sleep cycles to ensure you get a healthy sleep
Get all the smartphone notifications on the watch 
Remote control your Music Player & Camera through the watch",,No,,Yes,Yes,English,,Wrist Wake Function,,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defects,Physical & Water Damage,,,,,,,,,,,,,,,,,,
"Noise Crew Go with 1.39"" Display, BT Calling with Metal...","₹1,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/f/6/-original-imah759hrk24uyjw.jpeg?q=70,https://www.flipkart.com/noise-crew-go-1-39-display-bt-calling-metal-strap-7-days-battery-life-smartwatch/p/itm0e03c14e438f7?pid=SMWGZW3CCRQGAWW7&lid=LSTSMWGZW3CCRQGAWW7EFOBHP&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_9_357&otracker=search&fm=organic&iid=en_ayseeEVF4U_jxTpB1y0s4p5RC856tNp1bki3hPPpXpa9ZHncXIYJdcD4GDyNm80CpL1D63jAbQcFaY_GGqZbAUhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=x1i8dqju5s0000001738114001367&qH=87968ec020b2016b,1/29/2025 2:26,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-crewgo-meshmtl-gld_gld,"Crew Go with 1.39"" Display, BT Calling with Metal Strap and 7 Days Battery Life",Round,Gold,Stainless steel,Regular,Yes,Yes,1 m,Fitness & Outdoor,Metal,Women,Android & iOS,Gold Link,,"Heart Rate, Accelerometer",,,,Up to 7 Days,Yes,,,,,,,Yes,Yes,,,,v5.3,,10 m,,,,240 x 240 pixel,35.306 mm,TFT,,Yes,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,,,,,,1 Year,Yes,,,,,,,,,,,,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,"unauthorized tampering, modification or repairs ; physical damage ; water logging or any other damage due to heat, humidity or moisture doing operations",,,Gold,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,599",4.1,Data not available,Image not available,URL not available,1/29/2025 2:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
