title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",3.8,"5,144 Ratings & 433 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_197&otracker=search&otracker1=search&fm=organic&iid=en_dI9s_IBd0n5RRkwKqzStKO-2lLIIb1-k5JiovvLrPCMJUBcgHzYpbFb4HjUU3e9mQ6fcdhNf8Okcc5JgEJNqEA%3D%3D&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,MON-0054,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),"₹2,699",3.8,292 Ratings & 25 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/t/x/mon-0074-hd-20-2024-mon-0074-frontech-original-imahfcg7gfpbrean.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm3a01144d4d9aa?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_198&otracker=search&otracker1=search&fm=organic&iid=en_dI9s_IBd0n5RRkwKqzStKO-2lLIIb1-k5JiovvLrPCOABrylnTjYulyi8DjGZf85maFGlQjwXYbmtQ0cOXnc8w%3D%3D&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,MON-0074,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,HD,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",0 ms,-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)","Yes, 1 x 1.3 Port",Yes,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",15 Languages,Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,,,,
Lenovo L 54.61 cm (21.5 inch) Full HD IPS Panel Monitor (L22i-40),"₹7,990",3.8,5 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/g/r/l22i-40-full-hd-21-5-2023-67aekacbin-lenovo-original-imagwqwbty2rwyyf.jpeg?q=70,https://www.flipkart.com/lenovo-l-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGWQWC3T3GURBQ&lid=LSTMONGWQWC3T3GURBQU0IHGO&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_199&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONGWQWC3T3GURBQ.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,L22i-40,L,Cloud Grey,54.61 cm (21.5 inch) IPS Display,,IPS Panel,1920 x 1080 pixels,No,Full HD,,"Monitor, Power Cable, user manual",Flat,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,"1000:1, 16:9 (Dynamic)","178° (2D), 90° (3D)","178° (2D), 178° (3D)",4 ms,250 nits (2D),,,,,No,,,,,"Yes, 2 Speakers  with 3 W Power Output Per Speaker",Yes,No,Yes,2,,3,,"21 W (Operational), 0.5 W (Standby)",Yes,,Yes,Yes,,Yes,Yes,,,5 - 85° C,,,,YES,,,,,,,,,,,,,,,,,,,,,1 year Onsite Warrenty,All issue expect of physical Damage,Physical Damage,,,,"Audio In, Audio Out",
Enter 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-M0-AO8),"₹2,400",3.4,57 Ratings & 9 Reviews,https://rukminim2.flixcart.com/image/312/312/kw3v0cw0/monitor/h/c/g/e-m0-ao8-hd-15-4-e-m0-ao8-enter-original-imag8upgw84ypbwc.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-led-backlit-monitor-e-m0-ao8/p/itma8dc42c1071fd?pid=MONG8UPGUZMWZREH&lid=LSTMONG8UPGUZMWZREH4UJMSV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_200&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONG8UPGUZMWZREH.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,E-M0-AO8,,Black,39.12 cm (15.4 inch) LED Display,LED Backlit Backlight,,,,HD,,"1 POWER CABLE, 1 VGA CABLE, 1 LED STAND, USER MANUAL",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,5 ms,,,,,,,-1 ms,,,,,,,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 YEAR,Manufacturing defect,Physical damage,1 Year,,,,
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),"₹11,999",4.2,"7,321 Ratings & 791 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/s/x/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzpqfy3tvaq.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-wall-mountable-monitor-zeb-ac32fhd-led/p/itmd0bf3471b1e6f?pid=MONGD4AF6HGGRHCT&lid=LSTMONGD4AF6HGGRHCTBR05JC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_201&otracker=search&otracker1=search&fm=organic&iid=en_dI9s_IBd0n5RRkwKqzStKO-2lLIIb1-k5JiovvLrPCPvgG4_NNCgSgoG2SBBOHr8-dNvk8X1m3LTQgCPGzYBAQ%3D%3D&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,ZEB -AC32FHD LED,,White,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),8 ms,250 nits (2D),0.3637 mm,,,,,,,,,,,,,,,,,50 W (Standby),Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...","₹7,599",4.3,"1,335 Ratings & 141 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/n/9/-original-imagyahhmczxzhqw.jpeg?q=70,https://www.flipkart.com/lg-60-45-cm-23-8-inch-full-hd-ips-panel-3-side-borderless-display-tilt-able-stand-black-stabilizer-onscreen-control-ergo-design-monitor-24mr400-ba-ctrrmv/p/itm0e25cac2a60d6?pid=MONGW4N96FVHTT7C&lid=LSTMONGW4N96FVHTT7C1RULRO&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_202&otracker=search&otracker1=search&fm=organic&iid=en_dI9s_IBd0n5RRkwKqzStKO-2lLIIb1-k5JiovvLrPCM8cLkN0PWCL1f0zwgAK_oHLouZ3GzXS3b_X5UOXuo-Dw%3D%3D&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,24MR400-BA.CTRRMV,,Black,60.45 cm (23.8 inch) LED Display,,IPS Panel,,,Full HD,,"1 Monitor, Power Cord, HDMI Cable, Stand Body, Stand Base, Adapter, User Manual, Warranty Card",Flat,,,,"100 Hz (Analog), 60 Hz (Digital)",,16:09,,,,5 ms,200 nits (2D),,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,
"LG UltraFine 68.58 cm (27 inch) 4K Ultra HD IPS Panel HDR10, Ergonomic, USB Type-C Monitor (27UN880)","₹38,199",4.7,43 Ratings & 4 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/0/u/27un880-4k-ultra-hd-27-2020-27un880-lg-original-imagtkzhcx8sxj3t.jpeg?q=70,https://www.flipkart.com/lg-ultrafine-68-58-cm-27-inch-4k-ultra-hd-ips-panel-hdr10-ergonomic-usb-type-c-monitor-27un880/p/itm9039170154cbc?pid=MONGTJFY69ZDZHH9&lid=LSTMONGTJFY69ZDZHH9RXBYFF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_203&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONGTJFY69ZDZHH9.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,27UN880,UltraFine,Black,68.58 cm (27 inch) LED Display,,IPS Panel,,,4K Ultra HD,,"1 Monitor, DC Extension Cable with Holder, Grommet, Cover Sheet, User Manual",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,,,5 ms,350 nits (2D),,,,,,,,,,Yes,,,Yes,,,,"AC 100 - 240 V, 50/60 Hz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,
Enter NA 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-M0-AO6),"₹2,150",3.4,25 Ratings & 3 Reviews,https://rukminim2.flixcart.com/image/312/312/kxaq7ww0/monitor/m/r/j/led-monitor-15-inch-a06-n-hdmi-vga-contrast-800-1-hd-15-e-mo-a06-original-imag9scn74xt62gb.jpeg?q=70,https://www.flipkart.com/enter-na-39-12-cm-15-4-inch-hd-led-backlit-monitor-e-m0-ao6/p/itma8dc42c1071fd?pid=MONG9VF8JXABGPEF&lid=LSTMONG9VF8JXABGPEFM7EUZS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_204&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONG9VF8JXABGPEF.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,E-M0-AO6,NA,Black,39.12 cm (15.4 inch) LED Display,LED Backlit Backlight,,1280*800 pixels,No,HD,NA,"1 MONITOR, STAND, HDMI CABLE, POWER CORD, USER MANUAL",Flat,720P,NA,,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:09,"800:1, 800:1 (Dynamic)","80° (2D), 0° (3D)","60° (2D), 0° (3D)",6 ms,"300 nits (2D), 0 nits (3D)",,NA,,,"No, Supported by NA",0 ms,NA,NA,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,110-240V,"18 W (Operational), 1 W (Standby)","Yes, 1",Yes,"Yes, 15 PIN",,,No,No,45° C,,10 - 32° C,,,"BASE DETACHABLE, TLIT",,,,,NA,,No,,,Yes,No,,,,,,,,,,,1 YEAR,MANUFACTURE DEFECTS ONLY,"PHYSICAL DAMAGES, WATER DAMAGES ,FIRE DAMAGES",1 Year,,,,
SAMSUNG A334 55.88 cm (22 inch) Full HD LED Backlit VA Panel Monitor (S22A330 ( Full HD LED Backlit VA...,"₹7,131",3.8,5 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/kmqn3bk0/monitor/e/a/z/s22a330-full-hd-led-backlit-va-panel-60-hz-refresh-rate-response-original-imagfkpytt5yauzg.jpeg?q=70,https://www.flipkart.com/samsung-a334-55-88-cm-22-inch-full-hd-led-backlit-va-panel-monitor-s22a330-panel-60-hz-refresh-rate-response-time-6-5-ms-amd-free-sync/p/itmaee3244ae413d?pid=MONGFKPYDHCPBNEW&lid=LSTMONGFKPYDHCPBNEWCTOTNG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONGFKPYDHCPBNEW.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,"S22A330 ( Full HD LED Backlit VA Panel, 60 Hz Refresh Rate, Response Time 6.5 ms , AMD Free Sync",A334,Black,55.88 cm (22 inch) LED Display,LED Backlit Backlight,VA Panel,"1,920 x 1,080 pixels",,Full HD,,"MAIN UNIT, POWER CORD, WARRANTY CARD, HDMI CORD",Flat,1080P,Anti glare,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,"3,000:1(Typ), Mega DCR (Dynamic)",178° (2D),178° (2D),6.5 ms,250 nits (2D),0.248 mm,72,,,,,,,,,,,,,,,AC 100~240V,18 W (Operational),"Yes, 1.2 Port",,,,,,,10 - 40° C,10 - 80° C,10 - 40° C,10 - 80 %,,Simple,-5 Degree to 21 Degree,,75*75 mm,,,,,,,,,,,,,,,,,,,3 Years Onsite Warranty,Manufacturing Defects,Physical Damage If Serial No. is Misplace from Packaging Box.,3 Year,,,,
"Acer HC5 Series 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel with HDR10 Support, 1500R Curva...","₹12,998",4.2,17 Ratings & 3 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/m/z/5/-original-imah698hnsbvsrgh.jpeg?q=70,https://www.flipkart.com/acer-hc5-series-68-58-cm-27-inch-curved-full-hd-led-backlit-va-panel-hdr10-support-1500r-curvature-bluelightshield-flicker-free-2x2w-inbuilt-speakers-gaming-monitor-27hc5r-x2/p/itm18bb7cbcaac92?pid=MONH47NQFXC7MZKH&lid=LSTMONH47NQFXC7MZKHDPKME0&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONH47NQFXC7MZKH.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,27HC5R X2,HC5 Series,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Stand, Power Cord, HDMI Cable, User Manual, Warranty Card",Curved,1080p,,16.7 m Colors,"240 Hz (Analog), 240 Hz (Digital)",,16:09,,,,1 ms,250 nits (2D),,72%,,,,,,,,,,,,,,,,,"Yes, 2",,No,Yes,,Yes,,,,,,,,,,,VESA,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,Audio Out,
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...","₹9,999",4.2,11 Ratings & 6 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/t/m/zeb-pixigo-a16-zeb-kpm-2-full-hd-15-6-2024-zeb-pixigo-a16-zeb-original-imah8mhubfkxh5eg.jpeg?q=70,https://www.flipkart.com/zebronics-39-62-cm-15-6-inch-full-hd-ips-panel-180-degree-adjustable-stand-16-9-aspect-ratio-300nits-brightness-16-7m-colors-dual-input-type-c-mini-hdmi-built-in-speakers-portable-monitor-zeb-pixigo-a16-zeb-kpm-2/p/itmc6a4627a657b1?pid=MONH7BV6AG8FMXD3&lid=LSTMONH7BV6AG8FMXD3IV2K5K&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=en_dI9s_IBd0n5RRkwKqzStKO-2lLIIb1-k5JiovvLrPCNhrltGLJ7sOea_11FDPl5ZmGo9i7VLVXtICLnrQHLEPg%3D%3D&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,(Zeb-Pixigo A16 (Zeb-KPM 2)),,Black,39.62 cm (15.6 inch) LED Display,,IPS Panel,1920 x1080 pixels,,Full HD,,"Monitor - 1unit, Mini HDMI Cable - 1unit, Type C DP Cable - 1unit, Power Adapter - 1unit, User Manual - 1unit",Flat,,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,,,,25 ms,300 nits (2D),,,,,,25 ms,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5 mm,22.2 mm,1.7 mm,0.804 kg,,,,,1 year carry into service center,Any manufacturing defect,Any physical damage or accessories,,,,,
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...","₹15,999",4.2,890 Ratings & 82 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/d/t/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzr5hfmbk28.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-80-cm-wall-mountable-slim-gaming-monitor-zeb-ac32fhd-led/p/itm502967395ff52?pid=MONGD4AZBPZ24JGH&lid=LSTMONGD4AZBPZ24JGHESEKQA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_208&otracker=search&otracker1=search&fm=organic&iid=en_dI9s_IBd0n5RRkwKqzStKO-2lLIIb1-k5JiovvLrPCMPNAu_uLiszf16voXcfe41V4ueieofNGJ1ThatZq0oKg%3D%3D&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,ZEB-AC32FHD LED,,Black,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),12 ms,300 nits (2D),0.3637 mm,,,,,,,,,Yes,Yes,,Yes,,,,,50 W (Standby),Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service center,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
Frontech Gaming 81.28 cm (32 inch) Curved Full HD LED Backlit VA Panel Gaming Monitor (MON-0076),"₹14,589",4,18 Ratings & 0 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/a/y/a/mon-0076-full-hd-32-2024-mon-0076-frontech-original-imah8s8f5yfg4gaa.jpeg?q=70,https://www.flipkart.com/frontech-gaming-81-28-cm-32-inch-curved-full-hd-led-backlit-va-panel-monitor-mon-0076/p/itmce02118ef7135?pid=MONH2N5GVNMWJWTW&lid=LSTMONH2N5GVNMWJWTWHUEKTA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_209&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONH2N5GVNMWJWTW.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,MON-0076,Gaming,"Black, Red",81.28 cm (32 inch) Gaming LED Display,LED Backlit Backlight,VA Panel,1920 X 1080 pixel pixels,,Full HD,,"1 Unit Monitor, 1 Unit Stand, 1 Unit Power Adapter, 1 Unit Signal Cable, 1 Unit Manual",Curved,1080p,,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",,16:09,1000:1 (Dynamic),178° (2D),178° (2D),1 ms,250 nits (2D),,SRGB 99%,,"Ultra Slim Design, Bezel Less Design, Support Wall Mount",No,,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,DC 12V,60 W (Standby),"Yes, 1",,"Yes, 15 Pin",Yes,1,Yes,,,,,,,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,,,,"Auto, Menu, Up, Down, Power",,,No,"Windows 11, Windows 10, Windows 8.1, Windows 8, Mac OS",,716.1 mm,82 mm,514.4 mm,6.15 kg,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,3 Year,5A,,Audio Out,
Enter 39.12 cm (15.4 inch) HD Monitor (e-m16a),"₹2,140",3.7,174 Ratings & 23 Reviews,https://rukminim2.flixcart.com/image/312/312/k4irzbk0/monitor/7/q/n/e-m16a-is-13252-2010-enter-original-imafnef4zsnhvygf.jpeg?q=70,https://www.flipkart.com/enter-39-12-cm-15-4-inch-hd-monitor-e-m16a/p/itmd072dc8443faa?pid=MONFNDQADN22J7QN&lid=LSTMONFNDQADN22J7QN3UUZJY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_210&otracker=search&otracker1=search&fm=organic&iid=422deae8-b9ee-436d-b6be-79266537eb26.MONFNDQADN22J7QN.SEARCH&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,e-m16a,,Black,39.12 cm (15.4 inch) wide angle Display,,,,No,HD,,2700,Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,,,,,6 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,"₹6,599",4.3,"4,603 Ratings & 506 Reviews",https://rukminim2.flixcart.com/image/312/312/ko8xtow0/monitor/t/a/y/d24-20-66aekac1in-lenovo-original-imag2qwzazcdmqtb.jpeg?q=70,https://www.flipkart.com/lenovo-60-45-cm-23-8-inch-full-hd-va-panel-3-side-near-edgeless-tuv-eye-care-monitor-d24-20-d24-40/p/itm7a2d267d21c3f?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_9_211&otracker=search&otracker1=search&fm=organic&iid=en_dI9s_IBd0n5RRkwKqzStKO-2lLIIb1-k5JiovvLrPCNY6GConvWHYg-6_IontrgKgeqbMAVHPpEO2piN1gxrxA%3D%3D&ppt=None&ppn=None&ssid=2vctcklbao0000001738111274688&qH=08b5411f848a2581,1/29/2025 1:41,D24-20/D24-40,,Black,60.45 cm (23.8 inch) LED Display,,VA Panel,,No,Full HD,,"1 Monitor, Power Cable, HDMI Cable,Quick Setup Guide",Flat,,,,"75 Hz (Analog), 75 Hz (Digital)",,,,,,4 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,
